"SSN","ollaTot","ollaPatl","ollaWedge","ollaMicc","ollaTlam","ollaXola","ollaMete","comalTot","comalPatl","comalTzac","comalMicc","comalTlam","comalXola","comalMete","comalOxto","comalPOxt","censerTot","censerPPat","censerPatl","censerTzac","censerMicc","censerTlam","censerXola","censerMete","censerOxto","censerXome","censerMaza","censerAzte","nubbinTot","nubbinPatl","nubbinApet","nubbinInset","nubbinFlush","nubbinAtoy","nubbinXola","nubbinMete","toTot","toRegular","toCoarse","smoTot","smoTlam","smoXola","smoMete","shrdStamped","shrdPlanoR","shrdStucco","shrdIncised","foreignTot","mayaLow","mayaHigh","huastec","tajin","gulfCoast","monteAlban","oaxaca","foreignOther","adornos","minatures","copas","matteWare","granTot","granPMic","granMicc","granTlam","granXola","granMete","burner3P","coverHandled"
659,18,0,8,5,3,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
660,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
661,11,1,7,2,1,1,0,1,0,0,0,1,0,0,0,0,4,0,0,0,1,3,0,0,0,0,0,0,2,0,0,0,2,0,0,0,8,7,1,2,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,3,0
662,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
663,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,8,7,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
665,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,1,0,0,0,0,0,0,2,0,0,1,1,0,0,0,4,4,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
666,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
667,5,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
668,25,0,5,2,9,8,1,6,0,0,1,1,3,1,0,0,12,0,0,0,7,4,1,0,0,0,0,0,10,0,0,1,7,1,0,1,79,74,5,9,0,9,0,0,1,0,4,1,0,0,0,0,0,0,0,1,4,0,1,0,2,0,2,0,0,0,2,8
669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
670,9,1,5,0,2,2,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,5,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
671,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
672,8,0,1,0,4,3,0,0,0,0,0,0,0,0,0,0,4,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
673,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
674,34,2,18,1,9,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,3,0,0,0,2,0,1,0,6,5,1,12,-1,12,-1,1,0,0,2,2,0,0,0,0,0,0,0,2,1,0,0,0,3,0,0,3,0,0,0,0
675,5,0,3,0,0,1,0,1,0,0,0,0,1,0,0,0,4,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
676,18,0,4,2,9,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,2,2,0,0,0,0,0,7,0,0,2,5,0,0,0,24,21,3,7,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,1,0,0,1,0
677,26,0,2,6,17,1,0,2,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,2,0,0,0,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
678,4,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
680,6,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
682,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
683,10,0,4,0,2,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,2,2,0,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
685,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
687,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
688,6,0,0,0,1,5,0,2,0,0,0,2,0,0,0,0,15,0,0,0,0,11,4,0,0,0,0,0,1,0,0,1,0,0,0,0,51,49,2,13,0,13,0,0,0,0,1,1,-1,-1,-1,-1,-1,-1,-1,1,0,0,1,0,1,0,0,1,0,0,4,1
689,25,0,1,1,8,12,3,5,0,0,0,0,5,0,0,0,47,0,0,0,4,10,26,7,0,0,0,0,0,0,0,0,0,0,0,0,26,22,4,103,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,1,2,3,0,0,19,10
690,42,0,6,2,10,23,1,7,0,0,0,1,6,0,0,0,62,-1,-1,-1,4,24,23,4,-1,-1,-1,-1,3,0,0,2,1,-1,0,0,82,62,20,98,2,96,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,2,0,10,0,1,6,3,0,14,16
691,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,14,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,9,9,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,1,3,1,0,2,0
692,34,0,3,2,13,10,6,3,0,0,0,0,2,1,0,0,35,0,0,0,8,13,13,1,0,0,0,0,1,0,0,0,1,0,0,0,61,58,3,44,1,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,1,2,0,0,4,6
693,17,0,3,1,2,11,0,2,0,0,0,0,2,0,0,0,26,0,0,0,3,9,9,5,0,0,0,0,0,0,0,0,0,0,0,0,50,45,5,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,11,0,6,5,0,0,5,1
694,28,0,5,2,7,12,2,6,0,0,1,2,3,0,0,0,30,0,0,0,2,6,13,4,-1,-1,-1,-1,3,0,0,1,2,-1,0,0,30,24,6,28,0,25,0,0,0,0,1,1,-1,-1,-1,-1,-1,-1,-1,1,3,1,4,0,12,0,5,6,1,0,7,2
695,32,0,3,7,11,9,2,1,0,0,0,1,0,0,0,0,36,0,0,0,3,10,22,1,0,0,0,0,1,0,0,1,0,0,0,0,29,27,2,22,0,22,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,1,0,2,0,0,6,0,3,3,0,0,13,2
696,125,0,6,4,36,69,10,10,0,0,0,0,10,0,0,0,251,0,0,-1,6,24,135,50,-1,-1,-1,-1,3,0,0,2,1,-1,0,0,134,244,14,212,3,209,0,0,0,0,19,3,-1,-1,-1,-1,-1,-1,-1,3,7,3,11,0,42,3,21,15,3,0,50,51
697,14,0,3,1,5,5,0,3,0,0,0,1,2,0,0,0,26,0,0,0,0,2,15,2,-1,-1,-1,-1,2,0,0,2,0,0,0,0,45,44,1,37,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,1,1,2,0,0,4,0
698,9,0,1,0,2,6,0,1,0,0,0,0,1,0,0,0,8,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,21,18,3,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,1,0,1,0,0,0,1,1
699,14,0,1,3,3,7,0,3,0,0,1,0,1,1,0,0,30,0,0,0,0,7,19,4,0,0,0,0,0,0,0,0,0,0,0,0,7,5,2,29,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,0,8,3,1,0,3,0
700,126,0,5,11,54,58,6,21,0,0,0,0,20,1,0,0,231,0,0,0,11,29,140,15,-1,-1,-1,-1,4,0,0,1,3,-1,0,0,355,334,21,209,3,206,0,0,0,9,27,7,-1,-1,-1,-1,-1,-1,-1,7,8,2,16,0,51,3,19,27,2,0,38,53
701,14,0,3,0,1,9,1,6,0,0,0,1,5,0,0,0,42,0,0,0,3,16,19,4,0,0,0,0,3,0,0,3,0,0,0,0,30,26,4,33,0,33,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1,1,0,20,1,9,10,0,0,7,6
702,17,0,2,4,4,7,0,0,0,0,0,0,0,0,0,0,29,0,0,0,1,13,12,3,0,0,0,0,0,0,0,0,0,0,0,0,15,13,2,56,0,56,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,6,1,0,0,7,2
703,16,0,2,3,4,6,1,1,0,0,0,1,0,0,0,0,27,0,0,0,0,16,10,1,0,0,0,0,1,0,0,1,0,0,0,0,25,24,1,28,0,28,0,0,0,0,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,3,0,2,1,0,0,4,1
704,8,0,2,0,3,3,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,24,22,2,6,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,2,1
705,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,7,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0
706,12,0,1,1,4,6,0,2,0,0,0,0,2,0,0,0,24,0,0,0,3,10,10,1,0,0,0,0,1,0,0,0,1,-1,0,0,19,18,1,13,0,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,4,0
707,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
708,6,0,2,0,2,2,0,2,0,0,0,0,2,0,0,0,5,0,0,0,1,4,0,0,0,0,0,0,1,0,0,0,1,-1,0,0,17,17,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,1,0,0,0
709,19,0,7,0,2,10,0,2,0,0,0,0,2,0,0,0,16,0,0,0,0,7,6,3,0,0,0,0,0,0,0,0,0,0,0,0,39,36,1,42,0,42,0,0,0,0,1,3,-1,-1,-1,-1,-1,-1,-1,3,4,1,1,0,4,1,1,2,0,0,7,3
710,11,0,2,1,3,5,0,0,0,0,0,0,0,0,0,0,9,0,0,0,2,3,3,1,0,0,0,0,2,0,0,0,2,-1,0,0,18,17,1,13,0,13,0,0,0,0,2,3,-1,-1,-1,-1,-1,-1,-1,3,0,0,0,0,0,0,0,0,0,0,8,1
711,22,0,2,3,7,10,0,2,0,0,0,0,1,1,0,0,38,0,0,0,4,16,8,5,-1,-1,-1,-1,3,0,0,3,0,0,0,0,86,78,8,39,0,39,0,0,0,1,8,0,0,0,0,0,0,0,0,0,1,0,1,0,6,1,3,2,0,0,7,3
712,9,0,4,0,3,2,0,3,0,0,0,2,1,0,0,0,13,0,0,0,2,0,5,2,-1,-1,-1,-1,1,0,0,1,0,0,0,0,27,26,1,6,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,4,0,2,1,1,0,3,2
713,15,0,3,0,5,7,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,4,0,-1,-1,-1,-1,1,0,0,1,0,0,0,0,23,20,3,24,0,24,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,4,0,4,0,0,0,1,5
714,61,0,9,10,12,27,3,5,0,0,0,1,4,0,0,0,106,0,0,0,6,14,62,20,-1,-1,-1,-1,6,0,0,2,4,-1,0,0,66,62,4,84,0,83,1,0,0,0,2,1,-1,-1,-1,-1,-1,-1,-1,1,1,0,0,0,18,1,8,9,0,0,14,4
715,11,0,4,0,5,1,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,13,0,2,-1,-1,-1,-1,0,0,0,0,0,0,0,0,19,18,1,18,0,18,0,0,0,0,1,1,-1,-1,-1,-1,-1,-1,-1,1,3,2,0,0,3,0,2,1,0,0,1,1
716,29,0,1,0,6,17,5,4,0,0,0,0,4,0,0,0,14,0,0,0,0,4,9,1,0,0,0,0,0,0,0,0,0,0,0,0,37,36,1,55,0,55,0,0,0,0,2,1,-1,-1,-1,-1,-1,-1,-1,1,1,0,1,0,3,0,2,1,0,0,3,3
717,25,0,1,0,1,22,1,7,0,0,0,0,7,0,0,0,24,0,0,0,4,5,15,0,0,0,0,0,1,0,0,0,1,-1,0,0,65,61,4,45,0,45,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,1,0,3,3,0,5,6
718,10,0,1,0,0,9,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,13,7,2,0,0,0,0,0,0,0,0,0,0,0,0,26,25,1,28,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,3,0,0,2,0
719,3,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0
720,23,0,8,4,3,8,0,3,0,0,0,1,2,0,0,0,39,0,0,0,2,14,20,1,0,0,0,0,3,0,0,3,0,0,0,0,49,45,4,29,0,29,0,0,1,0,1,1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,6,1,3,1,1,0,10,2
721,6,0,0,1,1,4,0,2,0,0,0,1,1,0,0,0,13,0,0,0,1,6,4,2,0,0,0,0,0,0,0,0,0,0,0,0,18,16,2,16,0,16,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,1,2,1,0,0,2
722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
723,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
724,26,0,2,2,7,15,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,5,14,5,0,0,0,0,1,0,0,0,1,-1,0,0,21,18,3,24,0,24,0,0,0,0,1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,12,1,9,1,0,0,2,1
725,7,0,1,0,3,4,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,12,9,3,22,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
726,8,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0
727,14,0,2,2,2,6,2,2,0,0,0,0,2,0,0,0,23,0,0,0,3,4,15,1,0,0,0,0,0,0,0,0,0,0,0,0,16,14,2,24,0,24,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4,2
728,22,0,3,2,12,6,1,2,0,0,0,0,2,0,0,0,50,0,0,0,2,10,20,9,-1,-1,-1,-1,2,0,0,2,0,0,0,0,69,47,22,35,0,35,0,0,0,0,2,1,-1,-1,-1,-1,-1,-1,-1,1,2,1,2,0,8,0,6,2,0,0,12,4
729,9,0,2,2,4,1,0,0,0,0,0,0,0,0,0,0,17,0,0,0,3,5,6,3,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,6,2
730,26,0,5,5,8,8,0,4,0,0,0,0,3,1,0,0,74,0,0,0,10,21,28,0,0,0,0,0,4,0,0,2,2,-1,0,0,57,46,11,49,0,49,0,0,0,0,0,4,-1,-1,-1,-1,-1,1,-1,3,1,2,0,0,7,1,5,1,0,0,4,6
731,16,0,2,1,4,9,0,3,0,0,0,0,3,0,0,0,25,0,0,0,0,9,7,3,-1,-1,-1,-1,2,0,0,1,1,-1,0,0,29,24,5,19,0,19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,8,0,5,3,0,0,7,6
732,4,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,1,12,0,12,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,1,0,2,0,0,9,1
733,4,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,1,-1,0,0,4,4,0,6,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
734,42,0,7,4,4,25,2,3,0,0,0,1,2,0,0,0,221,0,0,0,3,14,75,17,-1,-1,-1,-1,3,0,0,2,1,-1,0,0,75,70,5,82,0,82,0,0,0,0,1,2,-1,-1,-1,-1,-1,-1,-1,2,7,4,1,0,17,0,11,4,2,0,11,4
735,11,0,1,2,1,6,1,0,0,0,0,0,0,0,0,0,25,0,0,0,2,13,7,0,0,0,0,0,1,0,0,0,1,-1,0,0,11,10,1,8,0,8,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,3,0,1,2,0,0,1,0
736,9,0,2,2,3,2,0,1,0,0,0,1,0,0,0,0,6,0,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,16,15,1,7,0,7,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,3,1,0,1,1,0,1,0
737,6,0,1,0,0,4,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,2,0,0,1,1,-1,0,0,1,1,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
738,13,0,1,3,1,8,0,1,0,0,0,0,1,0,0,0,15,0,0,0,0,7,7,1,0,0,0,0,0,0,0,0,0,0,0,0,20,19,1,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,2,1,1,0,5,2
739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
740,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
743,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,-1,0,0,12,11,1,6,0,6,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,2,0
744,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,5,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
749,8,0,1,1,0,5,1,4,0,0,0,2,2,0,0,0,6,0,0,0,1,1,2,2,0,0,0,0,2,0,0,2,0,0,0,0,37,35,2,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,1,2,1,1,0,3,0
750,6,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,20,19,1,11,0,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,5
751,20,0,2,1,6,11,0,2,0,0,0,2,0,0,0,0,3,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,17,16,1,19,0,19,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,1,0,2,0,0,1,1,0,0,3
752,20,0,2,0,9,6,3,1,0,0,0,0,1,0,0,0,8,0,0,0,1,3,4,0,0,0,0,0,1,0,0,1,0,0,0,0,30,27,3,25,0,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,3,0,2,1,0,0,5,4
753,11,0,4,0,3,3,1,1,0,0,0,0,1,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,1,0,15,15,0,20,0,20,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,4,0,2,0,2,0,0,2
754,8,0,1,0,1,5,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,0,4,0,4,0,0,0,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,3,3
