"SSN","midden","burials","height","slope","areaSite","areaStruct","lastBuildPhase","ceramicAbundance","intrusiveSherd"
674,0,0,0,1,436,2496,6,5,1
675,0,0,0,1,1947,0,0,0,2
676,0,0,0,1,480,1666,4,3,1
677,0,0,0,1,137,1085,4,1,1
678,0,0,0,1,515,283,0,1,1
679,0,0,0,1,444,-1,0,1,1
680,0,0,0,1,315,-1,0,3,0
681,0,0,0,1,251,-1,0,1,1
682,0,0,0,1,515,-1,0,3,1
683,0,0,0,1,246,-1,0,1,2
684,-1,0,-1,1,52,-1,0,1,1
685,0,0,0,1,47,-1,0,1,1
686,-1,0,-1,1,82,-1,0,1,1
687,0,0,0,2,104,-1,0,-1,1
688,0,0,12,2,40,304,4,5,1
689,0,0,0,2,247,-1,5,9,1
690,0,0,15,2,547,3521,5,6,1
691,0,0,15,2,144,1119,5,4,1
692,0,0,15,2,371,3000,5,5,1
693,0,0,15,2,229,1780,4,6,1
694,0,0,19,2,240,1932,5,6,1
695,0,0,10,2,226,1892,4,5,1
696,0,8,6,2,260,-1,5,9,1
697,0,0,11,2,193,1300,5,5,1
698,0,0,2,2,127,0,4,3,1
699,0,0,0,1,260,0,4,5,1
700,0,8,20,2,250,-1,5,9,1
701,0,0,13,2,134,840,4,5,1
702,0,0,0,2,228,0,4,7,1
703,0,0,0,2,73,0,4,6,1
704,0,0,7,1,67,473,4,3,1
705,0,0,4,2,72,399,0,3,1
706,0,0,4,2,80,585,5,7,1
707,0,0,0,2,23,-1,0,1,1
708,0,0,10,2,132,884,4,3,1
709,0,0,13,2,170,1144,4,6,1
710,0,0,13,0,202,1566,5,4,1
711,0,0,7,2,360,2700,5,5,1
712,0,7,15,2,136,805,4,3,1
713,0,0,17,2,172,938,4,5,1
714,0,7,2,2,214,-1,4,7,1
715,0,0,7,2,120,537,5,5,1
716,0,0,17,2,372,2442,5,5,1
717,0,0,9,2,133,928,5,5,1
718,0,0,5,2,67,437,5,5,1
719,0,0,0,2,125,-1,0,2,1
720,0,0,10,2,510,1792,4,5,1
721,0,0,4,2,133,0,4,2,1
722,0,0,0,2,108,-1,0,1,3
723,0,0,0,2,52,-1,0,2,2
724,0,0,6,2,221,850,5,5,1
725,0,0,0,2,166,-1,5,3,1
726,0,0,0,2,159,0,0,3,2
727,0,0,0,2,195,882,4,5,1
728,0,0,10,2,167,1235,5,5,1
729,0,0,0,2,112,-1,5,3,2
730,0,0,0,2,217,-1,4,5,1
731,0,0,4,2,89,369,5,5,1
732,0,0,5,2,27,110,0,5,1
733,0,0,0,2,30,-1,0,3,1
734,0,8,0,2,149,-1,5,9,1
735,0,0,7,2,126,867,4,5,1
736,0,0,8,2,245,992,4,3,1
737,0,0,0,2,72,-1,0,1,2
738,0,0,12,2,103,544,5,5,1
739,0,0,0,1,1075,-1,0,3,0
740,0,0,0,1,899,-1,0,4,0
741,0,0,0,1,3376,-1,0,3,0
742,0,0,0,1,46,-1,0,5,0
743,0,0,0,1,424,-1,0,3,0
744,0,0,0,1,81,-1,0,5,0
745,0,0,0,1,2546,-1,0,3,0
746,0,0,0,1,635,-1,0,3,0
747,0,0,0,1,1012,-1,0,0,0
748,0,0,0,1,624,-1,0,0,0
749,0,0,8,2,190,1584,4,3,1
750,0,0,5,2,96,704,4,3,1
751,0,0,5,2,101,680,4,4,1
752,0,0,3,2,78,560,4,4,1
753,0,0,2,2,88,720,4,3,1
754,0,0,6,2,85,587,4,3,1
755,0,0,12,2,140,1053,4,3,1
756,0,0,17,2,152,1190,4,5,1
757,0,0,8,2,211,1710,4,5,1
758,0,0,30,2,189,1368,4,4,1
759,0,0,22,2,104,638,4,3,1
760,0,0,11,2,124,735,0,-1,1
761,0,0,9,2,171,1056,4,-1,1
762,0,0,0,2,30,-1,4,3,1
763,0,0,12,2,236,1595,4,3,1
764,1,8,50,2,150,-1,4,5,1
765,0,0,30,2,96,676,4,-1,1
766,0,0,40,2,166,1452,4,-1,1
767,0,0,40,2,96,625,4,3,1
768,0,0,15,2,171,1898,4,3,1
769,0,0,0,2,51,-1,0,-1,1
770,0,0,15,2,40,-1,4,-1,1
771,0,0,39,2,87,624,0,-1,1
772,0,0,60,2,147,960,4,-1,1
773,0,0,40,2,96,613,4,4,1
774,0,0,17,2,38,280,0,4,1
775,0,0,15,2,36,360,0,3,1
776,0,0,17,2,87,480,0,3,1
777,0,0,12,2,153,504,0,3,1
778,0,0,0,2,62,-1,0,1,1
779,0,0,15,2,108,878,0,5,1
780,0,0,22,2,213,1515,0,5,1
781,0,0,4,2,23,246,0,3,1
782,0,0,17,2,136,910,0,-1,1
783,0,0,32,2,173,1260,4,3,1
784,0,0,32,2,235,1524,0,3,1
785,0,0,0,2,36,-1,0,3,1
786,0,0,5,2,246,2128,4,-1,1
787,0,0,6,2,134,568,4,3,1
788,0,0,0,2,79,-1,0,2,1
789,0,0,15,2,255,1962,4,3,1
790,0,0,15,2,166,1036,4,3,1
791,0,8,5,2,198,1440,4,7,1
792,0,0,7,2,57,396,0,3,1
793,0,0,12,2,53,323,5,3,1
794,0,0,10,2,51,504,0,-1,1
795,0,0,10,2,106,684,5,3,1
796,0,0,10,2,234,1790,5,3,1
797,0,0,3,2,84,144,0,3,1
798,0,0,22,2,129,943,0,-1,1
799,0,0,5,2,68,484,0,3,1
800,0,0,6,2,76,528,0,3,1
801,0,0,0,2,28,-1,0,-1,1
802,0,0,6,2,148,940,0,3,1
803,0,0,0,2,40,-1,0,1,1
804,0,0,3,2,82,504,0,3,1
805,0,0,4,2,38,240,0,3,1
806,0,0,5,2,40,255,4,3,1
807,0,0,10,2,88,608,4,3,1
808,0,0,2,2,73,240,0,3,1
809,0,0,7,2,86,400,0,3,1
810,0,0,0,2,26,-1,0,3,1
811,0,0,0,2,61,-1,0,1,1
812,0,0,0,2,60,-1,0,3,1
813,0,8,14,2,496,2850,4,7,1
814,0,0,6,2,280,2352,5,4,1
815,0,0,21,2,243,3432,4,4,1
816,0,0,10,2,165,1300,4,6,1
817,0,8,5,2,218,1292,4,7,1
818,0,0,0,2,99,-1,0,1,1
819,0,0,20,2,444,2916,4,9,1
820,0,0,15,2,281,2196,5,5,1
821,0,0,9,2,96,550,5,5,1
822,0,0,6,2,131,777,5,5,1
823,0,0,9,2,171,1377,5,4,1
824,0,0,6,2,125,896,4,3,1
825,0,0,7,2,70,480,0,3,1
826,1,0,3,2,96,-1,4,7,1
827,0,0,4,2,150,-1,4,9,1
828,0,0,12,2,141,1120,4,5,1
829,1,0,0,2,343,0,4,6,1
830,1,8,0,2,146,-1,5,9,1
831,0,0,-1,-1,-1,-1,5,7,1
832,0,0,40,2,350,1710,4,2,1
833,0,0,5,2,260,2016,5,9,1
834,0,0,4,2,78,396,4,4,1
835,0,0,0,2,114,-1,0,1,1
836,0,0,0,2,56,-1,0,3,1
837,0,0,5,2,88,462,5,6,1
838,0,0,13,2,207,1064,4,7,1
839,0,2,12,2,209,1612,4,7,1
840,0,0,0,2,224,0,4,-1,1
841,0,0,0,2,213,0,4,3,1
842,0,0,0,2,42,-1,0,3,1
843,0,0,9,2,338,2140,4,7,1
844,0,0,12,2,426,2538,4,6,1
845,0,0,3,2,91,168,4,3,1
846,0,0,8,2,184,1360,4,5,1
847,0,0,0,2,274,0,4,5,1
848,0,0,12,2,141,812,4,6,1
849,0,0,9,2,274,2290,4,7,1
850,0,0,12,2,270,2295,4,7,1
851,0,0,-1,2,96,594,4,5,1
852,0,0,6,2,235,684,4,6,1
853,0,0,20,2,314,2190,4,6,1
854,0,0,9,2,122,915,4,5,2
855,0,0,9,2,364,1936,4,5,1
856,0,0,5,2,198,1728,5,8,1
857,1,8,0,2,284,0,4,5,2
858,0,0,0,2,252,-1,0,2,2
859,1,8,0,2,126,0,5,6,1
860,0,0,5,2,161,546,0,3,1
861,0,0,33,2,372,3299,5,5,1
862,0,0,30,2,340,2870,4,3,1
863,0,0,0,2,144,1072,4,5,1
864,0,0,7,2,248,2000,5,-1,1
865,0,0,7,2,118,912,4,3,1
866,0,0,8,2,128,1028,5,3,1
867,0,0,15,2,95,687,5,4,1
868,0,0,5,2,84,546,0,3,1
869,0,0,8,2,116,995,5,3,1
870,0,0,0,2,15,-1,0,1,1
871,0,0,0,2,74,-1,0,3,1
872,0,0,5,2,108,780,5,5,1
873,0,0,6,2,68,520,5,3,1
874,0,0,15,2,398,3271,5,7,1
875,0,0,0,2,34,-1,0,1,1
876,0,0,8,2,144,936,0,3,1
877,0,0,9,2,111,792,0,3,1
878,0,0,11,2,114,864,5,3,1
879,0,0,4,2,72,504,5,4,1
880,0,0,6,2,56,405,5,3,1
881,0,0,0,2,51,-1,0,3,1
882,0,0,15,2,80,540,0,3,1
883,0,0,0,2,70,-1,0,1,1
884,0,8,0,2,48,-1,5,9,1
885,0,0,14,2,221,1832,5,5,1
886,0,0,12,2,229,1680,5,5,1
887,0,0,0,2,64,0,4,5,1
888,0,0,0,2,55,-1,0,1,1
889,0,8,0,2,180,-1,5,9,1
890,0,0,0,0,30,-1,0,1,1
891,0,0,0,2,46,-1,5,5,1
892,0,0,3,2,52,419,4,4,1
893,0,0,2,2,19,96,0,4,1
894,0,0,2,2,72,512,5,5,1
895,0,0,0,2,50,-1,0,-1,1
896,0,0,0,2,152,0,4,3,1
897,0,0,15,2,132,725,5,6,1
898,0,0,3,2,76,608,0,-1,1
899,0,0,0,2,155,720,0,3,1
900,0,0,6,2,114,598,0,3,1
901,0,0,0,2,41,-1,0,3,1
902,0,0,12,2,65,600,5,4,1
903,0,0,6,2,115,480,4,-1,1
904,0,0,9,2,138,1080,0,2,1
905,0,0,12,2,134,966,0,-1,1
906,0,0,0,2,14,-1,0,-1,1
907,0,0,0,2,132,-1,0,-1,1
908,0,0,17,2,98,-1,0,-1,1
909,0,0,10,2,348,3025,5,5,1
910,0,0,4,2,48,228,0,3,1
911,0,0,18,2,164,723,0,3,1
912,0,0,0,2,32,-1,0,-1,1
913,0,0,6,2,83,581,0,3,1
914,0,0,-1,2,56,480,0,3,1
915,0,0,15,2,146,940,0,3,1
916,0,0,5,2,72,480,0,3,1
917,0,0,0,2,180,-1,0,3,1
918,0,0,5,2,55,0,0,2,1
919,0,0,4,2,109,720,0,3,1
920,0,0,0,2,211,0,4,4,1
921,0,0,0,2,33,320,0,3,1
922,0,0,0,2,360,-1,0,3,1
923,0,0,24,2,402,2677,4,5,1
924,0,0,0,2,308,0,4,5,1
925,0,0,0,2,360,0,4,5,1
926,0,0,6,2,323,960,3,6,1
927,0,0,0,2,263,-1,0,1,3
928,0,0,-1,2,272,0,3,3,1
929,0,0,0,2,550,0,3,9,1
930,0,0,10,2,474,2500,3,7,1
931,0,0,6,2,606,3248,4,7,1
932,0,0,10,2,338,0,4,5,1
933,0,0,8,2,504,-1,2,5,1
934,0,0,15,2,441,3249,4,9,1
935,0,8,4,2,480,3485,4,9,1
936,0,0,0,2,446,0,4,6,1
937,0,0,20,2,327,2480,3,4,1
938,0,0,0,2,292,0,3,3,1
939,0,0,0,2,240,0,4,3,1
940,0,0,0,2,218,0,3,7,1
941,0,0,7,2,390,2088,3,7,1
942,0,0,5,2,250,684,3,5,1
943,0,0,0,2,194,0,4,6,1
944,0,0,22,2,562,4140,3,7,1
945,0,0,5,2,288,961,4,9,1
946,0,0,11,2,208,1394,3,5,1
947,0,0,0,2,115,-1,3,4,1
948,0,0,21,2,435,3306,4,4,1
949,0,0,2,2,341,0,3,4,1
950,0,0,2,2,348,0,3,5,1
951,0,0,0,2,593,0,4,3,1
952,0,0,0,2,339,0,4,5,1
953,0,0,0,2,454,1936,4,4,1
954,0,0,0,2,429,0,4,4,1
955,0,0,0,2,574,0,4,3,1
956,0,0,4,2,475,1512,4,5,1
957,0,0,5,2,533,4032,3,5,1
958,0,0,3,2,448,2200,4,5,1
959,0,0,22,2,750,1240,4,3,1
960,0,0,4,2,216,1870,4,3,1
961,0,0,0,2,313,0,4,-1,1
962,0,0,0,2,263,0,3,3,2
963,0,0,0,2,576,0,4,4,1
964,0,0,4,2,370,961,4,5,1
965,0,0,0,2,300,0,4,5,1
966,0,0,0,2,314,0,3,3,1
967,0,0,0,2,397,1444,4,5,1
968,0,0,0,2,304,1628,4,4,1
969,0,0,0,2,250,0,4,5,1
970,0,0,0,2,807,0,4,6,1
971,0,0,22,2,384,2652,4,5,1
972,0,0,8,2,476,3136,4,7,1
973,0,0,15,2,442,3192,4,6,1
974,0,0,0,2,496,0,4,3,1
975,0,0,0,2,385,0,4,4,1
976,0,0,0,2,595,0,4,4,2
977,0,0,0,2,265,0,4,3,1
978,0,0,9,2,408,2793,4,6,1
979,0,0,0,2,322,0,4,3,1
980,0,0,0,2,270,1550,4,3,1
981,0,0,2,2,383,1892,4,9,2
982,0,0,0,2,340,1224,4,4,1
983,0,0,30,2,547,4030,4,4,1
984,0,0,0,2,436,1980,4,7,1
985,0,0,0,2,1441,-1,4,3,1
986,0,0,67,1,288,1023,6,4,1
987,0,0,-1,1,54,196,6,4,1
988,0,0,-1,1,32,196,0,3,1
989,0,0,-1,1,45,240,6,3,1
990,0,0,0,1,32,-1,0,3,1
991,0,0,0,1,108,-1,3,0,1
992,0,0,12,1,674,2337,4,5,1
993,0,0,6,1,184,360,4,6,1
994,0,0,0,1,112,792,6,3,1
995,0,0,15,1,433,3400,6,3,1
996,0,0,34,1,168,650,4,3,1
997,0,0,4,1,77,1032,4,3,1
998,0,0,0,1,175,1302,4,3,1
999,0,0,0,1,704,-1,0,3,2
1000,0,0,0,1,101,-1,3,3,1
1001,0,0,10,1,75,0,4,5,1
1002,0,0,0,1,255,1244,0,3,1
1003,0,0,0,1,168,-1,0,-1,-1
1004,0,0,12,1,720,3100,4,6,1
1005,0,0,7,1,196,1488,4,6,1
1006,0,0,9,1,274,1857,4,5,1
1007,0,0,2,1,280,960,4,7,1
1008,-1,-1,0,1,164,-1,4,4,1
1009,0,0,6,1,316,2430,4,7,1
1010,0,0,0,1,282,0,4,6,1
1011,0,0,3,1,108,486,3,5,1
1012,-1,-1,6,1,345,2508,4,7,1
1013,0,8,16,1,669,5008,4,7,1
1014,-1,-1,4,1,279,1848,4,4,1
1015,-1,-1,26,1,790,5287,4,7,1
1016,0,0,0,1,105,0,4,4,1
1017,0,0,3,1,220,816,4,5,1
1018,0,3,8,1,115,-1,3,4,1
1019,0,8,3,1,168,1126,4,6,1
1020,0,8,0,1,115,-1,4,8,1
1021,0,8,4,1,215,1537,4,6,1
1022,0,0,8,1,403,3066,4,4,1
1023,0,0,0,1,360,2656,4,5,1
1024,0,0,2,1,75,380,0,4,1
1025,0,0,4,1,55,210,4,5,1
1026,0,0,0,1,323,0,4,4,1
1027,0,0,4,1,255,1936,4,7,1
1028,0,0,0,1,130,-1,4,3,1
1029,0,0,15,1,824,5520,4,6,1
1030,0,0,5,1,234,1848,4,5,1
1031,0,0,0,1,335,-1,3,4,1
1032,0,0,4,1,127,-1,4,3,1
1033,0,0,0,1,409,0,4,3,1
1034,0,0,0,1,540,3038,4,5,1
1035,0,0,0,1,318,-1,1,4,1
1036,0,0,0,1,428,0,3,4,1
1037,0,0,0,1,129,-1,4,3,2
1038,0,0,0,1,194,-1,4,5,1
1039,-1,-1,2,1,220,1394,4,6,1
1040,0,0,4,1,284,1000,4,4,1
1041,0,0,0,1,269,-1,6,5,2
1042,0,0,0,1,140,0,4,4,1
1043,0,0,0,1,215,0,4,5,1
1044,0,0,6,1,235,1722,0,-1,1
1045,0,0,10,1,481,3016,6,7,1
1046,0,0,0,1,355,0,4,3,1
1047,0,0,10,1,451,2047,4,7,1
1048,0,0,0,1,285,-1,0,3,1
1049,0,0,6,1,378,616,4,5,1
1050,0,0,0,1,408,0,4,4,1
1051,0,0,3,1,222,1365,4,5,1
1052,0,0,0,1,333,-1,6,3,2
1053,0,0,2,1,450,1221,4,-1,1
1054,0,0,11,3,578,3245,4,5,-1
1055,0,0,-1,1,466,2116,4,5,1
1056,0,0,0,1,432,-1,0,3,1
1057,0,0,-1,1,499,-1,0,4,1
1058,0,0,-1,1,232,-1,3,3,1
1059,0,0,0,1,248,-1,0,3,1
1060,0,0,0,1,617,-1,3,3,1
1061,0,0,0,1,552,-1,0,3,1
1062,0,0,0,1,300,-1,0,3,2
1063,0,0,0,1,445,-1,0,2,0
1064,0,0,0,1,121,832,6,5,1
1065,0,0,0,1,238,0,3,5,1
1066,0,0,-1,0,-1,-1,0,3,1
1067,0,0,8,1,221,1050,4,3,1
1068,0,0,7,1,91,-1,0,3,1
1069,0,0,0,1,213,1596,5,5,1
1070,0,0,3,1,477,3248,4,5,1
1071,0,0,12,1,468,2304,4,5,1
1072,0,0,0,1,366,2448,4,5,1
1073,0,0,8,1,300,2703,6,5,1
1074,0,0,5,1,316,0,4,5,1
1075,0,0,0,1,299,0,3,3,1
1076,0,0,-1,1,486,3886,3,5,1
1077,0,0,0,1,91,0,6,4,2
1078,0,0,14,1,410,3234,5,4,1
1079,0,8,0,1,203,660,5,6,1
1080,0,0,0,1,116,420,0,4,1
1081,0,8,12,1,433,2820,5,7,1
1082,0,0,12,1,352,2688,4,5,1
1083,0,0,5,1,101,338,4,5,1
1084,0,0,12,1,372,2550,4,5,1
1085,0,8,5,1,403,2773,5,9,1
1086,0,0,6,1,282,2548,4,4,1
1087,0,0,0,1,229,-1,0,1,1
1088,-1,2,6,1,342,2450,5,5,1
1089,0,0,6,1,415,3360,4,6,1
1090,0,0,5,1,447,3024,4,5,1
1091,0,0,4,1,336,2800,0,3,1
1092,0,0,0,1,140,-1,0,1,1
1093,0,0,5,1,144,961,0,0,1
1094,0,0,15,1,517,3960,4,5,1
1095,0,0,0,1,329,0,4,-1,1
1096,0,0,0,1,326,936,6,6,1
1097,0,0,3,1,366,2968,4,5,1
1098,0,0,4,1,372,756,4,5,1
1099,0,0,0,1,304,-1,0,3,1
1100,0,0,0,1,442,0,3,4,1
1101,0,0,15,1,460,3600,4,6,1
1102,0,0,11,1,469,3132,5,5,1
1103,0,8,15,1,524,3300,4,6,1
1104,0,0,5,1,377,-1,4,6,1
1105,0,0,15,1,520,3640,4,5,1
1106,0,0,15,1,554,4260,4,7,1
1107,0,0,0,1,743,0,4,3,2
1108,0,0,0,1,590,0,4,3,1
1109,0,0,0,1,844,0,3,7,1
1110,0,0,0,1,1294,0,4,4,1
1111,0,0,6,1,583,3362,4,6,1
1112,0,0,0,1,234,-1,0,3,1
1113,0,0,3,1,296,-1,0,3,1
1114,0,0,2,1,341,1628,4,7,1
1115,0,0,4,1,429,3192,4,5,1
1116,0,0,0,1,376,2600,4,5,1
1117,0,0,0,1,583,3224,4,5,1
1118,0,0,6,1,612,3192,4,7,1
1119,0,0,0,1,767,-1,0,3,2
1120,0,0,0,1,277,-1,0,3,2
1121,-1,-1,0,-1,754,6375,0,-1,-1
1122,0,0,0,1,131,-1,0,1,1
1123,0,0,0,1,230,1100,5,5,1
1124,0,0,6,1,334,3770,0,4,1
1125,0,0,0,1,755,-1,0,2,2
1126,0,0,0,1,353,1785,4,5,1
1127,0,0,0,1,365,2600,4,3,1
1128,0,0,12,1,434,4538,5,5,2
1129,0,8,15,1,598,5456,5,5,1
1130,0,0,7,1,225,2208,6,5,1
1131,0,0,3,1,240,2024,0,3,1
1132,0,0,0,1,800,0,5,5,2
1133,0,0,20,1,830,8005,5,5,1
1134,0,0,0,1,743,-1,0,3,2
1135,0,0,4,1,202,1348,4,5,1
1136,0,0,10,1,409,3720,4,0,1
1137,0,0,0,1,690,-1,0,3,1
1138,0,0,0,1,753,-1,0,3,1
1139,0,0,13,1,630,4364,5,3,1
1140,0,0,3,1,517,4524,4,4,1
1141,0,0,0,1,384,-1,0,3,1
1142,0,0,0,1,179,-1,0,2,1
1143,0,8,10,1,425,3888,4,5,1
1144,0,0,0,1,669,6104,4,5,1
1145,0,0,0,1,198,1848,0,3,1
1146,0,8,15,1,1144,9422,5,3,1
1147,0,0,0,1,1243,-1,0,2,1
1148,0,0,0,1,568,-1,4,3,2
1149,0,0,0,1,267,2106,4,7,1
1150,0,0,3,1,300,3432,4,5,1
1151,0,0,0,1,357,3040,4,5,1
1152,0,0,11,1,370,3490,4,5,1
1153,0,0,0,1,567,4704,0,3,1
1154,0,0,0,1,284,2546,5,4,1
1155,0,8,0,1,193,1596,0,3,1
1156,0,0,0,1,350,2728,0,3,1
1157,0,0,18,1,901,6240,4,7,1
1158,0,0,13,1,432,3671,5,5,1
1159,0,0,3,1,476,-1,0,5,1
1160,0,0,0,1,256,-1,4,5,1
1161,0,0,0,1,617,2720,0,3,1
1162,0,0,7,1,707,6200,4,5,1
1163,0,0,5,1,452,3844,4,0,1
1164,0,0,6,1,450,3480,4,7,1
1165,0,0,7,0,192,1920,4,4,1
1166,0,0,-1,0,691,6782,4,7,1
1167,0,0,-1,0,605,4782,5,5,1
1168,0,0,0,0,129,-1,0,2,1
1169,0,0,12,1,684,6561,4,5,1
1170,0,0,12,2,559,5184,4,9,1
1171,0,0,22,1,647,4524,5,7,1
1172,0,0,22,1,469,3640,5,7,1
1173,0,0,22,1,754,6150,5,8,1
1174,0,8,22,1,443,4158,5,7,1
1175,0,0,10,1,595,4224,5,7,1
1176,0,0,11,1,490,4002,5,6,1
1177,0,0,11,1,481,3190,4,-1,1
1178,0,0,11,1,450,3080,0,3,1
1179,0,0,11,1,525,4087,4,-1,1
1180,0,0,17,1,368,2640,4,4,1
1181,0,0,17,1,145,874,0,1,1
1182,0,0,2,1,427,3432,5,4,1
1183,0,0,20,1,396,3835,4,6,1
1184,0,0,0,1,400,2812,4,5,1
1185,0,0,11,1,281,2175,5,7,1
1186,0,0,11,1,465,3552,5,7,1
1187,0,8,10,1,488,4368,5,7,1
1188,0,0,0,1,317,-1,0,3,1
1189,0,8,12,1,838,6840,5,5,1
1190,0,0,11,1,447,3441,0,3,1
1191,0,0,3,1,449,3712,4,5,1
1192,0,0,0,1,319,-1,0,3,1
1193,0,0,0,1,397,3564,5,5,1
1194,0,8,20,1,988,7476,4,6,1
1195,0,0,0,1,355,2680,4,5,1
1196,0,0,0,1,396,2990,0,3,1
1197,0,0,2,1,336,1368,4,5,1
1198,0,0,0,1,521,-1,0,2,2
1199,0,0,0,0,162,-1,0,3,1
1200,0,0,0,0,263,-1,0,1,1
1201,0,0,0,1,374,-1,0,1,1
1202,0,8,4,1,291,-1,5,9,1
1203,0,0,0,1,305,0,4,4,1
1204,0,0,0,1,572,0,0,3,1
1205,0,0,0,1,479,0,4,6,1
1206,0,0,0,1,428,1838,4,5,1
1207,0,0,16,1,434,2244,4,6,1
1208,0,0,0,1,420,-1,0,1,1
1209,0,0,15,1,263,1910,4,5,1
1210,0,0,0,1,44,-1,0,3,1
1211,0,0,3,1,112,650,0,3,1
1212,0,8,0,1,281,2288,4,4,1
1213,0,0,0,1,277,1872,4,5,1
1214,0,0,15,1,197,1430,4,5,1
1215,0,0,15,1,211,1352,4,4,1
1216,0,0,0,1,410,3900,4,5,1
1217,0,8,1,1,373,-1,4,9,1
1218,0,0,22,1,429,1976,4,7,1
1219,0,0,16,1,165,1128,4,3,1
1220,0,0,19,1,221,1789,4,6,1
1221,0,0,26,1,619,4182,5,4,1
1222,0,0,9,1,232,1664,4,3,1
1223,0,0,12,1,213,1600,5,7,1
1224,0,0,26,1,453,3672,4,5,1
1225,0,0,0,1,211,0,4,5,1
1226,0,8,0,1,353,-1,4,0,1
1227,0,0,0,1,255,0,4,6,1
1228,0,0,0,1,356,0,0,3,1
1229,0,0,2,1,140,990,0,3,1
1230,0,0,5,1,115,840,0,3,1
1231,0,0,0,1,138,0,4,5,1
1232,0,0,0,1,132,0,4,5,1
1233,0,0,2,1,360,2070,4,6,1
1234,0,0,1,1,75,0,4,3,1
1235,0,0,9,1,418,3086,4,5,1
1236,0,0,0,1,246,0,4,4,1
1237,0,0,4,1,147,1140,3,3,1
1238,0,0,16,1,170,1539,3,3,1
1239,0,0,2,1,109,1615,0,2,1
1240,0,0,5,1,202,1840,6,3,1
1241,0,0,52,1,221,1900,6,3,1
1242,0,0,6,1,77,909,0,2,1
1243,0,0,-1,1,-1,-1,0,7,-1
1244,0,0,0,1,-1,-1,0,1,0
1245,0,0,0,1,85,-1,0,3,0
1246,0,0,0,1,-1,-1,3,7,0
1247,0,0,0,1,28,-1,0,3,0
1248,0,0,0,1,246,-1,0,7,0
1249,0,0,0,1,1685,-1,0,3,0
1250,0,0,0,1,1877,-1,0,3,0
1251,0,0,0,1,975,-1,0,1,0
1252,0,0,0,1,511,-1,0,5,0
1253,0,0,23,1,360,2464,5,6,1
1254,0,0,13,1,227,1862,4,-1,1
1255,0,0,12,1,430,2940,5,5,1
1256,0,0,4,1,103,832,5,4,1
1257,0,0,16,1,224,1977,4,4,1
1258,0,0,3,1,272,1938,4,5,1
1259,0,0,15,1,167,1320,4,4,1
1260,0,0,16,1,151,1368,0,-1,1
1261,0,0,56,1,250,1120,3,3,1
1262,0,0,2,1,141,360,4,5,1
1263,0,0,16,1,112,450,4,5,1
1264,0,8,6,1,157,450,4,-1,1
1265,0,0,0,1,86,650,5,3,1
1266,0,0,4,1,96,731,5,-1,1
1267,0,0,5,1,119,836,5,6,1
1268,0,0,0,1,240,-1,0,2,1
1269,0,0,0,1,582,0,4,7,1
1270,0,8,9,1,265,2311,4,9,1
1271,0,0,22,1,387,3206,0,-1,1
1272,0,0,3,1,244,1232,4,7,1
1273,0,0,10,1,340,2450,4,7,1
1274,0,0,0,1,606,0,3,1,1
1275,0,8,20,1,380,1104,4,9,1
1276,0,0,26,1,428,3230,4,5,1
1277,0,0,0,1,36,-1,0,3,2
1278,0,0,9,1,268,2100,4,6,1
1279,0,0,17,1,140,1011,5,5,1
1280,0,0,21,1,224,1859,0,3,1
1281,0,0,0,1,68,-1,4,3,1
1282,0,0,10,1,268,2236,4,3,1
1283,0,0,16,1,136,1320,4,3,1
1284,0,0,14,1,350,744,4,5,1
1285,0,0,17,1,208,1610,5,5,1
1286,0,0,-1,1,471,1368,4,4,1
1287,0,0,0,1,252,910,4,4,1
1288,0,0,0,1,328,0,3,5,1
1289,0,0,8,1,378,2576,3,7,1
1290,0,0,14,1,416,3360,3,7,1
1291,0,0,0,1,256,2128,3,9,1
1292,0,0,9,1,384,1848,4,5,1
1293,0,0,13,1,158,1040,4,5,1
1294,0,0,13,1,340,1472,4,7,1
1295,0,0,0,1,542,0,4,9,1
1296,0,0,10,1,274,2405,4,9,1
1297,0,0,15,1,324,3000,3,5,1
1298,0,0,0,1,552,3400,5,5,1
1299,0,0,10,1,344,2678,5,7,1
1300,0,0,0,1,254,1768,4,9,1
1301,0,0,0,1,466,2580,4,7,1
1302,0,0,0,1,191,1344,4,7,1
1303,0,0,6,1,252,1760,5,5,1
1304,0,0,0,1,258,2258,4,5,1
1305,0,0,0,1,66,-1,4,3,1
1306,0,0,5,1,81,391,5,3,1
1307,0,0,14,1,275,2300,4,4,1
1308,0,0,3,1,219,1743,4,5,1
1309,0,0,0,1,576,-1,4,3,1
1310,0,0,2,1,186,570,4,3,1
1311,0,0,0,1,513,-1,4,9,1
1312,0,0,0,1,325,-1,4,5,1
1313,0,0,0,1,556,0,4,4,1
1314,0,0,5,1,475,3200,4,9,1
1315,0,0,23,1,374,3264,4,7,1
1316,0,0,3,1,420,-1,4,9,1
1317,0,0,0,1,187,-1,0,3,1
1318,0,0,2,1,50,322,0,3,1
1319,0,0,5,1,313,2500,4,5,1
1320,0,0,0,1,52,-1,4,-1,1
1321,0,0,16,1,490,2304,4,5,1
1322,0,0,5,1,255,1078,5,3,1
1323,0,0,4,1,261,-1,0,3,1
1324,0,8,0,1,270,-1,4,9,1
1325,0,0,0,1,187,-1,0,-1,1
1326,0,0,0,1,216,-1,0,3,1
1327,0,8,6,1,250,-1,5,9,1
