"SSN","stoneQuant","stoneDist","stoneCut","lajas","tepetate","adobe","xalnene","cascajo","concrete","plasterPaint","plasterUnpaint","burntClay","almena","burnedStruct","floors","walls","drains","wallFixtures","murals","columns","taludes","tableros","floorMaterial","wallCoreStone","wallCoreOthMat","wallFacing","wells","jagueys","puestos","freeStandWall"
1260,9,1,0,2,2,0,0,4,3,3,3,0,0,0,0,4,0,0,0,0,0,0,-1,3,-1,1,0,0,0,0
1261,3,1,0,2,2,0,0,4,3,0,3,0,0,0,0,0,0,0,0,0,3,0,-1,-1,-1,1,0,0,0,0
1262,5,1,0,2,5,0,0,2,3,0,3,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
1263,7,1,0,4,2,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,-1,-1,-1,0,0,0,0
1264,7,1,0,2,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
1265,7,1,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
1266,5,1,0,2,0,0,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
1267,7,1,0,4,2,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
1268,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
1269,2,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
1270,7,1,0,4,4,0,0,5,3,3,3,0,2,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
1271,9,4,0,4,2,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
1272,4,1,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
1273,9,1,0,5,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
1274,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
1275,-1,-1,0,-1,2,-1,-1,-1,3,3,3,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
1276,9,4,0,5,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
1277,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
1278,9,1,0,4,5,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
1279,9,1,0,4,4,0,0,4,3,0,0,3,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
1280,9,1,0,4,4,0,0,5,3,0,3,3,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
1281,7,1,0,4,2,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
1282,6,1,0,4,2,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
1283,9,1,0,4,5,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
1284,9,4,0,5,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
1285,7,1,0,5,5,0,0,5,3,3,3,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
1286,6,-1,0,4,2,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
1287,5,1,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
1288,3,-1,0,2,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
1289,7,1,0,4,4,0,0,5,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,-1,-1,-1,0,0,0,0
1290,7,1,0,4,4,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
1291,3,1,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
1292,7,1,0,4,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
1293,9,1,0,4,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
1294,9,1,0,5,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
1295,5,1,0,4,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
1296,7,1,0,4,5,0,0,5,3,3,3,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
1297,6,4,0,5,2,0,0,5,3,0,3,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
1298,7,-1,0,4,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
1299,7,1,0,5,2,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
1300,4,4,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
1301,7,1,0,2,0,0,0,5,3,0,3,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
1302,5,1,0,2,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
1303,7,1,0,4,4,0,0,5,3,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
1304,4,4,0,2,2,0,0,2,3,0,3,0,0,0,0,3,0,0,0,0,0,0,-1,3,-1,1,0,0,0,0
1305,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
1306,7,1,0,4,5,0,0,5,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,-1,-1,1,0,0,0,0
1307,7,1,0,5,5,3,3,5,3,0,3,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
1308,5,4,0,4,2,0,0,5,3,3,3,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
1309,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
1310,-1,-1,0,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0
1311,4,1,0,4,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
1312,3,1,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
1313,3,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
1314,4,1,0,2,5,0,0,5,3,0,3,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
1315,8,4,0,5,4,0,0,4,3,0,0,0,0,0,4,0,0,0,0,0,0,0,3,-1,-1,-1,0,0,0,0
1316,3,1,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
1317,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
1318,6,4,0,4,4,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
1319,7,4,0,5,4,0,0,5,3,0,3,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
1320,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
1321,7,1,0,4,5,0,0,5,3,0,3,0,0,0,3,4,0,0,0,0,0,0,3,-1,1,1,0,0,0,0
1322,5,3,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
1323,5,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
1324,3,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
1325,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
1326,3,4,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
1327,4,3,0,2,2,0,0,2,3,0,3,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
1328,7,1,0,4,4,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
1329,7,1,0,2,2,0,0,4,3,0,3,0,2,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
1330,5,1,0,2,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
1331,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
1332,7,1,0,4,4,0,0,4,3,0,3,0,0,0,4,4,0,0,0,0,0,0,3,3,-1,1,0,0,0,0
1333,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
1334,6,1,0,-1,6,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
1335,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
1336,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
1337,7,1,0,5,4,0,0,5,3,0,3,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
1338,3,1,0,2,2,0,0,2,3,0,3,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
1339,7,-1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
1340,7,1,0,2,2,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
1341,7,1,0,2,0,0,0,5,3,0,3,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
1342,7,1,0,2,4,0,0,5,3,0,3,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
1343,7,1,0,4,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
1344,7,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
1345,-1,-1,0,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,0,0,0
1346,7,1,0,5,5,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,3,3,-1,-1,-1,-1,0,0,0,0
1347,5,1,0,4,6,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,-1,-1,-1,-1,0,0,0,0
1348,7,1,0,4,5,0,0,4,3,0,3,0,0,0,3,0,0,0,0,0,3,0,3,-1,-1,-1,0,0,0,0
1349,5,1,0,4,5,0,0,4,1,0,0,0,0,0,4,4,0,0,0,0,0,0,3,-1,-1,1,0,0,0,0
1350,2,1,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,-1,-1,-1,0,0,0,0
1351,5,1,0,4,6,0,0,1,0,0,0,3,0,0,0,3,0,0,0,0,0,0,-1,-1,-1,1,0,0,0,0
1352,7,1,0,4,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,9
1353,5,1,0,2,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,9
1354,3,1,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,9
1355,5,1,0,2,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
1356,5,1,0,3,6,0,0,0,3,3,3,0,0,0,3,3,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
1357,7,1,0,3,3,0,0,3,3,0,3,0,0,0,5,5,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
1358,7,2,0,2,5,0,0,0,3,0,3,0,0,0,3,3,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
1359,6,1,0,3,6,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,-1,-1,1,-1,0,0,0,0
1360,7,1,0,5,5,0,0,5,3,0,3,0,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
1361,5,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,9
1362,5,1,0,2,5,0,0,5,3,0,3,0,0,0,4,0,0,0,0,0,0,0,3,-1,-1,-1,0,0,0,0
1363,6,1,0,4,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
1364,5,1,0,2,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
1365,7,1,0,3,3,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
1366,7,1,0,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
1367,6,3,0,3,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
1368,-1,-1,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
1369,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
1370,6,1,0,3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
1371,4,-1,0,2,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
1372,7,3,0,3,3,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,9
1373,7,3,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,9
1374,5,1,0,2,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,9,0,0
1375,3,1,0,2,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
1376,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
1377,3,1,0,4,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
1378,5,1,0,4,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
1379,3,1,0,2,2,3,0,2,0,0,0,0,1,0,3,0,0,0,0,0,0,0,1,-1,-1,-1,0,0,0,0
1380,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,0
1381,4,1,0,2,2,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,8
1382,3,1,0,2,5,0,0,2,0,0,0,0,0,0,3,4,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,8
1383,3,1,0,2,5,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,8
1384,3,1,0,2,2,0,0,2,3,0,3,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,9
1385,9,1,0,4,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
1386,3,1,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
1387,7,1,0,4,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
1388,5,1,0,4,5,0,0,5,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,-1,1,0,0,0,9
1389,6,1,0,4,5,0,0,5,3,3,0,0,0,0,3,0,0,0,0,0,0,0,3,-1,-1,-1,0,0,0,9
1390,7,1,0,4,5,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
1391,6,1,0,2,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
1392,7,1,0,4,5,0,0,5,3,0,3,0,3,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
1393,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
1394,2,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,9
1395,5,1,0,2,2,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,-1,-1,-1,0,0,0,9
1396,4,1,0,2,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,9
1397,7,1,0,5,5,0,0,5,3,3,3,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
1398,7,1,0,5,5,0,0,5,3,0,3,0,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,9
1399,3,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,9
1400,2,1,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
1401,5,1,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
1402,6,-1,0,2,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
1403,3,3,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,9
1404,3,1,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,9
1405,7,1,0,4,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,-1,-1,1,-1,0,0,0,8
1406,7,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,8
1407,6,1,0,2,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,8
1408,4,1,0,2,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,9
1409,5,1,0,4,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,9
1410,5,1,0,4,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,9
1411,5,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
1412,5,1,0,2,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
1413,3,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,9
1414,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,9
1415,3,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
1416,3,1,0,2,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
1417,4,3,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
1418,3,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,9
1419,3,1,0,2,2,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
1420,5,3,0,2,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
1421,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1422,7,1,0,5,5,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
1423,7,1,0,4,5,0,0,5,3,0,2,3,0,1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
1424,7,1,0,4,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
1425,5,1,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
1426,3,-1,0,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
1427,5,1,0,4,4,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
1428,3,1,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
1429,5,1,0,4,5,0,0,4,3,0,2,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
1430,5,1,0,4,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
1431,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
1432,4,1,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
1433,5,1,0,4,5,0,0,5,3,0,3,0,0,0,4,0,0,0,0,0,0,0,3,-1,-1,-1,0,0,0,0
1434,3,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
1435,3,1,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
1436,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
1437,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
1438,7,1,0,4,4,0,0,5,3,3,3,3,0,0,4,0,0,0,0,0,0,0,3,0,-1,-1,0,0,0,0
1439,-1,3,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
1440,5,3,0,2,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
1441,7,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
1442,7,1,0,4,5,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
1443,5,1,0,2,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
1444,5,-1,0,-1,4,-1,-1,-1,3,0,3,0,2,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
1445,7,1,0,2,2,0,0,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0
1446,7,1,0,5,4,0,0,5,3,3,3,0,0,0,4,0,3,0,0,0,0,0,3,-1,-1,-1,0,0,0,0
1447,3,1,0,2,0,0,0,2,0,0,0,3,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
1448,7,1,0,4,4,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
1449,5,1,0,4,2,0,0,2,3,0,3,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
1450,7,1,0,5,5,0,0,5,-1,-1,-1,0,0,0,3,0,0,0,0,0,0,0,3,-1,-1,-1,0,0,0,0
1451,5,1,0,2,2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
1452,4,1,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
1453,5,1,0,4,4,0,0,4,3,0,3,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
1454,7,1,0,4,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
1455,3,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
1456,5,1,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
1457,3,2,0,2,4,0,0,4,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0
1458,3,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
1459,5,1,0,2,0,0,0,5,3,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,-1,-1,0,0,0,0
1460,5,1,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0
1461,7,1,0,5,5,0,0,5,3,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,-1,-1,0,0,0,8
1462,7,1,0,4,5,0,0,5,0,0,0,0,0,0,5,3,0,0,0,0,0,0,3,0,-1,-1,0,0,0,8
1463,4,1,0,2,5,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,-1,0,1,0,0,0,0,8
