"SSN","collectionYear","collectionQuarter","analysisYear","analysisQuarter"
1354,67,1,67,1
1355,67,1,67,1
1356,64,3,67,2
1357,64,3,67,2
1358,64,3,67,2
1359,64,3,67,2
1360,67,1,67,1
1361,67,1,67,1
1362,67,1,67,1
1363,67,1,67,1
1364,67,1,67,1
1365,64,4,64,4
1366,64,4,64,4
1367,64,4,64,4
1368,64,4,-1,-1
1369,64,4,-1,-1
1370,64,4,64,4
1371,64,4,64,4
1372,64,4,64,4
1373,64,4,64,4
1374,64,4,67,2
1375,64,4,64,4
1376,67,1,67,1
1377,67,1,67,1
1378,67,1,67,1
1379,67,1,67,1
1380,67,1,67,1
1381,67,1,67,1
1382,67,1,67,1
1383,67,1,67,1
1384,67,1,67,1
1385,67,1,67,1
1386,67,1,67,1
1387,67,1,67,1
1388,67,1,67,1
1389,67,1,67,1
1390,67,1,67,1
1391,67,1,67,1
1392,67,1,67,1
1393,67,1,67,1
1394,67,1,67,1
1395,67,1,67,1
1396,67,1,67,1
1397,67,1,67,1
1398,67,1,67,1
1399,67,1,67,1
1400,67,1,67,1
1401,67,1,67,1
1402,67,1,67,1
1403,67,1,67,1
1404,67,1,67,1
1405,67,1,67,1
1406,67,1,67,1
1407,67,1,67,1
1408,67,1,67,1
1409,67,1,67,1
1410,67,1,67,1
1411,67,1,67,1
1412,67,1,67,1
1413,67,1,67,1
1414,67,1,67,1
1415,67,1,67,1
1416,67,1,67,1
1417,67,1,67,1
1418,67,1,67,1
1419,67,1,67,1
1420,67,1,67,1
1421,67,1,67,1
1422,67,1,67,1
1423,67,1,67,1
1424,67,1,67,1
1425,67,1,67,1
1426,67,1,67,1
1427,67,1,67,1
1428,67,1,67,1
1429,67,1,67,1
1430,67,1,67,1
1431,67,1,67,1
1432,67,1,67,1
1433,67,1,67,1
1434,67,3,67,3
1435,67,1,67,1
1436,67,1,67,1
1437,67,1,67,1
1438,66,1,66,1
1439,66,1,66,1
1440,66,1,66,1
1441,66,1,66,1
1442,66,1,66,1
1443,66,1,66,1
1444,66,1,66,1
1445,66,1,66,1
1446,66,1,66,1
1447,66,1,66,1
1448,66,1,66,1
1449,66,1,66,1
1450,66,1,66,1
1451,66,1,66,1
1452,66,1,66,1
1453,66,1,66,1
1454,66,1,66,1
1455,66,1,66,1
1456,66,1,66,1
1457,66,1,66,1
1458,66,1,66,1
1459,66,1,66,1
1460,66,1,66,1
1461,67,1,67,1
1462,67,1,67,1
1463,67,1,67,1
1464,67,1,67,1
1465,67,1,67,1
1466,67,1,67,1
1467,67,1,67,1
1468,67,1,67,1
1469,66,1,66,1
1470,67,1,67,1
1471,67,1,67,1
1472,67,1,67,1
1473,67,1,67,1
1474,67,1,67,1
1475,67,1,67,1
1476,67,1,67,1
1477,67,1,67,1
1478,67,1,67,1
1479,67,1,67,1
1480,67,1,67,1
1481,67,1,67,1
1482,67,1,67,1
1483,67,1,67,1
1484,67,1,67,1
1485,67,1,67,1
1486,67,1,67,1
1487,67,1,67,1
1488,67,1,67,1
1489,67,1,67,1
1490,67,1,67,1
1491,67,1,67,1
1492,67,1,67,1
1493,67,1,67,1
1494,67,1,67,1
1495,67,1,67,1
1496,67,1,67,1
1497,67,1,67,1
1498,67,1,67,1
1499,67,1,67,1
1500,67,1,67,1
1501,67,1,67,1
1502,67,1,67,1
1503,67,1,67,1
1504,67,1,67,1
1505,67,1,67,1
1506,67,1,67,1
1507,67,1,67,1
1508,67,1,67,1
1509,67,1,67,1
1510,67,1,67,1
1511,67,1,67,1
1512,67,1,67,1
1513,67,1,67,1
1514,67,1,67,1
1515,67,1,67,1
1516,67,1,67,1
1517,67,1,67,1
1518,67,1,67,1
1519,67,1,67,1
1520,67,1,67,1
1521,67,1,67,1
1522,67,1,67,1
1523,-1,-1,-1,-1
1524,65,1,65,1
1525,65,1,65,1
1526,65,1,65,1
1527,65,1,65,1
1528,65,1,65,1
1529,65,1,65,1
1530,65,1,65,1
1531,64,1,69,2
1532,64,1,69,2
1533,64,1,69,2
1534,65,1,65,1
1535,65,1,69,2
1536,65,1,69,2
1537,65,1,65,1
1538,65,1,65,1
1539,65,1,65,1
1540,65,1,65,1
1541,65,1,65,1
1542,65,1,65,1
1543,65,1,65,1
1544,65,1,65,1
1545,65,1,65,1
1546,65,1,65,1
1547,65,1,65,1
1548,65,1,65,1
1549,65,1,65,1
1550,65,1,65,1
1551,65,1,65,1
1552,65,1,65,1
1553,67,1,65,1
1554,65,1,65,1
1555,65,1,65,1
1556,65,1,65,1
1557,65,1,65,1
1558,65,1,65,1
1559,65,1,65,1
1560,65,1,65,1
1561,65,3,65,3
1562,65,3,65,3
1563,67,4,67,4
1564,65,3,65,3
1565,65,3,65,3
1566,65,3,65,3
1567,67,4,67,4
1568,65,3,65,3
1569,65,3,65,3
1570,65,3,65,3
1571,65,3,65,3
1572,65,3,65,3
1573,65,3,65,3
1574,65,3,65,3
1575,65,3,65,3
1576,65,3,-1,-1
1577,65,3,-1,-1
1578,65,-1,-1,-1
1579,65,3,-1,-1
1580,65,3,65,3
1581,67,4,67,4
1582,67,4,67,4
1583,67,4,67,4
1584,67,4,67,4
1585,67,4,67,4
1586,67,4,67,4
1587,67,4,67,4
1588,67,4,67,4
1589,67,4,67,4
1590,67,4,67,4
1591,67,4,67,4
1592,67,4,67,4
1593,67,4,67,4
1594,67,4,67,4
1595,67,4,67,4
1596,67,4,67,4
1597,67,4,67,4
1598,-1,-1,-1,-1
1599,-1,-1,-1,-1
1600,-1,-1,-1,-1
1601,63,4,67,3
1602,63,4,67,3
1603,63,4,70,1
1604,63,4,70,1
1605,63,4,67,2
1606,64,1,67,2
1607,67,1,67,1
1608,67,1,67,1
1609,67,1,67,1
1610,67,1,67,1
1611,67,1,67,1
1612,67,1,67,1
1613,67,1,67,1
1614,67,1,67,1
1615,67,1,67,1
1616,65,1,65,1
1617,67,1,67,1
1618,67,1,67,1
1619,67,1,67,1
1620,67,1,67,1
1621,67,1,67,1
1622,67,1,67,1
1623,67,1,67,1
1624,67,1,67,1
1625,67,1,67,1
1626,67,1,67,1
1627,67,1,67,1
1628,67,1,67,1
1629,67,1,67,1
1630,67,1,67,1
1631,67,1,67,1
1632,67,1,67,1
1633,67,4,67,4
1634,67,4,67,4
1635,67,4,67,4
1636,67,4,67,1
1637,67,4,67,4
1638,67,4,67,4
1639,67,4,67,4
1640,67,4,67,4
1641,67,4,67,4
1642,67,4,67,4
1643,67,4,67,4
1644,67,4,67,4
1645,67,4,67,4
1646,67,4,67,4
1647,67,4,67,4
1648,67,4,67,4
1649,67,4,67,4
1650,67,4,67,4
1651,67,4,67,4
1652,67,4,67,4
1653,67,4,67,4
1654,67,4,67,4
1655,67,4,67,4
1656,67,4,-1,-1
1657,67,4,67,4
1658,67,4,67,4
1659,67,4,67,4
1660,67,4,-1,-1
1661,67,4,67,4
1662,67,4,67,4
1663,67,4,67,4
1664,67,4,-1,-1
1665,67,4,67,4
1666,67,4,67,4
1667,67,4,67,4
1668,67,4,67,4
1669,67,4,67,4
1670,63,4,67,2
1671,63,4,67,2
1672,63,4,67,2
1673,64,1,67,2
1674,64,1,67,2
1675,64,1,67,2
1676,64,1,67,2
1677,64,1,67,2
1678,64,1,67,2
1679,64,1,-1,-1
1680,63,4,67,2
1681,64,1,67,2
1682,63,4,67,2
1683,63,4,67,2
1684,63,4,67,2
1685,63,4,67,2
1686,63,4,67,2
1687,63,4,67,2
1688,63,4,67,2
1689,63,4,67,2
1690,63,4,67,2
1691,63,4,67,4
1692,63,4,67,2
1693,63,4,-1,-1
1694,63,4,-1,-1
1695,64,1,-1,-1
1696,63,4,-1,-1
1697,63,4,67,2
1698,64,1,-1,-1
1699,64,1,-1,-1
1700,64,1,67,2
1701,64,1,67,2
1702,64,1,67,2
1703,64,1,67,2
1704,64,1,67,2
1705,64,2,67,2
1706,64,2,67,2
1707,64,1,67,2
1708,64,1,67,2
1709,64,1,67,2
1710,64,1,67,2
1711,64,1,67,2
1712,64,1,67,2
1713,64,1,67,2
1714,64,1,67,2
1715,64,1,-1,-1
1716,64,1,-1,-1
1717,64,1,-1,-1
1718,64,1,-1,-1
1719,64,1,67,2
1720,64,3,67,2
1721,64,3,67,2
1722,64,3,67,2
1723,64,3,67,2
1724,64,3,67,2
1725,64,3,-1,-1
1726,66,1,66,1
1727,66,1,66,1
1728,66,1,66,1
1729,66,1,66,1
1730,62,4,69,3
1731,62,4,69,3
1732,62,3,69,3
1733,62,3,71,4
1734,62,3,70,2
1735,62,3,70,2
1736,66,1,66,1
1737,66,1,66,1
1738,62,3,71,4
1739,62,3,68,2
1740,64,4,67,1
1741,64,4,67,1
1742,62,3,69,3
1743,64,4,67,1
1744,62,3,69,3
1745,62,3,69,3
1746,66,1,66,1
1747,62,3,70,2
1748,62,3,69,3
1749,62,3,68,2
1750,62,3,68,2
1751,62,3,69,3
1752,62,3,69,3
1753,62,3,69,3
1754,62,3,69,3
1755,62,3,69,3
1756,62,3,62,3
1757,62,3,70,3
1758,62,3,69,3
1759,62,3,68,2
1760,62,3,68,2
1761,66,1,66,1
1762,66,1,66,1
1763,66,1,66,1
1764,66,1,66,1
1765,66,1,66,1
1766,66,1,66,1
1767,64,4,64,4
1768,64,4,64,4
1769,64,4,64,4
1770,64,4,64,4
1771,64,4,64,4
1772,64,4,64,4
1773,64,4,64,4
1774,64,4,64,4
1775,64,4,64,4
1776,64,4,64,4
1777,64,4,64,4
1778,64,4,64,4
1779,64,4,64,4
1780,64,4,64,4
1781,64,4,64,4
1782,64,4,64,4
1783,64,4,64,4
1784,64,4,68,1
1785,66,1,66,1
1786,66,1,66,1
1787,66,1,66,1
1788,66,1,66,1
1789,66,1,66,1
1790,66,1,66,1
1791,66,1,66,1
1792,66,1,66,1
1793,66,1,66,1
1794,66,1,66,1
1795,66,1,66,1
1796,66,1,66,1
1797,66,1,66,1
1798,66,1,66,1
1799,66,1,66,1
1800,62,3,71,4
1801,66,1,66,1
1802,66,1,66,1
1803,66,1,66,1
1804,66,1,66,1
1805,64,4,64,4
1806,66,1,66,1
1807,66,1,66,1
1808,62,3,68,2
1809,64,3,67,3
1810,64,3,67,3
1811,64,3,67,3
1812,64,3,67,3
1813,64,3,67,3
1814,64,3,67,3
1815,64,3,67,3
1816,64,3,67,3
1817,64,3,67,3
1818,64,3,67,3
1819,64,4,64,4
1820,64,4,64,4
1821,64,4,64,4
1822,64,4,64,4
1823,64,4,64,4
1824,64,4,64,4
1825,64,3,67,3
1826,64,4,64,4
1827,64,4,64,4
1828,64,4,64,4
1829,64,4,64,4
1830,64,4,64,4
1831,64,4,64,4
1832,64,4,64,4
1833,64,4,64,4
1834,64,4,64,4
1835,64,4,64,4
1836,64,4,64,4
1837,64,4,64,4
1838,64,4,64,4
1839,64,4,64,4
1840,65,1,65,1
1841,63,4,-1,-1
1842,65,4,-1,-1
1843,65,4,65,4
1844,65,4,-1,-1
1845,-1,-1,-1,-1
1846,64,3,67,3
1847,64,3,67,3
1848,64,3,67,3
1849,64,3,67,3
1850,64,3,67,3
1851,64,3,67,3
1852,64,3,67,3
1853,64,3,67,3
1854,64,3,-1,-1
1855,64,3,67,3
1856,64,3,67,3
1857,64,3,67,3
1858,64,3,67,3
1859,64,3,67,3
1860,64,3,67,3
1861,64,3,67,3
1862,64,3,-1,-1
1863,64,3,67,3
1864,64,3,67,3
1865,64,3,67,3
1866,64,4,64,4
1867,64,4,64,4
1868,64,4,64,4
1869,64,4,64,4
1870,64,4,-1,-1
1871,64,4,64,4
1872,64,4,64,4
1873,64,3,67,3
1874,64,4,64,4
1875,64,4,-1,-1
1876,65,4,-1,-1
1877,-1,-1,-1,-1
1878,65,3,-1,-1
1879,-1,-1,-1,-1
1880,65,3,65,3
1881,65,4,-1,-1
1882,68,2,-1,-1
1883,65,3,-1,-1
1884,65,3,65,3
1885,65,3,65,3
1886,65,3,65,3
1887,65,3,65,3
1888,66,4,66,4
1889,66,4,66,4
1890,64,3,67,2
1891,64,3,67,2
1892,64,3,67,1
1893,64,3,67,2
1894,64,3,67,2
1895,64,3,64,3
1896,64,3,67,2
1897,64,3,67,2
1898,64,3,67,1
1899,64,3,67,2
1900,64,3,66,1
1901,64,3,67,1
1902,65,3,65,3
1903,65,3,65,3
1904,65,3,65,3
1905,65,3,65,3
1906,65,3,65,3
1907,65,3,65,3
1908,65,3,65,3
1909,65,3,-1,-1
1910,65,3,-1,-1
1911,65,3,65,3
1912,65,3,65,3
1913,65,3,65,3
1914,65,3,65,3
1915,65,3,65,3
1916,65,3,65,3
1917,65,3,65,3
1918,65,3,65,3
1919,65,3,65,3
1920,65,3,65,3
1921,65,3,65,3
1922,64,3,64,3
1923,65,3,65,3
1924,65,3,65,3
1925,64,3,66,4
1926,64,3,67,1
1927,64,3,67,1
1928,64,3,67,1
1929,64,3,67,1
1930,64,3,67,1
1931,64,3,67,1
1932,64,3,67,1
1933,64,3,67,1
1934,64,3,67,1
1935,64,3,67,1
1936,66,1,66,1
1937,67,1,67,1
1938,67,1,67,1
1939,67,1,67,1
1940,65,3,65,3
1941,65,3,65,3
1942,65,3,65,3
1943,65,3,65,3
1944,65,3,65,3
1945,65,3,65,3
1946,65,3,65,3
1947,65,3,-1,-1
1948,65,3,-1,-1
1949,65,3,65,3
1950,65,3,65,3
1951,65,3,65,3
1952,65,3,65,3
1953,65,3,65,3
1954,65,3,65,3
1955,65,3,65,3
1956,65,3,65,3
1957,65,1,-1,-1
1958,65,3,65,3
1959,65,3,65,3
1960,65,3,65,3
1961,65,3,65,3
1962,65,3,65,3
1963,65,3,65,3
1964,65,3,65,3
1965,65,3,65,3
1966,66,3,-1,-1
1967,65,3,65,3
1968,65,3,-1,-1
1969,65,3,65,3
1970,65,3,65,3
1971,65,3,65,3
1972,65,3,65,3
1973,65,3,65,3
1974,65,3,-1,-1
1975,65,3,65,3
1976,65,3,65,3
1977,65,3,65,3
1978,65,3,65,3
1979,65,3,65,3
1980,65,3,65,3
1981,65,3,65,3
1982,65,3,65,3
1983,65,3,65,3
1984,65,3,65,3
1985,65,3,-1,-1
1986,65,3,65,3
1987,65,3,65,3
1988,65,3,65,3
1989,65,3,65,3
1990,65,3,65,3
1991,65,3,65,3
1992,65,3,65,3
1993,65,3,65,3
1994,65,3,65,3
1995,65,3,65,3
1996,65,3,65,3
1997,65,3,65,3
1998,65,3,65,3
1999,65,3,65,3
2000,65,3,65,3
2001,65,3,65,3
2002,65,3,65,3
2003,65,3,65,3
2004,65,3,-1,-1
2005,65,3,-1,-1
2006,65,3,-1,-1
2007,65,3,-1,-1
2008,65,3,65,3
2009,65,3,65,3
2010,65,3,65,3
2011,65,3,65,3
2012,-1,-1,-1,-1
2013,65,3,-1,-1
2014,65,3,-1,-1
2015,64,3,67,2
2016,64,3,67,2
2017,65,3,67,2
2018,64,3,67,2
2019,65,3,67,1
2020,65,3,65,3
2021,65,3,65,3
2022,64,3,67,2
2023,64,3,67,2
2024,64,3,67,2
2025,64,3,67,2
2026,64,3,67,2
2027,64,3,67,2
2028,64,3,67,2
2029,64,3,67,2
2030,64,3,67,2
2031,64,3,67,2
2032,64,3,67,2
2033,64,3,67,2
2034,65,1,67,2
2035,64,1,67,2
2036,65,1,67,2
2037,65,1,67,2
2038,65,1,67,2
2039,65,1,67,2
2040,65,1,67,2
2041,65,1,65,3
2042,-1,-1,-1,-1
2043,-1,-1,-1,-1
2044,65,1,65,3
2045,65,1,65,3
2046,65,1,65,3
2047,65,1,65,3
2048,65,1,65,3
2049,65,1,65,3
2050,65,3,65,3
2051,65,3,65,3
2052,65,3,65,3
2053,65,3,65,3
2054,65,3,65,3
2055,65,3,65,3
2056,65,3,65,3
2057,65,3,65,3
2058,65,3,65,3
2059,65,3,65,3
2060,65,3,65,3
2061,65,3,65,3
2062,65,3,65,3
2063,65,3,65,3
2064,65,3,65,3
2065,65,3,65,3
2066,65,3,65,3
2067,65,3,65,3
2068,65,3,65,3
2069,65,3,-1,-1
2070,65,3,65,3
2071,65,3,65,3
2072,65,3,65,3
2073,65,3,65,3
2074,65,3,65,3
2075,65,3,65,3
2076,65,3,65,3
2077,65,3,65,3
2078,65,3,65,3
2079,65,3,65,3
2080,65,3,65,3
2081,65,3,65,3
2082,65,3,65,3
2083,65,3,65,3
2084,65,3,65,3
2085,65,3,65,3
2086,65,3,65,3
2087,65,3,65,3
2088,65,3,65,3
2089,65,3,-1,-1
2090,65,3,65,3
2091,65,3,65,3
2092,65,3,65,3
2093,65,3,65,3
2094,65,3,65,3
2095,65,3,65,3
2096,65,3,65,3
2097,65,3,65,3
2098,65,3,65,3
2099,65,3,65,3
2100,65,3,65,3
2101,65,3,65,3
2102,65,3,65,3
2103,65,3,65,3
2104,65,3,65,3
2105,65,3,65,3
2106,65,3,65,3
2107,65,3,65,3
2108,64,3,67,2
2109,64,3,64,3
2110,64,3,64,3
2111,64,3,67,2
2112,64,3,67,2
2113,64,3,67,2
2114,64,3,67,2
2115,65,3,65,3
2116,65,3,65,3
2117,65,3,65,3
2118,-1,-1,-1,-1
2119,65,3,-1,-1
2120,65,3,65,3
2121,65,3,65,3
2122,65,3,65,3
2123,65,3,65,3
2124,65,3,-1,-1
2125,65,3,65,3
2126,65,3,-1,-1
2127,65,3,-1,-1
2128,65,3,65,3
2129,65,3,-1,-1
2130,65,4,-1,-1
2131,65,3,65,3
2132,65,3,65,3
2133,65,3,65,3
2134,65,3,65,3
2135,65,3,65,3
2136,65,3,65,3
2137,65,3,65,3
2138,65,3,65,3
2139,65,3,65,3
2140,65,3,65,3
2141,65,3,65,3
2142,65,3,65,3
2143,65,3,65,3
2144,65,3,65,3
2145,65,3,65,3
2146,65,3,65,3
2147,65,3,65,3
2148,65,3,65,3
2149,65,3,65,3
2150,65,3,-1,-1
2151,65,3,65,3
2152,65,3,65,3
2153,65,3,65,3
2154,65,3,65,3
2155,65,3,65,3
2156,65,3,65,3
2157,65,3,-1,-1
2158,65,3,65,3
2159,65,3,65,3
2160,65,3,65,3
2161,65,3,65,3
2162,65,3,65,3
2163,65,3,65,3
2164,65,3,65,3
2165,65,3,-1,-1
2166,65,3,65,3
2167,65,3,65,3
2168,65,3,65,3
2169,65,3,65,3
2170,65,3,65,3
2171,65,3,65,3
2172,65,3,65,3
2173,65,3,65,3
2174,65,3,65,3
2175,65,3,65,3
2176,64,3,67,2
2177,64,3,67,2
2178,64,3,67,2
2179,64,3,67,2
2180,64,3,67,2
2181,64,3,67,2
2182,64,3,67,2
2183,64,3,67,2
2184,64,3,67,2
2185,64,4,67,2
2186,64,3,67,2
2187,64,3,67,2
2188,64,3,-1,-1
2189,64,3,-1,-1
2190,64,3,67,2
2191,64,3,67,2
2192,64,3,67,2
2193,65,3,65,3
2194,65,3,65,3
2195,65,3,65,3
2196,65,3,65,3
2197,66,2,-1,-1
2198,65,3,65,3
2199,65,3,65,3
2200,65,3,65,3
2201,65,3,-1,-1
2202,65,3,65,3
2203,65,3,65,3
2204,65,3,65,3
2205,65,3,65,3
2206,65,3,65,3
2207,65,3,65,3
2208,65,3,65,3
2209,65,3,65,3
2210,65,3,65,3
2211,65,3,65,3
2212,65,3,65,3
2213,65,3,65,3
2214,65,3,65,3
2215,65,3,65,3
2216,65,3,65,3
2217,65,3,65,3
2218,65,3,65,3
2219,65,3,65,3
2220,65,3,65,3
2221,65,3,65,3
2222,65,3,65,3
2223,65,3,65,3
2224,65,3,65,3
2225,65,3,65,3
2226,65,3,65,3
2227,65,3,65,3
2228,65,3,65,3
2229,65,3,65,3
2230,65,3,-1,-1
2231,65,3,65,3
2232,65,3,-1,-1
2233,65,3,-1,-1
2234,65,3,65,3
2235,65,3,65,3
2236,65,3,65,3
2237,65,3,65,3
2238,65,3,-1,-1
2239,65,4,-1,-1
2240,66,2,-1,-1
2241,65,4,-1,-1
2242,65,4,-1,-1
2243,65,4,-1,-1
2244,67,1,67,1
2245,67,1,67,1
2246,64,3,66,4
2247,64,3,66,4
2248,64,3,66,4
2249,64,3,66,4
2250,64,3,66,4
2251,64,3,66,4
2252,64,3,66,4
2253,64,3,66,4
2254,64,3,66,4
2255,64,3,66,4
2256,64,3,66,4
2257,64,3,66,4
2258,64,4,67,2
2259,64,4,67,2
2260,64,4,67,2
2261,65,1,67,2
2262,-1,-1,-1,-1
2263,64,4,67,2
2264,64,3,66,4
2265,65,1,67,2
2266,64,3,66,4
2267,64,3,66,4
2268,64,3,66,4
2269,64,3,66,4
2270,64,3,66,4
2271,64,3,66,4
2272,64,3,66,4
2273,64,3,66,4
2274,64,3,66,4
2275,64,3,66,4
2276,64,3,66,4
2277,64,3,66,4
2278,64,3,66,4
2279,64,3,66,4
2280,64,3,66,4
2281,64,3,66,4
2282,65,1,67,3
2283,64,3,66,4
2284,64,3,66,4
2285,64,3,66,4
2286,64,3,66,4
2287,62,3,71,4
2288,62,3,68,1
2289,62,3,62,3
2290,62,3,68,1
2291,66,1,66,1
2292,66,1,66,1
2293,62,3,68,1
2294,62,3,68,1
2295,62,3,68,1
2296,62,3,68,1
2297,62,3,68,1
2298,62,3,68,1
2299,62,3,68,1
2300,62,3,68,1
2301,62,3,68,1
2302,62,3,68,1
2303,62,3,68,1
2304,62,3,68,1
2305,62,3,68,2
2306,62,3,68,1
2307,62,3,68,1
2308,62,3,68,2
2309,62,3,62,3
2310,62,3,71,4
2311,62,3,71,4
2312,62,3,71,4
2313,62,3,71,4
2314,62,4,71,4
2315,62,3,62,3
2316,62,3,68,2
2317,62,3,68,2
2318,62,3,68,2
2319,62,3,68,2
2320,62,3,68,2
2321,66,1,66,1
2322,66,1,66,1
2323,66,1,66,1
2324,66,1,66,1
2325,66,1,66,1
2326,66,1,66,1
2327,67,4,67,4
2328,66,4,67,4
2329,66,1,66,1
2330,66,1,66,1
2331,66,1,66,1
2332,66,1,66,1
2333,66,1,66,1
2334,66,1,66,1
2335,66,2,66,2
2336,66,2,66,2
2337,66,2,66,2
2338,66,2,66,2
2339,66,1,66,1
2340,65,4,65,4
2341,65,4,-1,-1
2342,64,3,67,2
2343,64,3,67,2
2344,64,4,64,4
2345,64,4,64,4
2346,64,4,64,4
2347,65,3,65,3
2348,65,3,65,3
2349,65,3,65,3
2350,65,4,65,4
2351,65,4,65,4
2352,65,4,65,4
2353,65,4,65,4
2354,65,4,65,4
2355,65,4,-1,-1
2356,65,4,65,4
2357,65,4,65,4
2358,65,4,65,4
2359,65,4,65,4
2360,65,4,65,4
2361,65,4,65,4
2362,65,4,65,4
2363,65,4,65,4
2364,65,4,65,4
2365,65,4,65,4
2366,65,4,65,4
2367,65,4,-1,-1
2368,65,4,65,4
2369,65,4,65,4
2370,65,4,65,4
2371,65,4,65,4
2372,66,1,66,1
2373,65,4,65,4
2374,66,1,66,1
2375,66,1,66,1
2376,66,2,66,2
2377,66,1,66,1
2378,66,2,66,2
2379,66,1,66,1
2380,66,2,66,2
2381,66,2,66,2
2382,64,4,64,4
2383,66,1,66,1
2384,65,4,65,4
2385,65,4,65,4
2386,65,3,65,3
2387,65,3,65,3
2388,65,4,65,4
2389,65,4,65,4
2390,65,4,65,4
2391,65,4,65,4
2392,65,4,65,4
2393,65,4,65,4
2394,65,4,65,4
2395,65,4,65,4
2396,65,4,65,4
2397,65,4,65,4
2398,65,4,-1,-1
2399,65,4,65,4
2400,65,4,65,4
2401,65,4,65,4
2402,65,4,65,4
2403,65,4,-1,-1
2404,65,4,65,4
2405,65,4,65,4
2406,65,4,65,4
2407,65,4,65,4
2408,65,4,65,4
2409,65,4,65,4
2410,65,4,65,4
2411,65,4,65,4
2412,65,4,65,4
2413,65,4,65,4
2414,65,4,65,4
2415,65,4,65,4
2416,65,4,65,4
2417,65,4,65,4
2418,65,4,65,4
2419,65,4,65,4
2420,65,4,65,4
2421,-1,-1,-1,-1
2422,65,4,65,4
2423,65,4,65,4
2424,65,4,65,4
2425,65,4,65,4
2426,65,4,65,4
2427,65,4,65,4
2428,65,4,65,4
2429,65,4,65,4
2430,65,4,65,4
2431,65,4,65,4
2432,65,4,65,4
2433,65,4,-1,-1
2434,65,4,65,4
2435,65,3,65,3
2436,65,3,65,3
2437,65,3,65,3
2438,65,3,65,3
2439,65,3,65,3
2440,65,3,65,3
2441,65,3,65,3
2442,65,3,65,3
2443,65,3,65,3
2444,65,3,65,3
2445,65,3,65,3
2446,65,3,65,3
2447,65,3,65,3
2448,65,3,65,3
2449,65,3,65,3
2450,65,3,65,3
2451,65,3,65,3
2452,65,4,-1,-1
2453,65,4,-1,-1
2454,65,4,-1,-1
2455,65,4,-1,-1
2456,65,4,-1,-1
2457,65,4,65,4
2458,65,4,65,4
2459,65,4,65,4
2460,65,4,65,4
2461,65,4,65,4
2462,65,4,65,4
2463,65,4,65,4
2464,65,4,65,4
2465,65,4,65,4
2466,-1,-1,-1,-1
2467,65,3,65,3
2468,65,3,65,3
2469,65,3,65,3
2470,65,3,65,3
2471,65,3,-1,-1
2472,65,3,65,3
2473,65,4,65,4
2474,65,4,65,4
2475,65,4,65,4
2476,65,4,65,4
2477,65,4,65,4
2478,65,4,65,4
2479,65,4,65,4
2480,65,4,65,4
2481,65,4,65,4
2482,65,4,65,4
2483,65,4,65,4
2484,65,4,65,4
2485,65,4,65,4
2486,65,4,65,4
2487,65,4,65,3
2488,65,4,65,4
2489,-1,-1,-1,-1
2490,65,4,65,4
2491,65,4,65,4
2492,65,4,65,4
2493,65,4,65,4
2494,65,4,65,4
2495,65,4,65,4
2496,-1,-1,-1,-1
2497,65,4,65,4
2498,65,4,65,4
2499,65,4,65,4
2500,65,4,65,4
2501,65,4,65,4
2502,-1,-1,-1,-1
2503,65,4,65,4
2504,65,4,65,4
2505,65,3,65,3
2506,65,4,65,4
2507,65,4,65,4
2508,65,4,65,4
2509,65,4,-1,-1
2510,65,4,-1,-1
2511,65,4,65,4
2512,65,4,65,4
2513,65,4,65,4
2514,65,4,-1,-1
2515,65,3,65,3
2516,65,4,65,4
2517,65,4,65,4
2518,65,4,65,4
2519,65,4,65,4
2520,65,4,65,4
2521,65,4,-1,-1
2522,65,4,65,4
2523,65,4,65,4
2524,65,4,65,4
2525,65,4,65,4
2526,65,4,65,4
2527,65,4,65,4
2528,65,4,65,4
2529,65,4,65,4
2530,65,4,65,4
2531,65,4,65,4
2532,65,4,-1,-1
2533,65,4,65,4
2534,65,4,-1,-1
2535,65,4,65,4
2536,65,4,65,4
2537,65,4,65,4
2538,65,4,65,4
2539,65,4,65,4
2540,65,4,65,4
2541,65,4,65,4
2542,65,4,65,4
2543,65,4,-1,-1
2544,65,4,65,4
2545,65,4,65,4
2546,65,3,-1,-1
2547,65,3,65,3
2548,65,4,65,4
2549,65,4,65,4
2550,65,4,65,4
2551,65,4,65,4
2552,65,4,-1,-1
2553,65,4,-1,-1
2554,65,4,65,4
2555,65,4,65,4
2556,65,4,65,4
2557,65,4,65,4
2558,65,4,-1,-1
2559,65,4,-1,-1
2560,65,4,65,4
2561,65,4,65,4
2562,65,4,65,4
2563,65,4,65,4
2564,65,4,65,4
2565,65,4,-1,-1
2566,65,4,-1,-1
2567,65,4,65,4
2568,65,4,-1,-1
2569,65,4,65,4
2570,65,4,65,4
2571,65,4,65,4
2572,65,4,65,4
2573,65,4,65,4
2574,65,4,65,4
2575,65,4,65,4
2576,65,4,65,4
2577,65,4,65,4
2578,65,4,65,4
2579,65,4,65,4
2580,65,4,65,4
2581,65,4,-1,-1
2582,65,4,-1,-1
2583,65,4,65,4
2584,65,4,65,4
2585,65,4,65,4
2586,66,1,66,1
2587,64,3,71,3
2588,65,4,65,4
2589,65,4,65,4
2590,65,4,65,4
2591,65,4,65,4
2592,65,4,-1,-1
2593,65,4,65,4
2594,65,4,65,4
2595,65,4,65,4
2596,65,4,65,4
2597,65,4,65,4
