"SSN","figTot","figHead","figPPat","figPatl","figTzac","figMicc","figTlam","figXola","figMete","figTolt","figAzte","figPupp","spindleWhorl","sealStamp","earSpool","whistle","flute","ceramicDisk","candTot","candCoat","candAtoy","candEXol","candLXol","candMete","candComm"
813,57,2,-1,-1,-1,2,-1,-1,-1,0,0,10,0,0,0,0,0,8,11,-1,-1,-1,-1,-1,6
814,12,1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,1,7,-1,-1,-1,-1,-1,6
815,18,-1,-1,-1,-1,-1,-1,-1,-1,0,2,0,0,0,0,0,0,0,8,-1,-1,-1,-1,-1,6
816,19,1,-1,-1,-1,1,-1,-1,-1,0,0,6,0,0,0,0,0,1,20,-1,-1,-1,-1,-1,9
817,49,3,-1,-1,1,2,-1,-1,-1,1,0,6,0,0,0,0,0,7,7,-1,-1,-1,-1,-1,5
818,3,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2
819,18,0,-1,-1,-1,1,-1,-1,-1,0,0,0,0,0,0,0,0,1,9,-1,-1,-1,-1,-1,8
820,21,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,2,9,-1,-1,-1,-1,-1,3
821,9,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,1,11,-1,-1,-1,-1,-1,10
822,12,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,4,12,-1,-1,-1,-1,-1,8
823,14,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,0,0,0,0,2,1,0,0,0,0,1,1
824,9,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,3,6,0,0,0,0,6,6
825,1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,2,3,-1,-1,-1,-1,-1,2
826,21,1,-1,-1,-1,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,27,-1,-1,-1,-1,-1,12
827,22,1,-1,-1,-1,-1,-1,1,-1,0,0,5,0,0,0,0,0,3,18,-1,-1,-1,-1,-1,13
828,13,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,0,0,0,0,1,4,-1,-1,-1,-1,-1,3
829,28,2,-1,-1,-1,1,-1,-1,-1,0,1,4,0,0,0,0,0,4,28,-1,-1,-1,-1,-1,13
830,26,3,-1,-1,-1,-1,1,2,-1,0,0,5,0,0,0,0,0,2,27,-1,-1,-1,-1,-1,12
831,8,2,-1,-1,-1,-1,2,-1,-1,0,0,2,0,0,0,0,0,2,2,-1,-1,-1,-1,-1,0
832,15,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,1,4,-1,-1,-1,-1,-1,3
833,99,3,-1,-1,-1,-1,-1,2,1,0,0,16,0,0,0,0,0,9,59,-1,-1,-1,-1,-1,31
834,15,1,-1,-1,-1,-1,1,-1,-1,0,0,2,0,0,0,0,0,4,4,-1,-1,-1,-1,-1,3
835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3
836,4,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,3,0,4,-1,-1,-1,-1,-1,1
837,31,2,-1,-1,-1,1,-1,-1,1,0,0,2,0,0,0,0,0,3,17,-1,-1,-1,-1,-1,12
838,32,3,-1,-1,-1,-1,-1,-1,-1,0,0,3,0,0,0,0,0,9,26,-1,-1,-1,-1,-1,13
839,39,-1,-1,-1,-1,-1,-1,-1,-1,0,0,3,1,0,0,0,0,5,18,-1,-1,-1,-1,-1,5
840,33,-1,-1,-1,-1,-1,-1,-1,-1,0,0,4,0,0,0,0,0,5,5,-1,-1,-1,-1,-1,1
841,14,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,0,0,0,0,0,2,-1,-1,-1,-1,-1,0
842,7,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,0,0,0,0,1,4,-1,-1,-1,-1,-1,3
843,22,0,-1,-1,-1,-1,-1,-1,-1,0,0,6,0,0,0,0,0,5,9,-1,-1,-1,-1,-1,6
844,34,1,-1,-1,-1,-1,-1,-1,-1,0,0,6,0,0,0,0,0,8,12,-1,-1,-1,-1,-1,9
845,11,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,0,0,0,0,0,4,-1,-1,-1,-1,-1,3
846,35,-1,-1,-1,-1,-1,-1,0,0,2,0,1,0,0,0,0,0,1,8,-1,-1,-1,-1,-1,4
847,12,1,-1,-1,-1,-1,-1,1,-1,0,0,2,0,0,0,0,0,2,1,0,0,0,0,1,1
848,12,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,4,5,-1,-1,-1,-1,-1,2
849,30,-1,-1,-1,-1,-1,-1,-1,-1,0,0,6,0,0,0,0,0,3,14,-1,-1,-1,-1,-1,5
850,10,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,0,0,0,0,0,7,-1,-1,-1,-1,-1,5
851,4,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,3,3,-1,-1,-1,-1,-1,2
852,6,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,3,-1,-1,-1,-1,-1,1
853,17,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,0,0,0,0,5,7,0,0,0,0,7,7
854,14,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,2,5,-1,-1,-1,-1,-1,3
855,18,1,-1,-1,1,-1,-1,-1,-1,0,0,3,0,0,0,0,0,5,4,-1,-1,-1,-1,-1,1
856,27,-1,-1,-1,-1,-1,-1,-1,-1,0,0,3,0,0,0,0,0,9,21,-1,-1,-1,-1,-1,13
857,19,2,-1,-1,1,-1,-1,-1,-1,0,1,1,0,0,0,0,0,4,10,-1,-1,-1,-1,-1,4
858,1,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,2
859,15,1,-1,-1,-1,-1,-1,-1,1,0,0,1,0,0,0,0,0,1,9,-1,-1,-1,-1,-1,7
860,11,0,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,0,0,0,0,2,2,-1,-1,-1,-1,-1,0
861,22,1,-1,-1,-1,-1,1,-1,-1,0,0,0,0,0,0,0,0,1,16,-1,-1,-1,-1,-1,10
862,9,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,1,3,-1,-1,-1,-1,-1,1
863,6,0,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,0,0,0,0,6,7,-1,-1,-1,-1,-1,6
864,6,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,7,-1,-1,-1,-1,-1,6
865,8,1,-1,-1,-1,-1,1,-1,-1,0,0,0,0,0,0,0,0,0,19,-1,-1,-1,-1,-1,12
866,19,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,3,8,-1,-1,-1,-1,-1,6
867,24,1,-1,-1,-1,-1,-1,-1,-1,0,0,3,2,0,0,0,0,7,12,-1,-1,-1,-1,-1,10
868,5,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,0,0,0,0,0,1,4,-1,-1,-1,-1,-1,2
869,2,1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,1,4,-1,-1,-1,-1,-1,3
870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,2
871,9,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,1,5,-1,-1,-1,-1,-1,4
872,7,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,1,1,0,0,0,0,6,-1,-1,-1,-1,-1,2
873,9,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,2,10,-1,-1,-1,-1,-1,7
874,40,1,-1,-1,-1,-1,-1,1,-1,0,0,1,3,0,0,0,0,7,33,-1,-1,-1,-1,-1,23
875,1,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
876,17,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,1,4,-1,-1,-1,-1,-1,3
877,11,1,-1,-1,-1,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,6,-1,-1,-1,-1,-1,4
878,23,1,-1,-1,-1,-1,1,-1,-1,0,0,1,0,0,0,0,0,4,13,-1,-1,-1,-1,-1,8
879,10,1,-1,-1,-1,-1,1,-1,-1,0,0,1,0,0,0,0,0,4,7,-1,-1,-1,-1,-1,3
880,11,1,-1,-1,-1,-1,-1,1,-1,0,0,1,0,0,0,0,0,3,3,-1,-1,-1,-1,-1,2
881,7,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,4,-1,-1,-1,-1,-1,2
882,11,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,2,4,-1,-1,-1,-1,-1,2
883,1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,1,1,-1,-1,-1,-1,-1,0
884,18,1,-1,-1,-1,-1,1,-1,-1,0,0,2,0,0,0,0,0,4,20,-1,-1,-1,-1,-1,9
885,46,4,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,4,15,-1,-1,-1,-1,-1,12
886,22,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,0,0,0,0,4,20,-1,-1,-1,-1,-1,14
887,5,1,-1,-1,-1,-1,1,-1,-1,0,0,0,0,0,0,0,0,1,9,-1,-1,-1,-1,-1,8
888,2,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
889,93,1,-1,-1,-1,1,-1,-1,-1,0,0,7,0,0,0,0,0,17,69,-1,-1,-1,-1,-1,41
890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
891,10,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,5,4,0,0,0,0,4,4
892,8,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,3,13,-1,-1,-1,-1,-1,4
893,2,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3
894,16,1,-1,-1,-1,-1,1,-1,-1,0,0,1,0,0,0,0,0,0,16,-1,-1,-1,-1,-1,12
895,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1
896,15,-1,-1,-1,-1,-1,-1,-1,-1,0,1,2,0,0,0,0,0,2,9,-1,-1,-1,-1,-1,7
897,11,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,1,7,-1,-1,-1,-1,-1,4
898,3,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,4,-1,-1,-1,-1,-1,2
899,10,1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,8,-1,-1,-1,-1,-1,7
900,5,1,-1,-1,-1,-1,-1,-1,-1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1
901,5,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
902,15,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
903,7,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,1,8,-1,-1,-1,-1,-1,7
904,1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
905,1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,1,4,-1,-1,-1,-1,-1,3
906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
907,3,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
908,3,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,2,-1,-1,-1,-1,-1,1
909,11,1,-1,-1,-1,-1,1,-1,-1,0,0,2,0,0,0,0,0,3,13,-1,-1,-1,-1,-1,12
910,4,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
911,9,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,5,-1,-1,-1,-1,-1,3
912,4,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,1
913,4,1,-1,-1,-1,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
914,7,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,1,1,-1,-1,-1,-1,-1,0
915,6,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,4,4,-1,-1,-1,-1,-1,3
916,4,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,1,1,-1,-1,-1,-1,-1,0
917,9,1,-1,-1,1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,7,-1,-1,-1,-1,-1,2
918,12,1,-1,-1,-1,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
919,3,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,3,-1,-1,-1,-1,-1,2
920,8,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,4,4,-1,-1,-1,-1,-1,3
921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-1,-1,-1,-1,-1,0
922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
923,16,0,-1,-1,-1,-1,-1,-1,-1,0,0,6,0,0,0,0,0,1,6,-1,-1,-1,-1,-1,3
924,3,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,2,-1,-1,-1,-1,-1,0
925,11,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
926,38,-1,-1,-1,-1,7,-1,1,-1,0,0,8,0,0,0,0,0,5,1,-1,-1,-1,-1,-1,0
927,8,3,-1,-1,1,2,-1,-1,-1,0,0,1,0,0,0,0,0,2,1,-1,-1,-1,-1,-1,0
928,64,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,0,0,0,0,0,1,1,-1,-1,-1,-1,-1,0
929,54,-1,-1,-1,-1,3,1,-1,-1,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0
930,60,-1,-1,-1,-1,4,-1,1,-1,0,0,14,0,0,0,0,0,8,1,-1,-1,-1,-1,0,0
931,37,3,-1,1,-1,2,-1,1,-1,0,0,2,0,0,0,0,0,2,1,-1,-1,-1,-1,0,0
932,23,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,2,2,-1,-1,-1,-1,-1,0
933,22,-1,-1,-1,-1,-1,-1,-1,-1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
934,59,4,-1,1,1,-1,-1,-1,-1,0,0,-1,0,0,0,0,0,0,8,-1,-1,-1,-1,-1,2
935,171,20,-1,-1,-1,20,-1,-1,-1,0,0,16,0,0,0,0,0,6,5,-1,-1,-1,-1,-1,2
936,25,2,-1,-1,-1,2,-1,-1,-1,-1,-1,3,1,0,0,0,0,1,0,0,0,0,0,0,0
937,16,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,0,0,0,0,0,3,4,-1,-1,-1,-1,-1,0
938,9,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
939,11,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,1,3,-1,-1,-1,-1,-1,1
940,19,0,0,1,-1,-1,-1,-1,-1,0,0,2,0,0,0,0,0,2,2,-1,-1,-1,-1,-1,0
941,39,2,-1,-1,-1,2,-1,-1,-1,0,0,4,0,0,0,0,0,1,4,-1,-1,-1,-1,0,0
942,21,-1,-1,-1,-1,-1,-1,-1,-1,0,0,3,0,0,0,0,0,3,2,-1,-1,-1,-1,-1,1
943,4,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
944,235,30,2,-1,-1,23,-1,4,-1,1,0,33,0,0,0,0,0,15,12,-1,-1,-1,-1,-1,4
945,73,1,-1,-1,-1,1,-1,-1,-1,0,0,10,1,0,0,0,0,4,1,-1,-1,-1,-1,-1,0
946,23,1,-1,-1,-1,1,-1,-1,-1,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0
947,23,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
948,53,2,-1,-1,-1,2,-1,-1,-1,0,0,7,1,0,0,0,0,0,2,-1,-1,-1,-1,-1,0
949,13,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
950,27,1,-1,1,-1,-1,-1,-1,-1,0,0,3,0,0,0,0,0,1,2,-1,-1,-1,-1,-1,1
951,5,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
952,30,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0
953,16,2,-1,-1,1,1,-1,-1,-1,0,0,1,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,0
954,10,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,1
955,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-1,-1,-1,-1,-1,1
956,10,1,-1,-1,1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
957,53,1,-1,-1,-1,1,-1,-1,-1,0,0,2,1,0,0,0,0,6,3,-1,-1,-1,-1,-1,1
958,9,1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,2,-1,-1,-1,-1,-1,1
959,9,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,2,-1,-1,-1,-1,-1,0
960,5,1,-1,-1,-1,-1,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
961,2,-1,-1,-1,-1,1,-1,-1,-1,0,0,1,0,0,0,0,0,3,4,-1,-1,-1,-1,-1,2
962,5,1,-1,-1,1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,1,2,-1,-1,-1,-1,2,2
963,8,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,0,0,0,0,1,2,-1,-1,-1,-1,-1,0
964,22,1,-1,-1,-1,-1,1,-1,-1,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0
965,6,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,4,3,-1,-1,-1,-1,-1,-1
966,4,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,0
967,15,-1,-1,-1,-1,-1,-1,-1,-1,0,0,3,0,0,0,0,0,5,2,0,0,0,0,2,2
968,15,1,-1,-1,-1,1,-1,-1,-1,0,0,0,0,0,0,0,0,1,2,-1,-1,-1,-1,-1,1
969,14,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0
970,12,1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,0
971,16,1,1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,2,7,-1,-1,-1,-1,-1,2
972,20,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,1,0,0,0,3,5,-1,-1,-1,-1,2,2
973,29,1,-1,-1,-1,-1,-1,1,-1,0,0,5,2,0,0,0,0,2,9,-1,-1,-1,-1,-1,3
974,6,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,6,1,0,0,0,0,1,1
975,9,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,0,0,0,0,1,2,-1,-1,-1,-1,-1,1
976,8,1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,3,1,0,0,0,0,1,1
977,12,2,-1,-1,2,-1,-1,-1,-1,0,0,2,0,0,0,0,0,1,2,-1,-1,-1,-1,-1,0
978,18,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,5,4,-1,-1,-1,-1,-1,3
979,1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,3,-1,-1,-1,-1,-1,1
980,5,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,1,6,-1,-1,-1,-1,-1,2
981,12,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,4,11,-1,-1,-1,-1,-1,3
982,8,-1,-1,-1,-1,-1,-1,-1,-1,0,0,3,0,0,0,0,0,1,3,-1,-1,-1,-1,-1,1
983,12,1,-1,-1,-1,1,-1,-1,-1,0,0,1,1,0,0,0,0,2,1,-1,-1,-1,-1,-1,0
984,10,-1,-1,-1,-1,-1,-1,-1,-1,0,0,2,0,0,0,0,0,3,2,-1,-1,-1,-1,-1,0
985,1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
986,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,2,-1,-1,-1,-1,1,2
987,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
988,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
989,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,3,-1,-1,-1,-1,-1,1
990,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
991,7,1,-1,-1,1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
992,25,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,-1,-1,-1,-1,6,3
993,15,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,0,0,0,0,0,0,5,-1,-1,-1,-1,4,4
994,10,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,1,4,-1,-1,-1,-1,2,2
995,21,2,-1,-1,-1,-1,1,1,-1,-1,-1,5,0,0,0,0,0,3,0,0,0,0,0,0,0
996,11,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,0,0,0,3,1,-1,-1,-1,-1,0,0
997,10,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
998,12,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
999,9,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,0,3,-1,-1,-1,-1,2,1
1000,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,10,1,-1,-1,-1,-1,-1,1,-1,-1,-1,0,0,0,0,0,0,0,1,0,0,0,0,1,1
1002,6,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,2,0,0,0,0,0,0,0
1003,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1004,58,3,-1,1,-1,1,-1,1,-1,-1,-1,6,0,0,0,0,0,7,6,-1,-1,-1,-1,3,3
1005,16,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,1,1,0,0,0,0,1,1
1006,27,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,0,0,0,0,0,4,2,-1,-1,-1,-1,1,1
1007,39,4,-1,-1,-1,4,-1,-1,-1,-1,-1,4,2,0,0,0,0,1,6,-1,-1,-1,-1,1,1
1008,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,1,2,-1,-1,-1,-1,0,0
1009,20,1,-1,-1,-1,-1,-1,-1,-1,-1,1,4,0,0,0,0,0,2,2,-1,-1,-1,-1,0,0
1010,17,2,-1,-1,1,-1,1,-1,-1,-1,-1,1,0,0,0,0,0,4,1,-1,-1,-1,-1,0,0
1011,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,0,0,0,0,0,3,0,0,0,0,0,0,0
1012,17,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,0,0,0,1,4,-1,-1,-1,-1,2,2
1013,37,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,0,0,0,0,0,5,9,-1,-1,-1,-1,4,4
1014,5,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,4,3,-1,-1,-1,-1,2,2
1015,26,1,-1,-1,-1,-1,1,-1,-1,-1,-1,4,0,0,0,0,0,2,2,-1,-1,-1,-1,1,1
1016,13,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,1,0,0,0,0,0,0,0
1017,9,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,1,1,-1,-1,-1,-1,0,0
1018,18,1,-1,-1,-1,-1,-1,1,-1,-1,-1,2,0,0,0,0,0,2,3,-1,-1,-1,-1,0,0
1019,25,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,2,7,-1,-1,-1,-1,3,3
1020,58,1,-1,-1,-1,-1,-1,1,-1,-1,-1,5,0,1,0,1,0,4,17,-1,-1,-1,-1,1,1
1021,27,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,5,5,-1,-1,-1,-1,2,2
1022,10,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,2,1,-1,-1,-1,-1,0,0
1023,20,2,-1,-1,-1,2,-1,-1,-1,-1,-1,1,1,1,0,0,1,2,4,-1,-1,-1,-1,0,0
1024,5,1,-1,-1,1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1025,10,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,3,2,-1,-1,-1,-1,0,0
1026,19,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,0,0,0,0,0,2,0,0,0,0,0,0,0
1027,34,2,-1,-1,-1,2,-1,-1,-1,-1,-1,5,0,0,0,0,0,0,3,-1,-1,-1,-1,0,0
1028,3,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1029,69,2,-1,-1,1,-1,-1,-1,-1,-1,1,10,0,0,0,0,0,6,9,-1,-1,-1,-1,3,3
1030,15,1,-1,-1,-1,1,-1,-1,-1,-1,-1,2,0,0,0,0,0,1,1,-1,-1,-1,-1,0,0
1031,9,1,-1,-1,1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,2,1,0,0,0,0,1,1
1032,10,2,-1,-1,-1,1,1,-1,-1,-1,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
