"SSN","neighborhoodChar","constructQual","boundInfoQual","insubstantialCount","arch1PMic","arch1McTl","arch1XlMe","arch1Oxto","arch2PMic","arch2McTl","arch2XlMe","arch2Oxto","func1PMic","func1McTl","func1XlMe","func1Oxto","func2PMic","func2McTl","func2XlMe","func2Oxto"
926,1,2,0,0,2,4,4,-1,77,77,77,-1,42,42,42,-1,3,2,2,-1
927,1,2,-1,-1,12,12,12,20,-1,-1,-1,-1,28,28,28,-1,-1,-1,-1,-1
928,1,2,2,0,3,3,3,20,77,77,77,-1,1,1,1,-1,77,77,77,-1
929,1,2,2,0,3,3,3,20,-1,-1,-1,-1,1,1,1,-1,77,77,77,-1
930,1,2,0,0,2,4,4,20,77,77,77,-1,42,42,42,-1,3,2,2,-1
931,1,2,0,0,2,4,4,20,77,77,77,-1,3,2,2,-1,77,77,77,-1
932,1,2,2,0,3,3,3,20,77,77,77,-1,1,1,1,-1,77,77,77,-1
933,1,2,-1,-1,12,12,12,20,-1,-1,-1,-1,28,28,28,-1,-1,-1,-1,-1
934,1,2,0,0,2,4,4,20,77,77,77,-1,42,42,42,-1,3,2,2,-1
935,1,2,0,0,2,4,4,20,77,77,77,-1,42,42,42,-1,3,2,2,-1
936,1,2,0,0,3,3,3,20,77,77,77,-1,1,1,1,-1,77,77,77,-1
937,1,2,0,0,2,4,4,20,77,77,77,-1,42,42,42,-1,3,2,2,-1
938,1,2,2,0,3,3,20,20,77,77,77,-1,1,1,41,-1,77,77,77,-1
939,1,2,-1,-1,3,3,3,20,77,77,77,-1,1,1,1,-1,77,77,77,-1
940,1,2,2,0,3,3,20,20,77,77,77,-1,24,24,41,-1,77,77,77,-1
941,1,2,0,0,2,4,4,20,77,77,77,-1,42,42,42,-1,3,2,2,-1
942,1,2,0,0,2,4,4,20,77,77,77,-1,3,2,2,-1,77,77,77,-1
943,1,2,2,0,3,3,3,20,77,77,77,-1,1,1,1,-1,77,77,77,-1
944,1,2,0,0,2,4,4,20,77,77,77,-1,42,42,42,-1,3,2,2,-1
945,1,2,0,0,2,4,4,20,77,77,77,-1,3,2,2,-1,77,77,77,-1
946,1,2,0,0,2,4,4,20,77,77,77,-1,42,42,42,-1,3,2,2,-1
947,1,2,-1,-1,12,12,12,20,77,77,77,-1,28,28,28,-1,77,77,77,-1
948,1,2,0,0,2,4,4,20,77,77,77,-1,3,2,2,-1,77,77,77,-1
949,1,2,2,0,3,3,3,20,77,77,77,-1,1,1,1,-1,77,77,77,-1
950,1,2,2,-1,3,3,3,20,77,77,77,-1,24,24,24,-1,77,77,77,-1
951,1,2,2,0,3,3,3,20,77,77,77,-1,1,1,1,-1,77,77,77,-1
952,1,2,2,0,3,3,3,20,77,77,77,-1,1,1,1,-1,77,77,77,-1
953,1,2,1,0,2,4,4,20,77,77,77,-1,3,2,2,-1,77,77,77,-1
954,1,2,2,0,3,3,3,3,77,77,77,77,1,1,1,1,77,77,77,77
955,1,2,2,0,3,3,3,20,77,77,77,-1,1,1,1,-1,77,77,77,-1
956,1,2,0,0,2,4,4,20,77,77,77,-1,3,2,2,-1,77,77,77,-1
957,1,2,0,0,2,4,4,20,77,77,77,-1,3,2,2,-1,77,77,77,-1
958,1,2,0,0,2,4,4,20,77,77,77,-1,3,2,2,-1,77,77,77,-1
959,1,2,0,0,7,5,5,20,77,77,77,-1,43,7,7,-1,77,77,77,-1
960,1,2,0,0,7,7,7,20,77,77,77,-1,43,43,43,-1,-1,-1,-1,-1
961,1,2,2,0,3,3,20,20,77,77,77,-1,1,1,41,-1,77,77,77,-1
962,1,2,-1,-1,3,3,3,20,77,77,77,-1,1,1,1,-1,77,77,77,-1
963,1,2,-1,-1,3,3,3,20,77,77,77,-1,1,1,1,-1,77,77,77,-1
964,1,2,-1,-1,2,4,4,20,77,77,77,-1,3,2,2,-1,77,77,77,-1
965,1,2,-1,-1,3,3,3,20,77,77,77,-1,1,1,1,-1,77,77,77,-1
966,1,2,2,0,3,3,3,20,77,77,77,-1,1,1,1,-1,77,77,77,-1
967,1,2,-1,-1,2,4,4,20,77,77,77,-1,3,2,2,-1,17,77,77,77
968,1,2,-1,-1,2,4,4,20,77,77,77,-1,3,2,2,-1,77,77,77,-1
969,1,2,-1,-1,3,3,3,20,77,77,77,-1,1,1,1,-1,77,77,77,-1
970,1,2,-1,-1,3,3,3,20,77,77,77,-1,1,1,1,-1,77,77,77,-1
971,1,2,-1,-1,2,4,4,20,77,77,77,-1,3,2,2,-1,77,77,77,-1
972,1,2,-1,-1,2,4,4,20,77,77,77,-1,3,2,2,-1,77,77,77,-1
973,1,2,-1,-1,2,4,4,20,77,77,77,-1,42,42,42,-1,31,2,2,-1
974,1,2,-1,-1,3,3,3,20,77,77,77,-1,1,1,1,-1,77,77,77,-1
975,1,2,-1,-1,3,3,3,20,77,77,77,-1,1,1,1,-1,77,77,77,-1
976,1,2,-1,-1,3,3,3,20,77,77,77,-1,1,1,1,-1,77,77,77,-1
977,1,2,2,0,3,3,3,20,77,77,77,-1,1,1,1,-1,77,77,77,-1
978,1,2,-1,-1,2,4,4,20,77,77,77,-1,42,42,42,-1,3,2,2,-1
979,1,2,-1,-1,3,3,3,20,77,77,77,-1,1,1,1,-1,77,77,77,-1
980,1,2,-1,-1,2,4,4,20,77,77,77,-1,3,2,2,-1,77,77,77,-1
981,1,2,-1,-1,2,4,4,20,77,77,77,-1,3,2,2,-1,77,77,77,-1
982,1,2,-1,-1,2,4,4,20,77,77,77,-1,3,2,2,-1,77,77,77,-1
983,1,2,-1,-1,2,4,4,20,77,77,77,-1,3,2,2,-1,77,77,77,-1
984,1,2,-1,-1,2,4,4,20,77,77,77,-1,3,2,2,-1,77,77,77,-1
985,1,2,-1,-1,12,12,12,20,77,77,77,-1,28,28,28,-1,77,77,77,-1
986,1,2,0,0,7,5,5,5,77,77,77,77,43,7,7,7,77,77,77,77
987,1,2,0,0,7,8,8,8,77,77,77,77,43,43,43,43,77,77,77,77
988,1,2,-1,-1,7,8,8,8,77,77,77,-1,43,43,43,43,77,77,77,-1
989,1,2,0,0,7,7,7,7,77,77,77,77,43,43,43,43,77,77,77,77
990,1,2,0,0,12,12,12,20,77,77,77,77,28,28,28,41,77,77,77,77
991,1,1,-1,-1,19,19,19,20,-1,-1,-1,77,-1,-1,-1,-1,-1,-1,-1,77
992,1,2,0,0,2,4,4,20,-1,-1,-1,-1,3,2,2,-1,-1,-1,-1,-1
993,1,2,0,0,2,4,4,20,77,77,77,-1,3,2,2,-1,77,77,77,-1
994,1,2,1,0,2,4,4,2,77,77,77,77,3,2,2,3,77,77,77,77
995,1,2,0,0,2,4,4,2,77,77,77,77,3,2,2,3,77,77,77,77
996,1,2,0,0,7,5,5,20,77,77,77,-1,43,7,7,-1,77,77,77,-1
997,1,2,0,0,7,7,7,20,77,77,77,-1,43,43,43,-1,77,77,77,-1
998,1,2,0,0,2,4,4,20,77,77,77,-1,3,2,2,-1,77,77,77,-1
999,1,0,-1,-1,19,19,19,20,-1,-1,-1,77,-1,-1,-1,-1,-1,-1,-1,77
1000,1,-1,-1,-1,19,19,19,19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1001,1,1,2,0,3,3,3,20,77,77,77,77,1,1,1,-1,77,77,77,77
1002,1,2,0,0,7,7,7,20,77,77,77,77,43,43,43,-1,-1,-1,-1,77
1003,1,-1,-1,-1,12,12,12,12,-1,-1,-1,-1,30,30,30,30,-1,-1,-1,-1
1004,1,2,0,0,2,4,4,2,77,77,77,77,24,24,24,24,77,77,77,77
1005,1,2,0,0,2,4,4,2,77,77,77,77,42,42,42,-1,24,24,24,-1
1006,1,2,0,0,2,4,4,20,77,77,77,77,3,2,2,-1,-1,-1,-1,77
1007,1,2,-1,-1,2,4,4,20,77,77,77,77,24,24,24,-1,77,77,77,77
1008,1,-1,-1,-1,12,12,12,20,77,77,77,77,28,28,28,-1,77,77,77,-1
1009,1,2,0,0,2,4,4,20,77,77,77,-1,42,42,42,-1,77,77,77,-1
1010,1,1,2,0,3,3,3,20,77,77,77,77,1,1,1,-1,-1,-1,-1,77
1011,1,2,1,0,2,4,4,20,-1,-1,-1,77,3,2,2,-1,-1,-1,-1,77
1012,1,2,0,0,2,4,4,20,77,77,77,77,3,2,2,-1,77,77,77,77
1013,1,2,0,0,2,4,4,2,77,77,77,77,3,2,2,3,77,77,77,77
1014,1,2,0,0,2,4,4,20,77,77,77,-1,3,2,2,-1,77,77,77,-1
1015,1,2,0,0,2,4,4,20,77,77,77,-1,3,2,2,-1,77,77,77,-1
1016,1,1,2,0,3,3,3,20,77,77,77,77,1,1,1,-1,77,77,77,77
1017,1,2,-1,-1,2,4,4,20,77,77,77,77,3,2,2,-1,77,77,77,77
1018,1,1,-1,-1,17,17,17,20,-1,-1,-1,77,24,24,24,-1,77,77,77,77
1019,1,2,1,0,2,4,4,20,17,17,17,77,3,2,2,-1,-1,-1,-1,77
1020,1,1,0,0,17,17,17,20,-1,-1,-1,77,24,24,24,-1,38,38,38,77
1021,1,2,0,0,2,4,4,20,77,77,77,77,3,2,2,-1,77,77,77,77
1022,1,2,0,0,3,4,4,2,77,77,77,-1,3,2,2,3,77,77,77,77
1023,1,2,1,0,2,4,4,20,-1,-1,-1,-1,3,2,2,-1,-1,-1,-1,-1
1024,1,2,0,0,2,4,4,20,77,77,77,77,3,2,2,-1,77,77,77,77
1025,1,2,2,0,2,4,4,20,77,77,77,77,3,2,2,-1,77,77,77,77
1026,1,1,2,0,3,3,3,20,77,77,77,77,1,1,1,-1,-1,-1,-1,77
1027,1,2,1,0,2,4,4,20,-1,-1,-1,77,42,42,42,-1,24,24,24,77
1028,1,2,-1,-1,12,12,12,12,77,77,77,77,28,28,28,28,77,77,77,77
1029,1,2,0,0,2,4,4,20,77,77,77,-1,42,42,42,-1,24,24,24,-1
1030,1,2,1,0,2,4,4,20,77,77,77,77,3,2,2,-1,77,77,77,77
1031,1,-1,-1,-1,19,19,19,20,-1,-1,-1,77,-1,-1,-1,-1,-1,-1,-1,77
1032,1,-1,-1,-1,19,19,19,20,-1,-1,-1,77,-1,-1,-1,-1,-1,-1,-1,-1
1033,1,1,2,0,3,3,3,20,77,77,77,77,1,1,1,-1,77,77,77,77
1034,1,2,1,0,2,4,4,20,77,77,77,-1,3,2,2,-1,77,77,77,77
1035,1,1,-1,-1,3,19,20,19,77,-1,-1,-1,1,-1,-1,-1,77,-1,-1,-1
1036,1,-1,2,0,3,3,19,20,77,77,-1,77,1,1,-1,-1,77,-1,-1,-1
1037,1,-1,-1,-1,19,19,19,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1038,1,-1,-1,-1,19,19,19,19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1039,1,2,0,0,2,4,4,2,77,77,77,77,3,2,2,3,77,77,77,77
1040,1,2,0,0,2,4,4,20,77,77,77,-1,3,2,2,-1,77,77,77,-1
1041,1,-1,-1,-1,19,19,19,19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1042,1,1,2,0,3,3,3,20,77,77,77,77,1,1,1,-1,77,77,77,77
1043,1,1,2,0,3,3,3,20,77,77,77,77,1,1,1,-1,-1,-1,-1,-1
1044,1,2,1,0,2,4,4,20,-1,-1,-1,77,3,2,2,-1,-1,-1,-1,77
1045,1,2,0,0,2,4,4,2,99,99,99,77,3,4,4,3,77,77,77,77
1046,1,1,2,0,3,3,3,20,77,77,77,77,1,1,1,-1,77,77,77,77
1047,1,2,0,0,2,4,4,20,77,77,77,77,3,2,2,-1,77,77,77,77
1048,1,-1,-1,-1,3,19,19,20,77,-1,-1,-1,1,-1,-1,-1,77,-1,-1,-1
1049,1,2,0,0,2,4,4,20,77,77,77,77,3,2,2,-1,77,77,77,77
1050,1,1,2,0,3,3,3,3,77,77,77,77,1,1,1,1,77,77,77,77
1051,1,2,1,0,2,4,4,20,77,77,77,77,3,2,2,-1,77,77,77,77
1052,1,-1,-1,-1,19,19,19,19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1053,1,2,0,0,2,4,4,20,77,77,77,77,3,2,2,-1,77,77,77,77
1054,1,2,0,0,2,4,4,20,77,77,77,77,3,2,2,-1,77,77,77,77
1055,1,2,0,0,2,4,4,20,77,77,77,77,3,2,2,-1,77,77,77,77
1056,1,0,-1,-1,19,19,19,20,77,-1,-1,77,24,24,24,-1,77,77,77,77
1057,1,-1,-1,-1,19,19,19,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1058,1,-1,-1,-1,19,19,19,19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1059,1,-1,-1,-1,19,20,20,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1060,1,-1,-1,-1,19,20,20,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1061,1,-1,-1,-1,19,19,19,19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1062,1,-1,-1,-1,19,19,19,20,-1,-1,-1,77,-1,-1,-1,-1,-1,-1,-1,77
1063,1,-1,-1,-1,20,20,20,20,77,77,77,77,41,41,41,41,77,77,77,77
1064,1,2,1,0,2,4,4,2,-1,-1,-1,-1,3,2,2,3,-1,-1,-1,-1
1065,1,1,2,0,3,3,3,20,77,77,77,77,1,1,1,-1,77,77,77,77
1066,-1,-1,-1,-1,21,21,21,21,77,77,77,77,99,99,99,99,-1,-1,-1,-1
1067,1,2,0,0,2,4,4,20,77,77,77,-1,3,2,2,-1,77,77,77,-1
1068,1,2,0,0,14,14,14,20,77,77,77,77,31,31,31,-1,77,77,77,77
1069,1,2,-1,-1,2,4,4,20,77,77,77,77,3,2,2,-1,77,77,77,77
1070,1,2,0,0,2,4,4,20,77,77,77,-1,3,2,2,-1,77,77,77,-1
1071,1,2,1,0,2,4,4,20,-1,-1,-1,77,3,2,2,-1,-1,-1,-1,77
1072,1,2,1,0,2,4,4,20,-1,-1,-1,-1,3,2,2,-1,-1,-1,-1,-1
1073,1,2,0,0,2,4,4,2,77,77,77,77,3,2,2,3,77,77,77,77
1074,1,1,2,2,3,3,3,3,77,77,77,77,1,1,1,1,77,77,77,77
1075,1,1,2,0,3,3,3,3,77,77,77,-1,1,1,1,-1,77,77,77,-1
1076,1,2,0,0,2,4,4,20,77,77,77,-1,3,2,2,-1,77,77,77,-1
1077,1,2,2,0,3,3,3,3,77,77,77,77,1,1,1,1,77,77,77,77
1078,1,2,0,0,2,4,4,20,77,77,77,77,3,2,2,-1,77,77,77,77
1079,1,2,0,0,2,4,4,20,77,77,77,77,3,2,2,-1,77,77,77,77
1080,1,2,0,0,2,4,4,2,77,77,77,-1,3,2,2,3,77,77,77,-1
1081,1,2,0,0,2,4,4,20,77,77,77,77,3,2,2,-1,77,77,77,77
1082,1,2,0,0,2,4,4,20,77,77,77,77,3,2,2,-1,77,77,77,77
1083,1,2,1,0,2,4,4,20,-1,-1,-1,77,3,2,2,-1,-1,-1,-1,77
1084,1,2,1,0,2,4,4,20,77,77,77,77,3,2,2,-1,77,77,77,77
1085,1,2,1,0,2,4,4,20,77,77,77,77,3,2,2,-1,77,77,77,77
1086,1,2,1,0,2,4,4,20,77,77,77,77,3,2,2,-1,77,77,77,77
1087,1,-1,-1,-1,12,12,12,20,77,77,77,-1,28,28,28,-1,77,77,77,-1
1088,1,2,1,0,2,4,4,2,77,77,77,-1,3,2,2,3,77,77,77,-1
1089,1,2,1,0,2,4,4,20,77,77,77,-1,3,2,2,-1,77,77,77,-1
1090,1,2,0,0,2,4,4,2,77,77,77,-1,3,2,2,-1,77,77,77,-1
1091,1,2,0,0,2,4,4,20,77,77,77,77,3,2,2,-1,77,77,77,77
1092,1,0,-1,-1,20,12,12,20,77,77,77,77,-1,28,28,-1,77,77,77,77
1093,1,2,0,0,20,4,4,20,77,77,77,77,-1,2,2,-1,77,77,77,77
1094,1,2,0,0,2,4,4,20,77,77,77,77,3,2,2,-1,77,77,77,77
1095,1,1,2,0,3,3,3,20,77,77,77,77,1,1,1,-1,77,77,77,77
1096,1,2,1,0,2,4,4,2,-1,-1,-1,-1,3,2,2,3,-1,-1,-1,-1
1097,1,2,0,0,2,4,4,20,77,77,77,77,3,2,2,-1,77,77,77,77
1098,1,2,0,0,2,4,4,2,77,77,77,77,3,2,2,3,77,77,77,77
1099,1,1,-1,-1,19,19,19,19,12,12,12,12,-1,-1,-1,-1,28,28,28,28
1100,1,2,2,2,3,3,3,20,77,77,77,77,1,1,1,-1,77,77,77,77
1101,1,2,0,0,2,4,4,2,77,77,77,77,3,2,2,3,77,77,77,77
1102,1,2,0,0,2,4,4,20,77,77,77,77,42,42,42,-1,24,24,24,77
1103,1,2,0,0,2,4,4,20,77,77,77,-1,3,2,2,-1,77,77,77,-1
1104,1,2,-1,-1,19,19,19,20,3,3,3,77,-1,-1,-1,-1,-1,-1,-1,77
1105,1,2,0,0,2,4,4,2,77,77,77,-1,3,2,2,-1,77,77,77,-1
1106,1,2,0,0,2,4,4,2,77,77,77,-1,3,2,2,3,77,77,77,-1
1107,1,1,2,2,3,3,3,3,77,77,77,-1,1,1,1,1,77,77,77,-1
1108,1,2,2,2,3,3,3,20,77,77,77,77,1,1,1,-1,77,77,77,77
1109,1,1,2,5,3,3,3,20,77,77,77,77,1,1,1,-1,77,77,77,77
1110,1,1,2,3,3,3,3,20,77,77,77,-1,1,1,1,-1,77,77,77,-1
1111,1,2,0,0,2,4,4,20,77,77,77,77,3,2,2,-1,77,77,77,77
1112,1,2,-1,-1,14,14,14,20,77,77,77,77,31,31,31,-1,77,77,77,77
1113,1,0,-1,-1,19,19,19,20,-1,-1,-1,77,-1,-1,-1,-1,-1,-1,-1,77
1114,1,2,0,0,2,4,4,20,77,77,77,77,3,2,2,-1,77,77,77,77
1115,1,2,0,0,2,4,4,20,77,77,77,77,3,2,2,-1,77,77,77,77
1116,1,2,1,0,2,4,4,20,-1,-1,-1,77,3,2,2,-1,-1,-1,-1,77
1117,1,2,0,0,2,4,4,20,77,77,77,77,3,2,2,-1,77,77,77,77
1118,1,2,0,0,2,4,4,20,77,77,77,77,3,2,2,-1,77,77,77,77
1119,1,-1,-1,-1,20,20,20,20,19,19,19,19,-1,-1,-1,-1,-1,-1,-1,-1
1120,1,-1,-1,-1,20,20,20,20,19,19,19,77,-1,-1,-1,-1,-1,-1,-1,77
1121,-1,2,0,0,2,4,4,20,77,77,77,77,-1,2,2,-1,-1,-1,-1,-1
1122,1,-1,-1,-1,12,12,12,20,77,77,77,77,28,28,28,41,77,77,77,77
1123,1,2,0,0,2,4,4,20,77,77,77,77,3,2,2,41,77,77,77,77
1124,1,2,0,0,2,4,4,20,77,77,77,77,3,2,2,41,77,77,77,77
1125,1,0,-1,-1,12,12,12,20,77,77,77,77,28,28,28,41,77,77,77,77
1126,1,2,1,0,2,4,4,20,-1,-1,-1,-1,3,2,2,41,-1,-1,-1,-1
1127,1,2,1,0,2,4,4,20,-1,-1,-1,-1,3,2,2,41,-1,-1,-1,-1
1128,1,2,0,0,2,4,4,2,77,77,77,77,3,2,2,2,77,77,77,77
1129,1,2,0,0,2,4,4,2,77,77,77,-1,3,2,2,2,77,77,77,-1
1130,1,2,0,0,2,4,4,2,77,77,77,77,3,2,2,2,77,77,77,77
1131,1,2,0,0,2,4,4,20,77,77,77,77,3,2,2,41,77,77,77,77
1132,1,1,2,2,3,3,3,3,77,77,77,77,1,1,1,1,77,77,77,77
1133,1,2,0,0,2,4,4,2,77,77,77,-1,3,2,2,2,77,77,77,-1
1134,1,0,-1,-1,12,12,12,20,77,77,77,77,28,28,28,41,77,77,77,77
1135,1,2,0,0,2,4,4,20,77,77,77,77,3,2,2,41,77,77,77,77
1136,1,2,0,0,2,4,4,2,77,77,77,77,3,2,2,2,77,77,77,77
1137,1,0,-1,-1,12,12,12,20,77,77,77,77,28,28,28,41,77,77,77,77
1138,1,0,-1,-1,12,12,12,20,77,77,77,77,28,28,28,41,77,77,77,77
1139,1,2,0,0,2,4,4,2,77,77,77,77,3,2,2,2,77,77,77,77
1140,1,2,1,0,2,4,4,20,-1,-1,-1,-1,3,2,2,41,-1,-1,-1,-1
1141,1,0,-1,-1,12,12,12,12,-1,-1,-1,-1,28,28,28,28,-1,-1,-1,-1
1142,1,0,-1,-1,12,12,12,20,77,77,77,77,28,28,28,28,77,77,77,77
1143,1,2,0,0,2,4,4,20,77,77,77,77,3,2,2,41,77,77,77,77
1144,1,2,0,0,2,4,4,20,77,77,77,77,3,2,2,17,77,77,77,77
1145,1,2,0,0,7,7,7,20,77,77,77,77,43,43,43,41,77,77,77,77
1146,1,2,0,0,2,4,4,20,77,77,77,77,3,2,2,41,77,77,77,77
1147,1,0,-1,-1,12,12,12,20,77,77,77,77,28,28,28,41,77,77,77,77
1148,1,0,-1,-1,12,12,12,20,77,77,77,77,28,28,28,41,77,77,77,77
1149,1,2,0,0,2,4,4,20,77,77,77,77,3,2,2,41,77,77,77,77
1150,1,2,0,0,2,4,4,20,77,77,77,77,3,2,2,41,77,77,77,77
1151,1,2,1,0,2,4,4,20,77,77,77,77,3,2,2,41,77,77,77,77
1152,1,2,0,0,2,4,4,20,77,77,77,77,3,2,2,41,77,77,77,77
1153,1,2,0,0,2,4,4,20,77,77,77,77,3,2,2,41,77,77,77,77
1154,1,2,0,0,2,4,4,20,77,77,77,77,3,2,2,41,77,77,77,77
1155,1,2,0,0,20,4,4,20,77,77,77,77,41,2,2,41,77,77,77,77
1156,1,2,0,0,2,4,4,20,77,77,77,77,3,2,2,41,77,77,77,77
1157,1,2,0,0,2,4,4,20,77,77,77,77,3,2,2,41,77,77,77,77
1158,1,2,0,0,2,4,4,20,77,77,77,77,3,2,2,41,77,77,77,77
1159,1,1,-1,-1,12,12,12,12,3,3,3,20,28,28,28,28,1,1,1,41
1160,1,1,-1,-1,12,12,12,20,3,3,3,-1,28,28,28,41,1,1,1,-1
1161,1,2,1,0,2,4,4,20,-1,-1,-1,-1,3,2,2,41,-1,-1,-1,-1
1162,1,2,0,0,2,4,4,20,77,77,77,77,3,2,2,41,77,77,77,77
1163,1,2,0,0,2,4,4,20,77,77,77,77,3,2,2,41,77,77,77,77
1164,1,2,0,0,2,4,4,20,77,77,77,77,3,2,2,41,77,77,77,77
1165,1,2,0,0,20,4,4,20,77,77,77,77,41,2,2,41,77,77,77,77
1166,1,2,0,0,2,4,4,20,77,77,77,77,3,2,2,41,77,77,77,77
1167,1,2,0,0,2,4,4,20,-1,77,77,77,3,2,2,41,-1,77,77,77
1168,1,-1,-1,-1,20,14,14,20,77,77,77,77,-1,31,31,41,77,77,77,77
1169,1,2,1,0,2,4,4,20,-1,77,77,77,3,2,2,41,-1,77,77,77
1170,1,2,0,0,2,4,4,20,77,77,77,77,3,42,42,41,-1,24,24,77
1171,1,2,0,0,20,4,4,20,-1,77,77,77,41,42,42,41,-1,24,24,77
1172,1,2,0,0,2,4,4,20,-1,77,77,77,3,42,42,41,-1,24,24,77
1173,1,2,1,0,20,4,4,20,-1,77,77,-1,41,42,42,41,-1,24,24,-1
1174,1,2,1,0,2,4,4,20,77,77,77,-1,3,42,42,41,-1,24,24,-1
1175,1,2,0,0,2,4,4,20,77,77,77,77,3,2,2,41,77,77,77,77
1176,1,2,0,0,2,4,4,20,77,77,77,77,3,2,2,41,77,77,77,77
1177,1,2,0,0,2,4,4,20,77,77,77,77,3,2,2,41,77,77,77,77
1178,1,2,0,0,2,4,4,20,77,77,77,77,3,2,2,41,77,77,77,77
1179,1,2,1,0,2,4,4,20,77,77,77,77,3,2,2,41,77,77,77,77
1180,1,2,0,0,20,4,4,20,77,77,77,77,41,42,42,41,77,24,24,77
1181,1,2,0,0,20,4,4,20,77,77,77,77,41,2,2,41,77,77,77,77
1182,1,2,0,0,2,4,4,20,77,77,77,77,3,2,2,41,77,77,77,77
1183,1,2,1,0,2,4,4,20,77,77,77,77,3,2,2,41,77,77,77,77
1184,1,2,0,0,2,4,4,20,77,77,77,77,3,2,2,41,77,77,77,77
1185,1,2,0,0,2,4,4,20,77,77,77,77,3,2,2,41,77,77,77,77
1186,1,2,0,0,2,4,4,20,77,77,77,77,42,42,42,41,77,77,77,77
1187,1,2,0,0,2,4,4,20,77,77,77,7,3,2,2,41,77,77,77,77
1188,1,-1,-1,-1,12,12,12,20,-1,77,77,77,-1,-1,25,41,-1,-1,77,77
1189,1,2,0,0,2,4,4,20,77,77,77,77,3,2,2,41,77,77,77,77
1190,1,2,0,0,2,4,4,20,77,77,77,77,3,2,2,41,77,77,77,77
1191,1,2,0,0,2,4,4,20,77,77,77,77,3,2,2,41,77,77,77,77
1192,1,-1,-1,-1,12,14,14,20,77,77,77,77,28,31,31,41,77,77,77,77
1193,1,2,0,0,2,4,4,20,77,77,77,77,3,2,2,41,77,77,77,77
1194,1,2,0,0,2,4,4,2,77,77,77,-1,3,2,2,2,77,77,77,-1
1195,1,2,0,0,2,4,4,20,77,77,77,77,3,2,2,41,77,77,77,77
1196,1,2,0,0,2,4,4,20,77,77,77,77,3,2,2,41,77,77,77,77
1197,1,2,0,0,2,4,4,2,77,77,77,77,3,2,2,2,77,77,77,77
1198,1,-1,-1,-1,14,14,14,20,77,77,77,77,41,31,31,41,77,77,77,77
1199,1,-1,-1,-1,20,14,14,20,77,77,77,77,41,31,31,41,77,77,77,77
1200,1,-1,-1,-1,20,14,14,20,14,99,99,77,41,31,31,41,99,99,99,77
1201,1,-1,-1,-1,20,20,20,20,-1,-1,-1,-1,41,41,41,41,-1,-1,-1,-1
1202,1,-1,-1,-1,17,17,17,20,77,77,77,77,38,38,38,41,77,77,77,77
1203,1,1,2,0,3,3,3,20,77,77,77,77,1,1,1,41,77,77,77,77
1204,1,1,2,2,3,3,3,20,77,77,77,77,1,1,1,41,77,77,77,77
1205,1,1,2,2,3,3,3,20,77,77,77,77,1,1,1,41,77,77,77,77
1206,1,2,0,0,2,4,4,20,77,77,77,77,42,42,42,41,77,77,77,77
1207,1,2,0,0,2,4,4,20,77,77,77,77,42,42,42,41,77,77,77,77
1208,1,-1,-1,-1,20,20,20,20,-1,-1,-1,-1,41,41,41,41,-1,-1,-1,-1
1209,1,2,0,0,2,4,4,2,7,77,77,-1,42,42,42,42,77,77,77,-1
1210,1,-1,-1,-1,20,12,12,20,77,77,77,77,41,28,28,41,77,77,77,77
1211,1,2,0,0,2,4,4,20,77,77,77,77,3,2,2,41,77,77,77,77
1212,1,2,0,0,2,4,4,20,77,77,77,77,3,2,2,41,77,77,77,77
1213,1,2,0,0,2,4,4,20,77,77,77,77,3,2,2,41,77,77,77,77
1214,1,2,0,0,2,4,4,20,77,77,77,77,3,2,2,41,77,77,77,77
1215,1,2,0,0,2,4,4,20,77,77,77,77,3,2,2,41,77,77,77,77
1216,1,2,0,0,2,4,4,20,77,77,77,77,3,2,2,41,77,77,77,77
1217,1,-1,-1,-1,17,17,17,20,77,77,77,77,38,38,38,41,77,77,77,77
1218,1,2,0,0,2,4,4,20,77,77,77,77,3,2,2,41,77,77,77,77
1219,1,2,0,0,2,4,4,20,77,77,77,77,3,2,2,41,77,77,77,77
1220,1,2,0,0,2,4,4,20,77,77,77,77,3,2,2,41,77,77,77,77
1221,1,2,1,0,2,4,4,20,77,77,77,77,3,2,2,41,77,77,77,77
1222,1,2,0,0,2,4,4,20,77,77,77,77,3,2,2,41,77,77,77,77
1223,1,2,0,0,2,4,4,2,77,77,77,77,3,2,2,2,77,77,77,77
1224,1,2,0,0,2,4,4,20,77,77,77,77,3,2,2,41,77,77,77,77
1225,1,1,2,4,3,3,3,20,77,77,77,77,1,1,1,41,77,77,77,77
1226,1,-1,-1,-1,17,17,17,20,77,77,77,77,38,38,38,41,77,77,77,77
