"SSN","obsidianTot","obsidianBlades","obsidianWaste","obsidianScrapers","obsidianPoints","obsidianCores","obsidianKnives","obsidianEccentrics","obsidianMagueyS","obsidianUtFlake","obsidianNodules","basaltTot","basaltTools","chert","quartz"
1289,222,27,142,28,18,5,2,0,0,0,0,15,6,1,0
1290,201,36,112,37,12,0,4,0,0,0,0,12,7,0,0
1291,460,78,294,47,27,14,0,0,0,0,0,35,10,0,0
1292,148,39,67,32,6,2,2,0,0,0,0,12,3,0,0
1293,47,15,15,12,1,2,0,0,0,0,0,4,0,0,0
1294,144,44,49,33,8,7,2,0,0,0,0,10,3,0,0
1295,184,49,82,37,12,4,0,0,0,0,0,15,5,0,0
1296,296,73,155,35,13,16,4,0,0,0,0,15,6,0,0
1297,41,12,12,10,6,0,1,0,0,0,0,3,0,0,0
1298,40,13,14,13,0,0,0,0,0,0,0,1,0,0,0
1299,97,42,18,32,1,2,1,0,0,0,0,2,2,0,0
1300,206,37,121,27,14,3,4,0,0,0,0,10,1,0,0
1301,84,30,34,12,4,3,1,0,0,0,0,5,2,0,0
1302,149,68,54,14,11,2,0,0,0,0,0,4,1,0,0
1303,25,13,6,4,0,0,1,0,0,0,0,6,0,0,0
1304,43,20,15,6,1,0,0,0,0,0,0,2,1,0,0
1305,18,5,5,6,1,1,0,0,0,0,0,1,0,0,0
1306,25,8,11,6,0,0,0,0,0,0,0,0,0,0,0
1307,40,18,15,5,2,0,0,0,0,0,0,4,2,0,0
1308,53,22,19,8,3,1,0,0,0,0,0,6,0,0,0
1309,44,10,25,5,3,1,0,0,0,0,0,6,5,0,0
1310,26,6,14,4,1,1,0,0,0,0,0,4,2,0,0
1311,367,270,28,36,25,7,0,0,0,0,0,27,7,0,0
1312,66,11,36,10,9,0,0,0,0,0,0,11,4,0,0
1313,138,27,72,26,12,1,0,0,0,0,0,18,5,0,0
1314,497,163,230,53,38,6,6,0,0,0,0,16,5,0,0
1315,92,39,32,16,7,6,1,0,0,0,0,5,2,0,0
1316,182,43,104,23,10,2,0,0,0,0,0,13,2,0,0
1317,18,7,5,2,3,1,0,0,0,0,0,0,0,0,0
1318,9,3,2,1,3,0,0,0,0,0,0,0,0,0,0
1319,28,12,6,9,1,0,0,0,0,0,0,2,2,0,0
1320,10,3,5,2,0,0,0,0,0,0,0,1,1,0,0
1321,147,80,44,13,7,2,0,0,0,0,0,2,1,0,0
1322,11,7,0,3,0,0,1,0,0,0,0,2,2,0,0
1323,14,8,1,3,1,1,0,0,0,0,0,3,2,0,0
1324,158,105,32,15,5,0,0,0,0,0,0,6,1,0,0
1325,5,2,1,1,0,1,0,0,0,0,0,0,0,0,0
1326,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0
1327,163,91,47,13,7,4,1,0,0,0,0,0,0,0,0
1328,8,6,1,1,0,0,0,0,0,0,0,0,0,0,0
1329,63,38,15,7,3,0,0,0,0,0,0,2,1,0,0
1330,67,34,22,10,1,0,0,0,0,0,0,1,1,0,0
1331,22,6,9,2,1,0,0,0,0,0,4,2,2,0,0
1332,67,24,28,6,6,3,0,0,0,0,0,4,2,0,0
1333,12,1,7,3,1,0,0,0,0,0,0,1,1,0,0
1334,29,13,10,2,3,1,0,0,0,0,0,1,1,0,0
1335,119,65,34,10,9,1,0,0,0,0,0,2,2,0,0
1336,5,1,2,2,0,0,0,0,0,0,0,0,0,0,0
1337,101,60,18,14,4,5,0,0,0,0,0,2,1,0,0
1338,475,333,90,37,12,3,0,0,0,0,0,9,2,0,0
1339,44,19,8,11,5,1,0,0,0,0,0,0,0,0,0
1340,30,13,4,10,1,2,0,0,0,0,0,0,0,0,0
1341,39,24,9,4,0,2,0,0,0,0,0,0,0,0,0
1342,75,32,22,16,5,0,0,0,0,0,0,1,1,0,0
1343,36,15,7,8,3,3,0,0,0,0,0,4,3,0,0
1344,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1345,52,28,17,3,2,2,0,0,0,0,0,1,1,0,0
1346,89,27,51,7,4,0,0,0,0,0,0,6,3,0,0
1347,100,38,55,3,1,2,0,0,0,0,0,3,1,0,0
1348,243,66,141,20,11,4,0,0,0,0,0,7,3,0,0
1349,141,27,92,11,11,0,0,0,0,0,0,13,6,0,0
1350,5,0,4,0,0,1,0,0,0,0,0,1,0,0,0
1351,157,39,95,14,7,1,0,0,0,0,0,5,0,0,0
1352,110,25,71,9,3,2,0,0,0,0,0,9,3,0,0
1353,79,17,47,7,7,1,0,0,0,0,0,7,1,0,0
1354,59,10,34,13,2,0,0,0,0,0,0,13,3,0,0
1355,32,5,19,6,1,0,1,0,0,0,0,1,0,0,0
1356,-1,0,0,-1,1,1,2,0,0,0,0,1,1,0,0
1357,2,0,0,1,1,0,0,0,0,0,0,1,1,-1,0
1358,-1,-1,0,0,0,0,1,0,0,0,0,-1,0,0,0
1359,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
1360,82,20,48,11,1,2,0,0,0,0,0,7,2,0,0
1361,78,12,47,13,6,0,0,0,0,0,0,11,2,0,0
1362,50,13,23,12,1,1,0,0,0,0,0,1,0,0,0
1363,55,23,27,1,4,0,0,0,0,0,0,1,0,0,0
1364,112,26,63,16,7,0,0,0,0,0,0,6,1,0,0
1365,13,7,1,0,1,2,1,0,0,1,0,1,1,0,0
1366,26,6,2,4,0,10,0,0,0,4,0,0,0,0,0
1367,17,7,0,5,0,0,0,0,0,5,0,3,2,0,0
1368,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1369,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
1370,25,9,1,4,0,1,1,0,0,8,1,2,2,0,0
1371,35,12,5,8,1,1,0,0,0,0,0,1,1,0,0
1372,18,8,0,2,0,2,0,0,0,6,0,1,1,0,0
1373,16,4,0,6,1,4,0,0,0,1,0,1,1,0,0
1374,11,7,1,1,0,0,1,0,0,1,0,3,3,0,0
1375,48,4,3,12,5,2,6,0,0,13,3,0,0,0,0
1376,27,7,11,6,2,1,0,0,0,0,0,3,1,0,0
1377,75,28,34,6,5,1,0,0,0,0,0,3,1,0,0
1378,102,52,25,21,3,1,0,0,0,0,0,2,1,0,0
1379,210,80,94,19,14,2,0,0,0,0,0,4,1,0,0
1380,14,10,2,2,0,0,0,0,0,0,0,0,0,0,0
1381,44,13,18,8,5,0,0,0,0,0,0,8,1,0,0
1382,71,16,38,11,4,2,0,0,0,0,0,7,4,0,0
1383,60,8,32,12,5,2,1,0,0,0,0,5,-1,0,0
1384,161,21,65,50,21,4,0,0,0,0,0,16,8,0,0
1385,109,26,56,18,7,0,0,0,0,0,0,11,2,0,0
1386,82,22,30,21,8,1,0,0,0,0,0,7,0,0,0
1387,54,16,20,14,3,1,0,0,0,0,0,1,0,0,0
1388,392,53,250,50,28,11,0,0,0,0,0,16,2,0,0
1389,114,21,70,13,8,1,1,0,0,0,0,5,0,0,0
1390,93,15,53,11,11,3,0,0,0,0,0,1,0,0,0
1391,92,11,64,10,6,0,1,0,0,0,0,6,1,-1,0
1392,71,21,31,18,1,0,0,0,0,0,0,3,2,0,0
1393,130,27,70,21,9,2,1,0,0,0,0,5,1,0,0
1394,73,6,56,6,4,1,0,0,0,0,0,5,2,0,0
1395,218,41,128,29,18,2,0,0,0,0,0,11,8,0,0
1396,104,17,61,18,8,0,0,0,0,0,0,10,3,0,0
1397,128,26,80,19,2,1,0,0,0,0,0,6,2,0,0
1398,99,18,56,14,11,0,0,0,0,0,0,7,1,0,0
1399,46,3,29,11,3,0,0,0,0,0,0,5,1,0,0
1400,563,60,445,37,20,1,0,0,0,0,0,16,2,0,0
1401,58,18,36,1,1,1,0,1,0,0,0,1,1,0,0
1402,345,36,245,38,16,6,2,0,0,0,0,15,3,0,0
1403,9,0,7,1,1,0,0,0,0,0,0,0,0,0,0
1404,408,24,292,59,23,8,2,0,0,0,0,26,11,0,0
1405,49,16,27,3,3,0,0,0,0,0,0,3,1,0,0
1406,39,3,28,4,1,2,0,0,0,0,0,3,1,0,0
1407,74,10,39,14,10,0,1,0,0,0,0,7,2,0,0
1408,304,28,203,44,18,6,4,0,0,0,0,29,8,0,0
1409,107,8,71,22,5,1,0,0,0,0,0,11,4,0,0
1410,142,21,87,23,9,2,0,0,0,0,0,10,2,-1,0
1411,152,21,88,34,6,3,0,0,0,0,0,17,6,0,0
1412,195,20,133,23,18,0,0,0,0,0,0,23,5,0,0
1413,333,18,211,73,27,2,1,0,0,0,0,25,2,0,0
1414,169,5,103,42,16,1,1,0,0,0,0,15,7,0,0
1415,514,35,362,84,27,5,0,0,0,0,0,29,3,0,0
1416,359,23,250,53,20,8,2,0,0,0,0,20,7,0,0
1417,43,6,24,10,2,0,0,0,0,0,0,5,3,0,0
1418,288,47,167,47,24,3,0,0,0,0,0,18,4,0,0
1419,65,18,31,14,1,0,0,0,0,0,0,0,0,0,0
1420,171,68,83,8,10,2,0,0,0,0,0,3,1,0,0
1421,2,0,2,0,0,0,0,0,0,0,0,0,0,0,-1
1422,107,38,49,12,6,2,0,0,0,0,0,2,1,0,0
1423,56,13,20,17,4,2,0,0,0,0,0,1,1,0,0
1424,37,8,18,9,1,1,0,0,0,0,0,2,0,0,0
1425,34,8,12,8,5,1,0,0,0,0,0,0,0,0,0
1426,188,43,111,21,11,1,0,0,0,0,0,4,1,0,0
1427,116,28,71,6,10,1,0,0,0,0,0,14,6,0,0
1428,41,3,25,6,5,2,0,0,0,0,0,0,0,0,0
1429,31,3,16,9,2,1,0,0,0,0,0,0,0,0,0
1430,154,34,82,22,16,0,0,0,0,0,0,9,3,0,0
1431,79,17,47,8,5,2,0,0,0,0,0,2,0,0,0
1432,31,11,12,3,4,0,0,0,0,0,0,4,2,0,0
1433,109,25,66,11,7,0,0,0,0,0,0,6,0,0,0
1434,37,13,19,5,0,0,0,0,0,0,0,2,1,0,0
1435,31,9,18,4,0,0,0,0,0,0,0,0,0,0,0
1436,49,7,28,10,3,1,0,0,0,0,0,2,1,0,0
1437,73,23,31,13,4,2,0,0,0,0,0,2,1,0,0
1438,61,11,33,11,6,0,0,0,0,0,0,5,3,0,0
1439,8,4,2,2,0,0,0,0,0,0,0,3,2,0,0
1440,21,6,7,4,4,0,0,0,0,0,0,0,0,0,0
1441,45,19,7,9,9,1,0,0,0,0,0,1,1,0,0
1442,19,9,5,3,2,0,0,0,0,0,0,1,0,0,0
1443,4,2,2,0,0,0,0,0,0,0,0,1,0,0,0
1444,19,4,4,7,4,0,0,0,0,0,0,2,1,0,0
1445,42,10,21,9,0,2,0,0,0,0,0,2,1,0,0
1446,89,30,32,10,12,4,1,0,0,0,0,5,1,0,0
1447,47,15,18,11,3,0,0,0,0,0,0,7,1,0,0
1448,21,1,14,5,1,0,0,0,0,0,0,6,4,0,0
1449,55,19,12,16,7,0,1,0,0,0,0,5,2,0,0
1450,104,40,38,18,7,1,0,0,0,0,0,5,0,0,0
1451,27,16,8,0,3,0,0,0,0,0,0,2,0,0,0
1452,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0
1453,38,25,8,2,2,1,0,0,0,0,0,2,0,0,0
1454,21,10,7,2,1,1,0,0,0,0,0,1,0,0,0
1455,8,3,5,0,0,0,0,0,0,0,0,0,0,0,0
1456,5,2,2,1,0,0,0,0,0,0,0,0,0,0,0
1457,8,3,5,0,0,0,0,0,0,0,0,0,0,0,0
1458,13,5,6,0,2,0,0,0,0,0,0,0,0,0,0
1459,67,19,35,6,4,2,0,0,0,0,0,7,3,0,0
1460,67,19,35,6,4,2,0,0,0,0,0,7,3,0,0
1461,97,3,61,16,9,5,0,0,0,0,3,2,0,-1,2
1462,39,18,16,2,2,1,0,0,0,0,0,0,0,0,0
1463,65,22,33,9,1,0,0,0,0,0,0,0,0,0,0
1464,31,10,18,3,0,0,0,0,0,0,0,0,0,0,0
1465,43,19,15,1,8,0,0,0,0,0,0,1,1,0,0
1466,23,15,8,0,0,0,0,0,0,0,0,2,1,0,0
1467,14,2,13,0,0,0,1,0,0,0,0,0,0,0,0
1468,106,24,57,15,5,2,0,0,0,0,3,3,0,0,1
1469,92,27,30,21,11,3,0,0,0,0,0,2,1,0,1
1470,12,5,4,2,1,0,0,0,0,0,0,0,0,0,1
1471,29,12,9,4,1,3,0,0,0,0,0,4,2,0,2
1472,23,14,7,0,2,0,0,0,0,0,0,1,1,-1,1
1473,43,23,15,4,1,0,0,0,0,0,0,0,0,0,0
1474,18,3,11,2,1,0,0,1,0,0,0,0,0,0,0
1475,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
1476,43,27,12,2,1,1,0,0,0,0,0,0,0,0,0
1477,261,111,101,27,17,5,0,0,0,0,0,2,1,0,0
1478,495,204,201,59,20,7,2,0,0,0,0,13,4,-1,1
1479,107,42,38,16,6,5,0,0,0,0,0,0,0,0,2
1480,123,40,66,9,8,0,0,0,0,0,0,3,1,0,1
1481,737,197,375,110,38,12,2,0,0,0,0,22,4,0,2
1482,190,31,102,38,14,4,1,0,0,0,0,15,4,0,0
1483,24,1,8,11,3,0,1,0,0,0,0,5,2,0,0
1484,80,12,37,18,11,1,1,0,0,0,0,3,0,0,0
1485,197,40,96,35,21,5,0,0,0,0,0,6,2,0,2
1486,220,44,100,40,30,6,0,0,0,0,0,7,2,0,0
1487,144,26,61,27,23,3,4,0,0,0,0,6,3,0,0
1488,94,15,54,17,8,0,0,0,0,0,0,4,2,0,1
1489,107,21,61,15,9,0,0,0,0,0,0,1,1,0,0
1490,46,12,26,3,3,2,0,0,0,0,0,3,1,0,0
1491,118,29,68,18,3,0,0,0,0,0,0,7,1,0,0
1492,36,9,17,8,1,1,0,0,0,0,0,1,1,0,0
1493,32,8,13,9,1,1,0,0,0,0,0,1,1,0,0
1494,99,25,43,21,8,2,0,0,0,0,0,5,3,0,0
1495,143,45,67,15,10,6,0,0,0,0,0,7,3,0,0
1496,18,59,86,17,16,5,0,0,0,0,0,17,3,0,2
1497,177,31,77,46,17,6,0,0,0,0,0,27,11,0,0
1498,76,20,43,10,1,2,0,0,0,0,0,5,2,0,1
1499,333,150,100,51,25,7,0,0,0,0,0,23,8,0,0
1500,184,57,84,28,13,2,0,0,0,0,0,8,3,0,0
1501,172,59,70,23,14,6,0,0,0,0,0,12,7,0,0
1502,146,45,62,22,9,7,0,1,0,0,0,5,2,0,0
1503,113,26,58,16,10,3,0,0,0,0,0,9,4,0,1
1504,78,26,29,9,9,4,1,0,0,0,0,7,3,-1,1
1505,35,9,12,6,6,2,0,0,0,0,0,4,4,0,1
1506,73,14,34,19,6,0,0,0,0,0,0,33,5,0,3
1507,31,16,10,3,1,1,0,0,0,0,0,3,0,0,0
1508,23,11,8,3,0,1,0,0,0,0,0,3,0,0,0
1509,45,25,14,5,0,1,0,0,0,0,0,1,1,-1,0
1510,29,16,11,0,2,0,0,0,0,0,0,20,6,0,0
1511,55,14,24,12,3,2,0,0,0,0,0,67,5,-1,0
1512,53,17,18,11,5,0,0,0,0,0,0,4,3,0,0
1513,133,60,45,17,7,4,0,0,0,0,0,11,5,0,5
1514,45,17,15,9,2,2,0,0,0,0,0,3,3,0,0
1515,167,29,69,46,19,4,0,0,0,0,0,17,9,0,0
1516,464,199,159,75,23,4,1,0,0,0,0,16,6,0,0
1517,260,45,141,51,14,8,1,0,0,0,0,13,7,0,0
1518,163,31,74,34,19,3,2,0,0,0,0,11,7,0,0
1519,28,6,17,4,0,1,0,0,0,0,0,2,0,0,1
1520,5,1,2,1,1,0,0,0,0,0,0,0,0,0,0
1521,7,3,4,0,0,0,0,0,0,0,0,0,0,0,0
1522,16,5,6,2,3,0,0,0,0,0,0,1,1,0,0
1523,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
1524,12,7,3,1,1,0,0,0,0,0,0,1,0,0,0
1525,162,-1,0,-1,6,1,1,0,0,0,0,1,0,0,0
1526,63,41,0,2,2,1,1,0,0,0,0,0,0,0,0
1527,42,2,0,4,0,1,0,0,0,0,0,2,0,0,0
1528,33,19,0,4,1,1,0,0,0,0,0,0,0,0,0
1529,28,15,0,3,0,0,0,0,0,0,0,2,1,0,0
1530,70,51,0,2,0,1,0,0,0,0,0,0,0,0,0
1531,135,94,0,3,2,2,2,0,0,0,0,4,1,0,0
1532,38,33,4,1,2,0,0,0,0,0,0,0,0,0,0
1533,60,41,11,0,4,1,0,0,0,0,0,-1,-1,0,0
1534,48,25,14,3,2,3,0,0,0,0,0,-1,-1,0,0
1535,13,8,0,0,1,1,0,0,0,0,0,0,0,0,0
1536,16,15,4,1,2,1,0,0,0,0,0,0,0,0,0
1537,78,-1,-1,-1,6,6,0,0,0,0,0,0,0,0,0
1538,20,11,5,1,2,0,0,0,0,0,0,0,0,0,0
1539,20,11,3,4,0,0,0,0,0,0,0,0,0,0,0
1540,102,66,20,3,2,2,0,0,0,0,0,-1,-1,0,0
1541,6,2,2,2,0,0,1,0,0,0,0,0,0,0,0
1542,50,1,-1,0,4,3,0,0,0,0,0,-1,-1,0,0
1543,30,21,5,6,0,2,0,0,0,0,0,-1,-1,0,0
1544,35,17,11,3,1,2,0,0,0,0,0,-1,-1,0,0
1545,147,76,43,2,12,3,0,0,0,0,0,-1,-1,0,0
1546,192,88,59,2,12,8,2,0,0,0,0,-1,-1,0,0
1547,94,47,27,1,9,3,0,0,0,0,0,-1,-1,0,0
1548,79,48,20,1,8,0,1,0,0,0,0,-1,0,0,0
1549,147,72,47,2,12,7,2,0,0,0,0,-1,-1,0,0
1550,58,18,25,0,4,2,0,0,0,0,0,-1,-1,0,0
1551,80,42,28,2,6,4,1,0,0,0,0,-1,-1,0,0
1552,71,30,15,2,4,8,2,0,0,0,0,1,1,0,0
1553,23,11,10,0,0,2,0,0,0,0,0,0,0,0,0
1554,13,5,6,0,2,0,0,0,0,0,0,-1,-1,0,0
1555,20,-1,-1,-1,2,0,0,0,0,0,0,0,0,0,0
1556,18,11,5,0,0,0,0,0,0,0,0,-1,-1,0,0
1557,17,9,4,0,2,2,0,0,0,0,0,0,0,0,0
1558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1559,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1560,48,-1,0,-1,6,3,2,0,0,0,0,2,1,1,0
1561,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1562,4,3,0,1,0,0,0,0,0,0,0,1,0,0,0
1563,41,10,13,0,5,1,1,0,0,12,0,2,0,0,0
1564,3,1,0,0,2,0,0,0,0,0,0,0,0,0,0
1565,3,0,0,0,2,1,0,0,0,0,0,0,0,0,0
1566,6,2,4,0,0,0,0,0,0,0,0,0,0,0,0
1567,8,4,1,1,1,1,0,0,0,0,0,0,0,0,1
1568,57,24,17,12,3,0,0,1,0,0,0,2,1,0,1
1569,52,27,9,13,3,0,0,0,0,0,0,0,0,0,0
1570,179,80,50,26,14,5,2,1,0,0,1,1,1,0,0
1571,32,15,10,5,1,0,0,0,0,0,0,2,1,0,0
1572,80,26,38,8,3,4,0,0,0,0,0,1,0,1,0
1573,210,85,75,26,12,10,0,2,0,0,0,2,1,0,0
1574,110,30,53,19,4,4,0,0,0,0,0,1,0,0,0
1575,102,18,56,20,5,3,0,0,0,0,0,2,0,0,0
1576,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0
1577,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0
1578,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0
1579,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0
1580,53,16,24,10,3,0,0,0,0,0,0,1,1,0,0
1581,68,20,30,7,4,5,0,0,0,0,0,4,2,0,0
1582,274,104,104,42,19,4,0,1,0,0,0,3,2,0,0
1583,119,26,69,10,7,7,0,0,0,0,0,8,3,0,0
1584,55,10,25,13,6,1,0,0,0,0,0,1,0,0,0
1585,32,10,12,6,3,1,0,0,0,0,0,0,0,0,0
1586,63,14,28,10,8,3,0,0,0,0,0,4,1,0,0
1587,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
1588,104,32,52,9,4,7,0,0,0,0,0,4,0,0,0
1589,132,52,56,14,6,5,0,0,0,0,0,5,2,0,1
1590,110,61,30,7,3,9,0,0,0,0,0,3,2,0,0
1591,48,7,31,9,1,0,0,0,0,0,0,0,0,0,0
1592,17,6,10,1,0,0,0,0,0,0,0,1,0,0,0
1593,31,6,14,5,3,3,0,0,0,0,0,0,0,0,0
1594,66,15,28,12,9,2,0,0,0,0,0,0,0,0,0
1595,12,1,7,0,0,4,0,0,0,0,0,0,0,0,0
1596,39,9,17,8,0,5,0,0,0,0,0,1,1,0,2
1597,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1598,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0
1599,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0
1600,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0
1601,83,18,1,33,8,22,0,0,0,0,0,1,0,0,0
1602,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0
1603,42,10,-1,12,10,10,0,0,0,0,0,0,0,0,0
1604,33,14,-1,7,7,5,0,0,0,0,0,1,1,0,0
1605,5,1,2,1,0,1,0,0,0,0,0,0,0,0,0
1606,33,3,6,14,0,10,0,0,0,0,0,0,0,0,0
1607,35,14,8,6,1,2,3,0,0,0,0,0,0,0,0
1608,14,8,2,2,2,0,0,0,0,0,0,0,0,0,0
1609,19,8,10,0,0,1,0,0,0,0,0,0,0,0,0
1610,27,11,12,1,0,3,0,0,0,0,0,0,0,0,0
1611,14,5,4,3,0,2,0,0,0,0,0,0,0,0,0
1612,14,7,4,2,1,0,0,0,0,0,0,0,0,0,0
1613,4,1,0,3,0,0,0,0,0,0,0,0,0,0,0
1614,4,2,1,1,0,0,0,0,0,0,0,0,0,-1,0
1615,148,59,67,11,4,7,0,0,0,0,0,0,0,0,0
1616,95,39,41,8,4,3,0,0,0,0,0,0,0,0,0
1617,29,10,14,4,0,1,0,0,0,0,0,0,0,0,0
1618,38,18,13,3,1,3,0,0,0,0,0,0,0,0,0
1619,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0
1620,31,15,8,4,3,1,0,0,0,0,0,0,0,0,0
1621,26,11,10,0,0,5,0,0,0,0,0,0,0,0,0
1622,63,19,31,5,5,3,0,0,0,0,0,0,0,0,0
1623,185,81,87,8,4,5,0,0,0,0,0,0,0,0,0
1624,96,54,24,10,5,3,0,0,0,0,0,1,1,0,0
1625,64,35,21,5,0,3,0,0,0,0,0,2,1,1,0
1626,104,41,41,12,4,6,0,0,0,0,0,0,0,0,0
1627,37,15,11,4,0,7,0,0,0,0,0,1,1,0,0
1628,53,18,22,8,5,0,0,0,0,0,0,1,1,0,0
1629,33,16,10,1,3,2,1,0,0,0,0,0,0,0,0
1630,93,35,18,27,7,6,0,0,0,0,0,0,0,0,0
1631,48,16,14,12,1,4,0,0,0,0,0,1,1,0,0
1632,526,270,217,22,4,10,3,0,0,0,0,0,0,0,0
1633,73,39,25,3,5,1,0,0,0,0,0,2,0,0,0
1634,50,28,15,3,1,3,0,0,0,0,0,0,0,0,0
1635,51,37,11,1,2,0,0,0,0,0,0,3,0,0,0
1636,30,13,13,1,1,2,0,0,0,0,0,0,0,0,0
1637,14,0,10,4,0,0,0,0,0,0,0,1,0,0,0
1638,51,23,22,2,4,0,0,0,0,0,0,0,0,0,0
1639,11,7,3,0,0,1,0,0,0,0,0,0,0,0,0
1640,58,32,16,4,4,2,0,0,0,0,0,1,0,0,0
1641,22,11,7,4,0,0,0,0,0,0,0,0,0,0,0
1642,142,94,34,7,3,4,0,0,0,0,0,0,0,1,0
1643,21,14,6,1,0,0,0,0,0,0,0,0,0,0,0
1644,11,5,5,0,0,1,0,0,0,0,0,0,0,0,0
1645,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0
1646,17,3,8,3,2,1,0,0,0,0,0,0,0,0,0
1647,32,6,13,5,3,5,0,0,0,0,0,1,0,0,0
1648,91,63,18,3,4,3,0,0,0,0,0,1,1,0,0
1649,8,2,6,0,0,0,0,0,0,0,0,0,0,0,0
1650,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0
1651,21,12,5,2,1,1,0,0,0,0,0,1,0,0,0
1652,82,33,33,9,3,4,0,0,0,0,0,0,0,0,0
1653,116,32,51,20,8,3,1,0,0,0,1,3,0,0,0
1654,40,10,21,6,3,0,0,0,0,0,0,1,1,0,0
1655,193,93,60,21,9,9,0,1,0,0,0,2,1,1,0
1656,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
1657,13,5,5,1,1,1,0,0,0,0,0,0,0,0,0
1658,213,73,92,16,15,16,1,0,0,0,0,2,0,0,0
1659,26,12,9,5,0,0,0,0,0,0,0,2,0,0,0
1660,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0
1661,19,11,7,1,0,0,0,0,0,0,0,0,0,1,0
1662,6,1,2,2,1,0,0,0,0,0,0,0,0,0,0
1663,6,3,0,2,0,1,0,0,0,0,0,0,0,0,0
1664,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0
1665,52,17,23,2,5,4,1,0,0,0,0,1,1,0,0
1666,38,19,16,2,0,1,0,0,0,0,0,1,0,0,0
1667,121,63,36,6,13,3,0,0,0,0,0,1,0,1,0
1668,36,15,14,4,1,1,1,0,0,0,0,0,0,0,0
1669,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0
1670,126,67,3,34,4,16,1,0,0,0,2,3,3,2,0
1671,114,49,0,20,10,26,5,1,0,1,1,1,1,6,1
1672,41,20,3,14,1,2,1,0,0,0,0,0,0,1,0
1673,109,51,6,17,2,26,7,0,0,0,0,-1,0,0,0
1674,39,18,1,11,3,5,0,0,0,0,1,1,1,2,0
1675,87,51,5,16,3,12,0,0,0,0,0,0,0,1,0
1676,26,12,3,7,1,2,1,0,0,0,0,0,0,0,0
1677,57,43,3,6,0,5,0,0,0,0,0,1,0,0,0
1678,42,28,2,3,1,6,2,0,0,0,0,2,1,1,0
1679,146,91,12,8,13,19,1,0,0,0,1,-1,0,1,0
1680,26,5,0,0,0,3,0,0,0,0,0,0,0,0,0
1681,96,42,10,5,7,28,1,1,0,0,2,-1,-1,-1,0
1682,14,1,0,4,1,5,3,0,0,0,0,-1,-1,0,0
1683,43,14,2,2,4,12,4,0,0,0,0,-1,-1,0,0
1684,6,0,0,3,0,3,0,0,0,0,0,0,0,0,0
1685,4,0,0,2,1,0,1,0,0,0,0,0,0,0,0
1686,10,6,0,3,0,1,0,0,0,0,0,0,0,0,0
1687,10,6,2,1,0,1,0,0,0,0,0,0,0,0,0
1688,10,8,1,0,0,1,0,0,0,0,0,0,0,0,0
1689,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1690,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1691,16,3,3,1,0,7,0,0,0,0,0,0,0,0,0
1692,9,6,0,0,0,2,1,0,0,0,0,0,0,0,0
1693,48,17,4,3,5,12,1,0,0,0,0,0,0,0,0
1694,88,48,3,0,11,12,3,0,0,0,0,0,0,0,0
1695,83,32,12,4,11,12,0,1,0,0,4,-1,-1,0,0
1696,73,47,3,2,5,18,0,0,0,0,0,0,0,0,0
1697,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0
1698,162,37,34,2,14,20,8,2,0,0,0,-1,-1,0,0
1699,30,46,6,4,6,6,0,0,0,0,0,0,0,0,0
1700,41,22,6,0,6,6,0,0,0,0,0,-1,-1,0,0
1701,12,5,1,0,0,5,0,0,0,0,0,0,0,0,0
