"SSN","totAll","totPrec","totCuan","totTezo","totPatl","totTzac","totMicc","totTlam","totXola","totMete","totOxto","totXome","totMaza","totAzte"
1170,362,0,0,0,0,29,44,45,67,7,0,74,62,15
1171,512,0,0,0,0,10,50,75,101,27,2,35,57,103
1172,297,0,0,0,0,11,19,54,84,27,0,24,14,16
1173,630,0,0,0,0,11,78,62,145,45,5,105,92,29
1174,837,0,0,0,0,30,81,142,186,76,5,44,107,55
1175,485,0,0,0,5,25,35,109,109,11,23,52,39,32
1176,517,0,0,0,8,32,47,150,115,50,6,16,12,51
1177,200,0,0,0,1,5,12,53,23,5,2,11,34,25
1178,45,0,0,0,0,2,3,16,5,3,0,6,1,5
1179,200,0,4,0,0,12,17,52,59,10,1,5,4,17
1180,133,0,0,0,0,0,11,10,41,5,2,27,21,8
1181,21,0,0,0,0,0,1,3,4,0,0,8,3,2
1182,205,0,0,0,0,8,22,24,46,8,5,29,15,20
1183,526,0,0,0,3,27,66,178,128,37,0,11,17,8
1184,224,0,0,0,0,21,24,67,46,9,3,12,14,14
1185,174,0,0,0,0,9,32,30,40,12,0,14,3,2
1186,307,0,0,0,0,17,20,54,60,18,4,35,19,29
1187,483,0,0,0,0,14,36,54,60,36,7,103,17,79
1188,88,0,0,0,0,6,8,13,9,4,0,19,2,12
1189,223,0,0,0,0,5,22,31,15,15,1,36,12,21
1190,88,0,0,0,0,4,10,16,13,2,0,10,5,9
1191,155,0,0,0,0,16,18,16,10,1,5,36,8,27
1192,37,0,0,0,0,2,7,0,6,0,0,8,3,8
1193,200,0,0,0,0,12,24,15,18,14,0,34,3,27
1194,485,0,0,0,0,15,45,66,56,12,12,120,31,60
1195,138,0,0,0,2,11,21,25,21,0,3,26,3,14
1196,43,0,0,0,0,7,2,3,13,0,0,10,0,7
1197,76,0,0,0,0,6,17,15,9,0,4,13,0,8
1198,77,0,0,0,0,0,12,13,18,3,0,14,0,7
1199,82,0,0,0,0,4,11,10,15,5,0,6,8,10
1200,14,0,0,0,0,0,1,2,3,0,0,1,1,3
1201,10,0,0,0,0,0,2,2,0,0,0,1,0,4
1202,964,0,0,0,0,50,90,161,301,65,0,58,12,17
1203,153,0,0,0,4,37,25,21,21,0,0,6,3,9
1204,60,0,0,0,0,3,6,22,12,3,0,3,0,9
1205,245,0,0,0,16,93,21,32,32,0,0,17,0,9
1206,147,0,0,0,6,57,8,32,15,4,0,4,2,5
1207,374,0,0,0,4,115,55,80,41,6,0,16,6,8
1208,38,0,0,0,0,4,4,11,4,0,0,0,5,10
1209,466,0,0,0,0,21,19,46,41,5,5,17,11,265
1210,50,0,0,0,0,0,5,7,8,1,0,0,6,10
1211,77,0,0,0,0,10,0,9,11,0,0,6,0,31
1212,247,0,0,0,2,21,43,40,38,4,3,16,4,37
1213,149,0,0,0,0,17,17,22,28,6,0,6,3,30
1214,94,0,0,0,0,20,11,8,20,3,1,4,0,17
1215,130,0,0,0,1,27,8,10,14,2,0,1,3,36
1216,352,0,0,0,6,94,38,35,61,8,0,29,6,31
1217,466,0,0,0,0,52,38,58,124,26,0,21,8,73
1218,432,0,0,0,3,53,43,65,115,26,3,21,4,30
1219,65,0,0,0,0,22,5,10,12,1,0,4,0,8
1220,221,0,0,0,0,27,18,31,52,8,2,16,2,37
1221,283,0,0,0,0,39,14,13,43,18,0,13,7,107
1222,191,0,0,0,0,18,8,10,33,6,0,30,11,56
1223,477,0,0,0,0,34,29,75,74,30,7,60,0,105
1224,619,0,0,0,9,95,48,89,139,34,0,23,16,23
1225,243,0,0,0,0,36,26,30,59,6,0,11,3,36
1226,726,0,0,0,6,98,78,138,228,29,0,35,2,9
1227,153,0,0,0,7,19,21,25,38,3,0,9,0,3
1228,62,0,0,0,0,18,2,6,10,2,0,1,0,15
1229,122,0,0,0,0,12,15,8,14,0,0,8,4,40
1230,87,0,0,0,0,14,12,17,1,1,0,1,1,23
1231,239,0,0,0,11,60,39,24,49,6,0,16,0,5
1232,205,0,0,0,5,63,26,61,24,0,0,8,4,4
1233,137,0,0,0,7,39,24,38,16,0,0,4,3,0
1234,202,0,0,0,0,31,20,30,12,6,0,7,9,58
1235,436,0,0,0,14,163,24,51,35,7,7,15,12,69
1236,169,0,0,0,24,66,4,19,15,0,0,10,3,14
1237,115,0,0,0,0,31,25,11,0,0,0,4,5,27
1238,265,0,0,0,0,57,39,25,5,3,0,6,6,89
1239,61,0,0,0,0,13,0,1,0,0,6,0,5,34
1240,198,0,0,0,1,24,10,14,13,4,13,13,16,67
1241,135,0,0,0,1,22,9,8,9,2,8,7,15,44
1242,43,0,0,0,0,7,3,4,2,1,0,4,8,10
1243,118,0,0,0,0,1,0,1,2,0,0,0,5,107
1244,27,0,0,0,0,5,0,3,0,0,0,3,0,15
1245,85,0,0,0,0,10,5,6,1,0,0,0,1,59
1246,198,0,0,0,0,31,9,16,3,0,0,0,17,91
1247,54,0,0,0,0,4,2,1,0,0,0,0,3,42
1248,237,0,0,0,0,6,3,2,1,0,0,0,1,223
1249,509,0,0,0,0,22,2,2,3,0,8,24,330,100
1250,17,0,0,0,0,4,2,1,0,0,0,0,1,8
1251,11,0,0,0,0,7,0,0,0,0,0,0,0,4
1252,50,0,0,0,0,26,0,3,0,0,0,0,0,16
1253,415,0,0,0,4,32,25,41,51,66,3,18,15,100
1254,186,0,0,0,0,18,16,13,23,0,0,6,10,72
1255,503,0,0,0,11,47,34,63,71,27,7,27,25,79
1256,148,0,0,0,2,30,8,15,32,9,0,9,9,7
1257,186,0,0,0,4,43,14,12,40,3,0,11,5,30
1258,135,0,0,0,0,13,19,33,29,0,0,7,4,7
1259,214,0,0,0,0,16,3,28,32,5,0,8,6,98
1260,166,0,0,0,0,7,4,15,14,5,1,4,4,80
1261,77,0,0,0,0,42,5,7,1,0,0,0,0,12
1262,113,0,0,0,2,9,22,21,12,6,0,6,2,9
1263,186,0,0,0,0,23,21,37,22,12,0,10,0,41
1264,628,0,0,0,6,44,123,173,69,21,0,14,16,29
1265,88,0,0,0,0,17,4,12,16,6,0,8,1,12
1266,136,0,0,0,0,16,14,15,16,7,0,6,9,38
1267,251,0,0,0,5,12,16,47,64,16,1,10,8,12
1268,37,0,0,0,0,6,2,8,4,1,0,2,0,10
1269,587,0,0,0,15,105,116,139,62,5,0,34,20,21
1270,930,0,0,0,10,107,155,195,147,32,2,51,23,82
1271,166,0,0,0,0,13,6,9,12,0,0,11,6,97
1272,90,0,0,0,0,6,18,16,16,5,0,2,0,5
1273,528,0,0,0,15,102,79,69,116,18,1,6,0,51
1274,71,0,0,0,0,8,13,16,2,1,0,0,0,15
1275,927,0,0,0,8,90,114,87,318,95,0,15,0,4
1276,115,0,0,0,0,10,14,10,50,8,0,9,0,0
1277,39,0,0,0,0,7,5,6,12,0,0,4,0,0
1278,215,0,0,0,0,36,30,22,73,2,0,21,0,0
1279,136,0,0,0,0,18,8,18,27,9,2,25,0,0
1280,63,0,0,0,0,8,9,7,15,2,0,15,0,0
1281,75,0,0,0,0,10,16,5,22,0,0,6,1,0
1282,78,0,0,0,0,31,6,5,15,2,0,5,0,5
1283,148,0,0,0,4,29,13,19,18,0,0,10,0,33
1284,232,0,0,0,6,50,20,18,21,0,0,16,0,82
1285,253,0,0,0,0,28,26,28,23,17,0,11,0,88
1286,100,0,0,0,16,32,12,9,6,1,0,2,0,7
1287,130,0,0,0,8,53,13,5,42,0,0,2,0,0
1288,193,0,0,0,19,83,28,22,13,0,1,0,0,15
1289,396,0,0,0,44,195,47,41,29,0,0,8,0,5
1290,473,0,0,0,27,206,90,42,33,0,0,7,0,12
1291,618,0,0,0,22,288,117,66,45,6,0,9,0,16
1292,243,0,0,0,5,92,43,36,28,0,0,0,0,0
1293,117,0,0,0,4,33,27,8,12,0,0,4,0,6
1294,459,0,0,0,18,94,107,57,56,9,8,6,0,13
1295,382,0,0,0,35,94,92,42,51,0,0,0,0,3
1296,787,0,0,0,27,185,88,96,216,18,0,13,0,29
1297,179,0,0,0,9,49,35,27,7,0,0,0,0,21
1298,189,0,0,0,0,26,32,34,31,14,0,3,0,7
1299,298,0,0,0,8,32,31,26,32,24,4,0,8,76
1300,495,0,0,0,29,140,117,62,73,6,0,11,0,5
1301,381,0,0,0,13,65,55,65,77,16,0,0,0,43
1302,525,0,0,0,20,72,36,77,134,36,0,41,15,18
1303,305,0,0,0,8,42,27,46,68,25,0,14,4,30
1304,187,0,0,0,3,40,19,18,34,11,0,11,7,22
1305,98,0,0,0,0,10,7,17,23,0,0,10,5,16
1306,146,0,0,0,4,13,9,14,19,11,0,5,5,47
1307,189,0,0,0,2,13,11,11,29,0,2,9,6,85
1308,152,0,0,0,0,25,11,24,32,6,1,3,2,30
1309,213,0,0,0,9,83,24,25,33,4,0,8,3,3
1310,194,0,0,0,6,41,37,34,2,9,0,6,5,4
1311,915,0,0,0,55,196,95,174,213,9,4,33,16,20
1312,249,0,0,0,12,79,25,51,40,4,0,15,1,0
1313,372,0,0,0,36,150,39,56,46,4,0,7,0,9
1314,720,0,0,0,61,199,77,108,64,8,0,47,14,37
1315,309,0,0,0,0,37,15,45,79,13,10,18,20,19
1316,733,0,0,0,18,67,55,117,267,24,0,47,22,12
1317,22,0,0,0,0,4,0,3,5,2,0,0,2,5
1318,40,0,0,0,0,2,3,5,4,5,1,2,7,6
1319,137,0,0,0,3,21,10,15,15,5,4,8,3,39
1320,83,0,0,0,0,12,11,18,21,2,0,0,3,3
1321,527,0,0,0,7,31,23,67,88,19,0,26,22,172
1322,83,0,0,0,0,7,11,9,15,12,0,9,0,7
1323,69,0,0,0,0,3,14,6,18,4,0,0,0,13
1324,731,0,0,0,0,25,66,137,255,48,0,17,8,16
1325,30,0,0,0,0,1,4,11,5,0,0,2,0,5
1326,28,0,0,0,0,0,3,2,7,5,0,0,0,8
1327,896,0,0,0,12,42,59,181,263,89,0,53,12,9
1328,44,0,0,0,2,5,7,1,11,2,0,2,1,7
1329,165,0,0,0,0,18,13,15,44,7,3,9,5,12
1330,136,0,0,0,0,12,2,15,13,3,0,9,5,50
1331,166,0,0,0,5,26,15,25,48,2,0,4,2,31
1332,276,0,0,0,6,80,33,27,33,13,0,11,17,21
1333,54,0,0,0,0,8,8,5,18,2,0,3,0,2
1334,184,0,0,0,0,23,14,46,27,9,0,8,0,28
1335,454,0,0,0,4,21,41,76,135,46,0,15,11,2
1336,53,0,0,0,0,4,7,11,13,0,0,0,3,5
1337,255,0,0,0,3,17,17,31,81,13,0,10,5,38
1338,2134,0,0,0,0,133,211,503,453,227,5,53,35,47
1339,148,0,0,0,0,14,10,11,36,5,0,12,11,25
1340,175,0,0,0,0,17,9,21,54,17,0,4,8,15
1341,123,0,0,0,0,9,11,29,19,5,0,4,3,19
1342,275,0,0,0,0,13,15,47,53,7,0,10,9,76
1343,222,0,0,0,0,26,12,32,39,9,3,9,6,58
1344,32,0,0,0,0,2,4,7,3,1,0,5,0,4
1345,119,0,0,0,3,15,6,15,9,5,0,3,10,23
1346,83,0,0,0,16,40,7,1,1,2,0,0,4,6
1347,131,0,0,0,18,56,19,6,7,0,0,0,5,9
1348,217,0,0,0,57,115,18,3,4,0,0,0,3,5
1349,228,0,0,0,40,123,10,13,3,0,0,0,11,14
1350,20,0,0,0,7,9,0,2,0,0,0,0,0,0
1351,153,0,0,0,26,62,15,10,6,0,2,0,5,4
1352,287,0,5,0,33,124,6,8,3,0,0,9,6,76
1353,187,0,1,0,8,69,22,26,13,6,0,4,7,8
1354,109,0,3,0,10,47,4,5,5,0,6,0,5,20
1355,62,0,0,0,2,14,4,4,2,0,0,3,3,25
1356,28,0,0,0,7,16,3,2,0,0,0,0,0,0
1357,26,0,0,0,6,13,3,3,0,0,0,0,0,0
1358,47,0,0,0,15,32,0,0,0,0,0,0,0,0
1359,26,0,0,0,6,16,3,0,0,0,0,0,0,1
1360,254,0,0,0,13,103,30,19,7,4,0,3,3,36
1361,196,0,4,0,48,110,0,16,7,0,0,2,2,0
1362,168,0,2,0,13,53,10,8,4,3,0,3,4,51
1363,146,0,0,0,11,57,6,17,6,0,3,5,6,26
1364,217,0,4,0,40,71,4,24,12,0,5,15,8,18
1365,239,0,0,0,0,29,51,30,37,19,0,11,22,0
1366,149,0,0,0,0,25,28,38,18,5,0,3,21,0
1367,103,0,1,0,6,30,13,13,11,3,0,5,4,2
1368,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1369,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1370,186,0,0,0,9,76,21,20,17,0,0,12,10,0
1371,263,0,4,0,10,65,36,33,31,11,0,21,18,3
1372,384,0,0,0,9,131,43,43,21,6,0,16,36,4
1373,186,0,0,0,16,75,19,17,17,6,0,9,7,2
1374,119,0,0,0,6,55,18,12,10,0,0,1,2,2
1375,311,0,6,0,20,158,29,28,29,9,0,10,15,0
1376,139,0,5,0,37,40,3,15,6,0,2,7,3,8
1377,253,0,1,0,16,42,13,25,4,0,22,25,14,69
1378,589,0,0,0,21,42,32,75,18,16,35,71,43,194
1379,320,0,0,0,26,72,28,25,12,14,2,8,16,65
1380,262,0,0,0,0,28,28,44,16,21,49,33,12,8
1381,87,0,0,0,6,36,8,7,3,0,2,3,6,9
1382,108,0,0,0,16,41,10,15,5,0,3,3,2,9
1383,76,0,0,0,8,45,6,0,3,0,0,0,1,7
1384,325,0,8,0,64,144,17,30,15,0,3,13,4,5
1385,171,0,2,0,24,54,17,20,7,0,0,8,5,0
1386,115,0,0,0,15,36,6,16,9,0,0,11,0,3
1387,139,0,0,0,4,31,11,24,15,1,6,17,3,3
1388,209,0,0,0,42,74,11,15,3,2,2,12,5,23
1389,173,0,0,0,10,59,24,23,11,0,5,4,5,4
1390,171,0,0,0,22,55,12,17,7,0,11,12,5,3
1391,161,0,2,0,24,50,20,10,18,0,4,5,5,1
1392,242,0,0,0,28,81,30,33,21,0,7,10,4,5
1393,172,0,0,0,22,69,15,11,3,0,7,12,11,10
1394,188,0,0,0,24,100,21,14,7,0,0,5,5,1
1395,222,0,0,0,43,108,16,8,12,0,4,8,3,3
1396,211,0,0,0,32,87,15,17,26,0,3,1,0,10
1397,177,0,0,0,17,57,15,6,15,3,9,18,0,6
1398,353,0,9,0,53,117,22,43,45,0,1,13,3,14
1399,102,0,2,0,21,63,6,1,3,0,0,3,0,0
1400,154,0,0,0,27,89,14,0,6,0,0,6,5,0
1401,192,0,0,0,8,21,14,6,2,0,7,15,85,27
1402,278,0,0,0,50,125,24,21,19,0,0,8,4,2
1403,20,0,0,0,2,6,4,3,3,0,0,1,0,0
1404,305,0,0,0,79,108,39,26,14,0,11,12,0,0
1405,107,0,4,0,14,42,6,11,7,0,0,9,0,4
1406,95,0,0,0,6,50,2,5,15,0,0,6,3,3
1407,56,0,0,0,6,31,4,4,2,0,1,1,0,3
1408,514,0,4,0,126,247,45,20,11,2,3,16,0,0
1409,179,0,0,0,38,97,14,10,5,0,0,1,0,0
1410,281,0,21,0,70,114,10,15,5,0,0,5,0,10
1411,319,0,6,0,56,150,37,19,10,3,3,0,0,6
1412,207,0,15,0,62,74,14,23,4,0,0,4,0,2
1413,73,0,0,0,15,43,0,10,0,0,0,3,0,0
1414,185,0,2,0,43,100,7,15,2,0,2,3,2,0
1415,222,0,3,0,49,121,9,15,10,0,0,5,0,1
1416,381,0,11,0,82,172,18,34,16,0,5,10,0,2
1417,132,0,0,0,10,22,7,12,3,0,17,17,18,15
1418,313,0,3,0,69,119,22,17,10,1,0,14,7,25
1419,140,0,1,0,15,19,8,5,4,0,1,4,6,69
1420,209,0,3,0,3,31,9,11,0,0,7,15,39,85
1421,64,0,0,0,0,0,0,0,0,0,18,4,18,24
1422,248,0,2,0,7,61,23,15,20,24,6,5,1,67
1423,308,0,0,0,11,65,41,29,21,60,3,12,11,22
1424,150,0,0,0,12,39,25,20,13,4,0,8,4,5
1425,120,0,0,0,9,35,7,18,4,6,0,11,3,19
1426,326,0,6,0,40,132,23,41,9,3,1,8,9,18
1427,369,0,0,0,34,106,21,36,35,0,16,15,13,52
1428,115,0,0,0,29,59,7,5,1,0,1,4,0,8
1429,174,0,0,0,18,72,6,12,6,0,5,5,4,31
1430,471,0,0,0,60,185,44,57,47,11,0,7,7,23
1431,135,0,0,0,13,75,5,12,10,0,0,5,0,10
1432,80,0,1,0,3,17,10,6,13,2,2,0,0,22
1433,237,0,0,0,14,53,14,19,16,3,0,18,2,87
1434,94,0,0,0,0,12,9,11,6,3,6,8,11,9
1435,82,0,0,0,5,7,0,2,0,1,6,1,8,47
1436,48,0,0,0,2,10,0,2,0,0,0,6,3,24
1437,68,0,1,0,0,13,2,4,0,0,8,4,1,32
1438,302,0,0,0,0,30,27,41,21,0,23,94,16,8
1439,38,0,0,0,1,4,8,4,6,0,2,8,0,0
1440,99,0,0,0,2,15,8,16,8,0,4,27,0,3
1441,156,0,0,0,1,16,16,14,21,0,7,48,11,2
1442,183,0,4,0,3,25,28,35,20,1,3,24,9,0
1443,57,0,0,0,2,9,9,4,7,0,3,14,0,0
1444,193,0,0,0,5,34,20,36,9,2,10,39,8,1
1445,322,0,0,0,3,33,39,68,37,4,8,68,16,7
1446,254,0,0,0,6,26,34,35,20,4,12,36,11,22
1447,283,0,0,0,3,76,46,47,23,4,9,24,17,3
1448,307,0,2,0,15,90,56,53,20,3,9,14,10,0
1449,299,0,1,0,34,100,44,54,16,0,4,14,7,0
1450,409,0,0,0,12,55,19,61,37,13,32,114,31,4
1451,119,0,0,0,-1,24,25,17,7,2,0,15,9,2
1452,62,0,0,0,0,8,6,4,4,0,7,13,6,6
1453,163,0,0,0,0,18,8,20,13,23,7,28,8,6
1454,142,0,0,0,13,44,17,18,11,0,6,9,4,0
1455,97,0,0,0,9,15,15,21,7,0,1,7,7,6
1456,51,0,0,0,0,5,8,12,4,0,6,0,5,7
1457,155,0,0,0,2,36,12,21,8,14,8,23,4,2
1458,56,0,0,0,0,12,4,5,2,0,4,5,10,8
1459,182,0,0,0,23,60,7,32,16,0,3,14,6,4
1460,402,0,2,0,42,145,67,66,15,0,10,10,13,0
1461,398,0,0,0,75,90,31,39,33,4,18,59,13,2
1462,86,0,0,0,7,21,10,23,3,0,3,7,4,0
1463,121,0,0,0,10,28,8,11,10,2,4,14,9,5
1464,121,0,1,0,6,15,13,30,13,0,8,18,3,0
1465,169,0,0,0,6,29,15,30,18,8,5,6,16,2
1466,130,0,0,0,9,19,14,20,4,0,13,21,0,6
1467,84,0,0,0,11,20,4,20,7,0,5,3,0,3
1468,299,0,0,0,34,69,14,30,8,0,51,48,15,8
1469,237,0,0,0,15,68,34,42,8,2,8,14,5,8
1470,183,0,0,0,9,7,9,27,9,3,10,29,10,53
1471,182,0,0,0,9,7,8,13,3,0,6,37,11,73
1472,103,0,0,0,9,9,0,5,6,0,9,33,0,24
1473,283,0,0,0,11,46,0,17,12,4,20,118,10,38
1474,133,0,0,0,7,23,0,0,0,0,5,25,0,62
1475,125,0,0,0,0,4,0,4,0,0,23,50,12,30
1476,80,0,0,0,4,22,10,10,0,0,0,1,16,8
1477,537,0,0,0,31,164,57,56,29,11,35,54,30,14
1478,371,0,0,0,30,120,70,58,15,7,3,20,0,6
1479,324,0,0,0,53,143,19,29,9,0,19,14,8,6
1480,186,0,0,0,36,92,13,11,5,0,6,0,0,2
1481,421,0,0,0,28,165,116,40,18,2,4,0,0,7
1482,356,0,0,0,37,148,58,41,11,0,3,7,5,9
1483,189,0,0,0,14,62,19,31,12,3,3,7,2,9
1484,138,0,0,0,21,63,10,9,3,0,6,0,2,9
1485,496,0,0,0,42,213,31,64,48,0,0,24,12,8
1486,420,0,4,0,26,96,80,80,41,8,1,13,12,4
1487,352,0,12,0,24,72,48,56,39,2,9,14,16,22
1488,223,0,4,0,31,92,20,26,13,0,1,2,0,5
1489,153,0,0,0,46,67,3,10,6,3,1,0,0,4
1490,108,0,0,0,5,41,7,20,6,2,3,5,1,1
1491,188,0,0,0,42,49,0,40,10,0,6,4,5,9
1492,109,0,3,0,13,29,2,15,5,0,0,3,7,14
1493,128,0,0,0,24,32,7,15,2,0,13,7,3,17
1494,277,0,0,0,50,127,19,14,19,0,0,8,13,0
1495,542,0,0,0,45,157,76,124,32,8,3,14,12,6
1496,511,0,0,0,30,130,62,113,59,0,5,20,11,17
1497,378,0,0,0,40,120,36,45,18,3,13,29,20,7
1498,332,0,0,0,15,72,34,53,9,2,20,34,39,15
1499,743,0,4,0,67,202,101,110,37,3,3,15,20,3
1500,437,0,0,0,46,108,51,82,32,0,8,16,10,12
1501,678,0,0,0,51,131,110,123,63,0,22,21,23,18
1502,442,0,0,0,34,77,59,55,33,11,33,34,17,3
1503,454,0,0,0,53,95,59,81,43,6,11,10,13,9
1504,396,0,0,0,53,98,67,78,20,3,9,8,20,4
1505,432,0,0,0,29,95,55,90,49,4,12,21,7,4
1506,371,0,0,0,25,61,65,50,62,14,4,16,11,7
1507,163,0,0,0,2,10,22,35,9,6,4,11,3,11
1508,145,0,0,0,0,10,24,24,15,6,5,20,0,6
1509,406,0,0,0,9,28,80,65,32,19,31,24,12,15
1510,178,0,0,0,0,23,16,40,21,7,8,10,6,17
1511,205,0,0,0,11,42,43,26,23,0,6,14,11,4
1512,267,0,0,0,15,22,25,31,20,6,22,42,19,14
1513,722,0,0,0,48,166,100,104,67,38,10,18,21,16
1514,90,0,0,0,8,33,12,20,3,0,1,0,4,0
1515,393,0,0,0,43,101,40,58,42,0,3,8,8,8
1516,503,0,0,0,44,131,76,68,28,0,3,16,11,3
1517,287,0,0,0,64,103,20,35,10,0,5,3,6,4
1518,345,0,0,0,97,140,25,25,20,0,5,0,2,5
1519,103,0,3,0,11,27,7,8,6,1,1,2,3,25
1520,23,0,0,0,1,2,2,3,0,0,5,5,2,2
1521,28,0,0,0,6,10,3,2,0,0,0,1,2,1
1522,36,0,0,0,0,8,4,3,3,3,2,2,3,3
1523,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1524,50,0,0,0,0,5,5,4,18,3,0,2,3,0
1525,281,0,0,0,0,19,17,37,60,33,0,18,35,0
1526,388,0,0,0,0,21,41,36,91,23,24,54,17,1
1527,291,0,0,0,0,28,39,30,84,20,7,21,11,0
1528,66,0,0,0,0,7,5,5,18,7,0,7,2,3
1529,90,0,0,0,0,11,6,14,13,3,2,1,1,2
1530,140,0,0,0,0,16,14,25,28,6,0,7,6,0
1531,498,0,0,0,13,37,58,47,109,11,8,81,36,12
1532,130,0,0,0,6,14,9,9,20,6,0,15,4,12
1533,324,0,0,0,8,27,31,37,90,25,0,4,3,2
1534,394,0,0,0,0,51,54,64,99,31,0,11,16,11
1535,65,0,0,0,0,6,7,7,21,4,0,0,0,0
1536,81,0,0,0,1,8,15,17,16,5,0,5,0,0
1537,640,0,0,0,0,13,43,55,125,11,41,146,130,30
1538,77,0,0,0,0,2,9,11,10,6,0,17,10,3
1539,256,0,0,0,0,47,31,50,57,19,0,4,8,2
1540,453,0,0,0,0,45,60,54,71,9,5,92,39,7
1541,67,0,0,0,0,5,9,7,20,1,0,16,0,0
1542,87,0,0,0,0,6,10,10,17,8,0,19,15,5
1543,82,0,0,0,0,3,6,8,18,0,0,35,4,6
1544,124,0,0,0,0,6,5,11,16,0,0,55,9,9
1545,677,0,0,0,0,25,75,128,191,57,8,67,13,10
1546,426,0,0,0,4,20,25,33,56,22,10,183,26,12
1547,277,0,0,0,0,11,50,43,62,31,3,22,12,7
1548,461,0,0,0,4,104,127,77,31,7,0,31,30,7
1549,490,0,0,0,0,23,41,44,41,19,25,198,32,18
1550,253,0,0,0,0,9,16,20,18,4,6,144,13,3
1551,405,0,0,0,0,28,41,35,92,12,0,140,21,4
1552,276,0,0,0,0,30,61,40,53,6,0,50,10,10
1553,74,0,0,0,0,4,17,9,13,7,0,7,8,0
1554,268,0,0,0,0,31,38,75,36,27,3,16,6,7
1555,140,0,0,0,0,16,15,25,22,9,0,25,3,0
1556,42,0,0,0,0,6,7,7,11,0,4,7,0,0
1557,43,0,0,0,0,4,6,5,4,4,0,5,5,0
1558,375,0,0,0,8,40,51,59,52,15,11,53,7,18
1559,243,0,0,0,0,42,35,23,25,10,4,62,14,5
1560,324,0,0,0,0,41,53,40,41,1,0,81,25,3
1561,158,0,0,0,0,22,14,20,11,3,0,44,9,30
1562,221,0,0,0,0,14,24,21,40,28,8,39,14,7
1563,329,0,0,0,0,17,23,33,24,22,15,81,31,41
1564,152,0,0,0,5,34,21,33,30,3,0,9,0,3
1565,83,0,0,0,0,24,12,15,13,0,0,10,0,3
1566,47,0,0,0,0,13,8,4,4,0,0,13,0,4
1567,15,0,0,0,0,2,3,3,6,0,0,0,0,0
1568,208,0,0,0,0,34,32,27,40,11,0,28,2,2
1569,50,0,0,0,0,12,7,9,9,5,0,2,0,2
1570,148,0,0,0,0,23,26,13,38,9,0,17,3,1
1571,67,0,0,0,0,8,3,7,13,6,0,17,0,1
1572,150,0,0,0,0,14,12,12,53,13,0,22,0,11
1573,247,0,0,0,0,25,31,31,65,3,11,21,0,0
1574,72,0,0,0,0,14,25,7,12,2,0,4,0,0
1575,144,0,0,0,0,24,34,14,27,16,3,11,0,0
1576,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1577,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1578,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1579,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1580,25,0,0,0,0,4,7,4,9,0,0,0,0,0
1581,261,0,0,0,15,54,33,31,30,9,0,35,17,6
1582,406,0,0,0,6,42,74,45,46,26,8,41,3,9
1583,229,0,0,0,15,27,43,17,22,0,4,60,14,3
1584,261,0,0,0,12,28,30,18,63,15,0,36,3,1
1585,292,0,0,0,25,57,53,33,49,4,4,19,4,0
1586,144,0,0,0,8,32,17,14,14,2,0,30,8,3
1587,70,0,0,0,0,7,9,0,10,0,1,19,4,10
1588,225,0,0,0,8,26,47,22,18,21,0,32,9,0
1589,246,0,0,0,4,32,26,19,27,19,4,49,10,2
1590,246,0,0,0,0,21,34,18,66,24,0,11,2,17
1591,169,0,0,0,0,20,13,22,26,2,5,47,10,6
1592,50,0,0,0,0,5,10,4,5,0,0,9,2,2
1593,113,0,0,0,0,2,12,9,18,5,7,26,0,8
1594,312,0,0,0,0,31,60,30,38,17,2,17,3,0
1595,61,0,0,0,0,5,8,8,11,4,0,5,0,2
1596,189,0,0,0,0,26,12,13,28,10,0,68,3,11
1597,39,0,0,0,0,7,0,4,5,0,0,8,0,4
1598,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1599,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1600,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1601,987,0,0,0,1,24,62,270,237,53,2,19,10,16
1602,136,0,0,0,0,2,9,40,26,5,2,4,2,8
1603,405,0,0,0,0,22,38,119,96,16,0,19,5,7
1604,587,0,0,0,0,28,43,247,76,23,0,22,0,5
1605,53,0,0,0,0,4,0,19,10,2,0,0,0,0
1606,646,0,0,0,0,38,42,144,213,54,0,16,17,38
1607,149,0,0,0,0,9,3,30,35,11,0,33,6,1
1608,143,0,0,0,11,8,9,37,21,9,0,11,16,0
1609,86,0,0,0,0,3,4,24,14,4,0,11,13,0
1610,214,0,0,0,6,17,8,45,70,7,0,18,8,4
1611,103,0,0,0,0,3,5,23,29,4,0,20,0,0
1612,135,0,0,0,3,8,6,33,27,14,4,11,2,1
1613,34,0,0,0,0,8,0,7,10,4,0,2,0,0
