SSN,Count,Variable,Where
1413,73,totAll,NA
1413,15,totPatl,NA
1413,43,totTzac,NA
1413,10,totTlam,NA
1413,2,toTot,NA
1413,9,ollaTot,NA
1413,3,nubbinTot,NA
1413,1,granTot,NA
1414,169,obsidianTot,NA
1414,15,basaltTot,NA
1414,1,slateTot,NA
1414,10,figTot,NA
1414,185,totAll,NA
1414,43,totPatl,NA
1414,100,totTzac,NA
1414,7,totMicc,NA
1414,15,totTlam,NA
1414,2,totXola,NA
1414,1,censerTot,NA
1414,8,toTot,NA
1414,21,ollaTot,NA
1414,3,nubbinTot,NA
1414,3,granTot,NA
1415,514,obsidianTot,NA
1415,29,basaltTot,NA
1415,18,figTot,NA
1415,222,totAll,NA
1415,49,totPatl,NA
1415,121,totTzac,NA
1415,9,totMicc,NA
1415,15,totTlam,NA
1415,10,totXola,NA
1415,2,censerTot,NA
1415,9,toTot,NA
1415,2,smoTot,NA
1415,19,ollaTot,NA
1415,9,nubbinTot,NA
1415,1,granTot,NA
1416,359,obsidianTot,NA
1416,20,basaltTot,NA
1416,20,figTot,NA
1416,381,totAll,NA
1416,82,totPatl,NA
1416,172,totTzac,NA
1416,18,totMicc,NA
1416,34,totTlam,NA
1416,16,totXola,NA
1416,4,censerTot,NA
1416,30,toTot,NA
1416,5,smoTot,NA
1416,34,ollaTot,NA
1416,3,comalTot,NA
1416,3,nubbinTot,NA
1416,4,granTot,NA
1417,43,obsidianTot,NA
1417,5,basaltTot,NA
1417,10,figTot,NA
1417,2,candTot,NA
1417,132,totAll,NA
1417,10,totPatl,NA
1417,22,totTzac,NA
1417,7,totMicc,NA
1417,12,totTlam,NA
1417,3,totXola,NA
1417,8,toTot,NA
1417,1,smoTot,NA
1417,8,ollaTot,NA
1417,1,comalTot,NA
1417,1,foreignTot,NA
1417,1,granTot,NA
1418,288,obsidianTot,NA
1418,18,basaltTot,NA
1418,28,figTot,NA
1418,1,candTot,NA
1418,313,totAll,NA
1418,69,totPatl,NA
1418,119,totTzac,NA
1418,22,totMicc,NA
1418,17,totTlam,NA
1418,10,totXola,NA
1418,1,totMete,NA
1418,5,censerTot,NA
1418,22,toTot,NA
1418,5,smoTot,NA
1418,44,ollaTot,NA
1418,1,comalTot,NA
1418,1,nubbinTot,NA
1418,4,granTot,NA
1419,65,obsidianTot,NA
1419,9,figTot,NA
1419,1,candTot,NA
1419,140,totAll,NA
1419,15,totPatl,NA
1419,19,totTzac,NA
1419,8,totMicc,NA
1419,5,totTlam,NA
1419,4,totXola,NA
1419,7,toTot,NA
1419,2,smoTot,NA
1419,3,ollaTot,NA
1419,2,nubbinTot,NA
1419,2,granTot,NA
1420,171,obsidianTot,NA
1420,3,basaltTot,NA
1420,22,figTot,NA
1420,1,candTot,NA
1420,209,totAll,NA
1420,3,totPatl,NA
1420,31,totTzac,NA
1420,9,totMicc,NA
1420,11,totTlam,NA
1420,1,censerTot,NA
1420,4,toTot,NA
1420,6,ollaTot,NA
1420,2,nubbinTot,NA
1420,2,granTot,NA
1421,2,obsidianTot,NA
1421,64,totAll,NA
1422,107,obsidianTot,NA
1422,2,basaltTot,NA
1422,36,figTot,NA
1422,1,candTot,NA
1422,248,totAll,NA
1422,7,totPatl,NA
1422,61,totTzac,NA
1422,23,totMicc,NA
1422,15,totTlam,NA
1422,20,totXola,NA
1422,24,totMete,NA
1422,2,censerTot,NA
1422,13,toTot,NA
1422,4,smoTot,NA
1422,14,ollaTot,NA
1422,3,comalTot,NA
1422,6,nubbinTot,NA
1422,5,granTot,NA
1423,56,obsidianTot,NA
1423,1,basaltTot,NA
1423,34,figTot,NA
1423,1,candTot,NA
1423,308,totAll,NA
1423,11,totPatl,NA
1423,65,totTzac,NA
1423,41,totMicc,NA
1423,29,totTlam,NA
1423,21,totXola,NA
1423,60,totMete,NA
1423,6,censerTot,NA
1423,25,toTot,NA
1423,4,smoTot,NA
1423,28,ollaTot,NA
1423,2,comalTot,NA
1423,6,nubbinTot,NA
1423,8,granTot,NA
1424,37,obsidianTot,NA
1424,2,basaltTot,NA
1424,1,slateTot,NA
1424,21,figTot,NA
1424,2,candTot,NA
1424,150,totAll,NA
1424,12,totPatl,NA
1424,39,totTzac,NA
1424,25,totMicc,NA
1424,20,totTlam,NA
1424,13,totXola,NA
1424,4,totMete,NA
1424,2,censerTot,NA
1424,16,toTot,NA
1424,4,smoTot,NA
1424,24,ollaTot,NA
1424,2,comalTot,NA
1424,2,nubbinTot,NA
1424,6,granTot,NA
1425,34,obsidianTot,NA
1425,16,figTot,NA
1425,1,candTot,NA
1425,120,totAll,NA
1425,9,totPatl,NA
1425,35,totTzac,NA
1425,7,totMicc,NA
1425,18,totTlam,NA
1425,4,totXola,NA
1425,6,totMete,NA
1425,4,censerTot,NA
1425,7,toTot,NA
1425,2,smoTot,NA
1425,9,ollaTot,NA
1425,1,comalTot,NA
1425,1,nubbinTot,NA
1425,1,foreignTot,NA
1425,4,granTot,NA
1426,188,obsidianTot,NA
1426,4,basaltTot,NA
1426,32,figTot,NA
1426,326,totAll,NA
1426,40,totPatl,NA
1426,132,totTzac,NA
1426,23,totMicc,NA
1426,41,totTlam,NA
1426,9,totXola,NA
1426,3,totMete,NA
1426,5,censerTot,NA
1426,31,toTot,NA
1426,1,smoTot,NA
1426,37,ollaTot,NA
1426,6,comalTot,NA
1426,4,nubbinTot,NA
1426,4,granTot,NA
1427,116,obsidianTot,NA
1427,14,basaltTot,NA
1427,3,shellTot,NA
1427,25,figTot,NA
1427,6,candTot,NA
1427,369,totAll,NA
1427,34,totPatl,NA
1427,106,totTzac,NA
1427,21,totMicc,NA
1427,36,totTlam,NA
1427,35,totXola,NA
1427,5,censerTot,NA
1427,35,toTot,NA
1427,15,smoTot,NA
1427,36,ollaTot,NA
1427,2,comalTot,NA
1427,5,nubbinTot,NA
1427,4,granTot,NA
1428,41,obsidianTot,NA
1428,7,figTot,NA
1428,115,totAll,NA
1428,29,totPatl,NA
1428,59,totTzac,NA
1428,7,totMicc,NA
1428,5,totTlam,NA
1428,1,totXola,NA
1428,1,toTot,NA
1428,1,smoTot,NA
1428,9,ollaTot,NA
1428,1,nubbinTot,NA
1428,2,granTot,NA
1429,31,obsidianTot,NA
1429,12,figTot,NA
1429,2,candTot,NA
1429,174,totAll,NA
1429,18,totPatl,NA
1429,72,totTzac,NA
1429,6,totMicc,NA
1429,12,totTlam,NA
1429,6,totXola,NA
1429,14,toTot,NA
1429,12,ollaTot,NA
1429,1,comalTot,NA
1429,1,foreignTot,NA
1429,6,granTot,NA
1430,154,obsidianTot,NA
1430,9,basaltTot,NA
1430,26,figTot,NA
1430,1,candTot,NA
1430,471,totAll,NA
1430,60,totPatl,NA
1430,185,totTzac,NA
1430,44,totMicc,NA
1430,57,totTlam,NA
1430,47,totXola,NA
1430,11,totMete,NA
1430,8,censerTot,NA
1430,24,toTot,NA
1430,19,smoTot,NA
1430,23,ollaTot,NA
1430,6,comalTot,NA
1430,6,nubbinTot,NA
1430,1,foreignTot,NA
1430,16,granTot,NA
1431,79,obsidianTot,NA
1431,2,basaltTot,NA
1431,13,figTot,NA
1431,135,totAll,NA
1431,13,totPatl,NA
1431,75,totTzac,NA
1431,5,totMicc,NA
1431,12,totTlam,NA
1431,10,totXola,NA
1431,1,censerTot,NA
1431,3,toTot,NA
1431,5,smoTot,NA
1431,16,ollaTot,NA
1431,1,comalTot,NA
1431,2,nubbinTot,NA
1431,4,granTot,NA
1432,31,obsidianTot,NA
1432,4,basaltTot,NA
1432,9,figTot,NA
1432,80,totAll,NA
1432,3,totPatl,NA
1432,17,totTzac,NA
1432,10,totMicc,NA
1432,6,totTlam,NA
1432,13,totXola,NA
1432,2,totMete,NA
1432,1,censerTot,NA
1432,3,toTot,NA
1432,9,smoTot,NA
1432,5,ollaTot,NA
1432,3,granTot,NA
1433,109,obsidianTot,NA
1433,6,basaltTot,NA
1433,6,figTot,NA
1433,5,candTot,NA
1433,237,totAll,NA
1433,14,totPatl,NA
1433,53,totTzac,NA
1433,14,totMicc,NA
1433,19,totTlam,NA
1433,16,totXola,NA
1433,3,totMete,NA
1433,3,censerTot,NA
1433,11,toTot,NA
1433,9,smoTot,NA
1433,22,ollaTot,NA
1433,2,nubbinTot,NA
1433,5,granTot,NA
1434,37,obsidianTot,NA
1434,2,basaltTot,NA
1434,9,figTot,NA
1434,1,candTot,NA
1434,94,totAll,NA
1434,12,totTzac,NA
1434,9,totMicc,NA
1434,11,totTlam,NA
1434,6,totXola,NA
1434,3,totMete,NA
1434,2,censerTot,NA
1434,15,toTot,NA
1434,3,smoTot,NA
1434,5,ollaTot,NA
1434,1,comalTot,NA
1434,1,nubbinTot,NA
1434,1,granTot,NA
1435,31,obsidianTot,NA
1435,3,figTot,NA
1435,82,totAll,NA
1435,5,totPatl,NA
1435,7,totTzac,NA
1435,2,totTlam,NA
1435,1,totMete,NA
1435,5,toTot,NA
1435,1,ollaTot,NA
1436,49,obsidianTot,NA
1436,2,basaltTot,NA
1436,1,figTot,NA
1436,48,totAll,NA
1436,2,totPatl,NA
1436,10,totTzac,NA
1436,2,totTlam,NA
1436,1,toTot,NA
1436,1,ollaTot,NA
1436,1,nubbinTot,NA
1436,1,granTot,NA
1437,73,obsidianTot,NA
1437,2,basaltTot,NA
1437,6,figTot,NA
1437,68,totAll,NA
1437,13,totTzac,NA
1437,2,totMicc,NA
1437,4,totTlam,NA
1437,3,toTot,NA
1437,4,ollaTot,NA
1438,61,obsidianTot,NA
1438,5,basaltTot,NA
1438,25,figTot,NA
1438,7,candTot,NA
1438,302,totAll,NA
1438,30,totTzac,NA
1438,27,totMicc,NA
1438,41,totTlam,NA
1438,21,totXola,NA
1438,2,censerTot,NA
1438,32,toTot,NA
1438,9,smoTot,NA
1438,24,ollaTot,NA
1438,1,comalTot,NA
1438,4,nubbinTot,NA
1438,4,foreignTot,NA
1438,4,granTot,NA
1439,8,obsidianTot,NA
1439,3,basaltTot,NA
1439,3,figTot,NA
1439,1,candTot,NA
1439,38,totAll,NA
1439,1,totPatl,NA
1439,4,totTzac,NA
1439,8,totMicc,NA
1439,4,totTlam,NA
1439,6,totXola,NA
1439,2,censerTot,NA
1439,4,toTot,NA
1439,2,smoTot,NA
1439,1,ollaTot,NA
1439,1,comalTot,NA
1439,3,granTot,NA
1440,21,obsidianTot,NA
1440,9,figTot,NA
1440,2,candTot,NA
1440,99,totAll,NA
1440,2,totPatl,NA
1440,15,totTzac,NA
1440,8,totMicc,NA
1440,16,totTlam,NA
1440,8,totXola,NA
1440,13,toTot,NA
1440,3,smoTot,NA
1440,12,ollaTot,NA
1440,1,comalTot,NA
1440,3,nubbinTot,NA
1440,1,foreignTot,NA
1440,2,granTot,NA
1441,45,obsidianTot,NA
1441,1,basaltTot,NA
1441,9,figTot,NA
1441,4,candTot,NA
1441,156,totAll,NA
1441,1,totPatl,NA
1441,16,totTzac,NA
1441,16,totMicc,NA
1441,14,totTlam,NA
1441,21,totXola,NA
1441,1,censerTot,NA
1441,17,toTot,NA
1441,9,smoTot,NA
1441,18,ollaTot,NA
1441,1,comalTot,NA
1441,2,nubbinTot,NA
1441,1,granTot,NA
1442,19,obsidianTot,NA
1442,1,basaltTot,NA
1442,7,figTot,NA
1442,183,totAll,NA
1442,3,totPatl,NA
1442,25,totTzac,NA
1442,28,totMicc,NA
1442,35,totTlam,NA
1442,20,totXola,NA
1442,1,totMete,NA
1442,7,censerTot,NA
1442,25,toTot,NA
1442,10,smoTot,NA
1442,19,ollaTot,NA
1442,1,comalTot,NA
1442,3,nubbinTot,NA
1442,1,foreignTot,NA
1442,7,granTot,NA
1443,4,obsidianTot,NA
1443,1,basaltTot,NA
1443,3,figTot,NA
1443,57,totAll,NA
1443,2,totPatl,NA
1443,9,totTzac,NA
1443,9,totMicc,NA
1443,4,totTlam,NA
1443,7,totXola,NA
1443,3,censerTot,NA
1443,6,toTot,NA
1443,2,smoTot,NA
1443,8,ollaTot,NA
1443,1,comalTot,NA
1443,2,foreignTot,NA
1443,1,granTot,NA
1444,19,obsidianTot,NA
1444,2,basaltTot,NA
1444,7,figTot,NA
1444,5,candTot,NA
1444,193,totAll,NA
1444,5,totPatl,NA
1444,34,totTzac,NA
1444,20,totMicc,NA
1444,36,totTlam,NA
1444,9,totXola,NA
1444,2,totMete,NA
1444,5,censerTot,NA
1444,21,toTot,NA
1444,2,smoTot,NA
1444,16,ollaTot,NA
1444,1,nubbinTot,NA
1444,3,foreignTot,NA
1444,8,granTot,NA
1445,42,obsidianTot,NA
1445,2,basaltTot,NA
1445,9,figTot,NA
1445,8,candTot,NA
1445,322,totAll,NA
1445,3,totPatl,NA
1445,33,totTzac,NA
1445,39,totMicc,NA
1445,68,totTlam,NA
1445,37,totXola,NA
1445,4,totMete,NA
1445,6,censerTot,NA
1445,33,toTot,NA
1445,19,smoTot,NA
1445,30,ollaTot,NA
1445,2,comalTot,NA
1445,11,nubbinTot,NA
1445,6,granTot,NA
1446,89,obsidianTot,NA
1446,5,basaltTot,NA
1446,1,shellTot,NA
1446,14,figTot,NA
1446,4,candTot,NA
1446,254,totAll,NA
1446,6,totPatl,NA
1446,26,totTzac,NA
1446,34,totMicc,NA
1446,35,totTlam,NA
1446,20,totXola,NA
1446,4,totMete,NA
1446,4,censerTot,NA
1446,37,toTot,NA
1446,12,smoTot,NA
1446,19,ollaTot,NA
1446,4,nubbinTot,NA
1446,1,foreignTot,NA
1446,4,granTot,NA
1447,47,obsidianTot,NA
1447,7,basaltTot,NA
1447,18,figTot,NA
1447,3,candTot,NA
1447,283,totAll,NA
1447,3,totPatl,NA
1447,76,totTzac,NA
1447,46,totMicc,NA
1447,47,totTlam,NA
1447,23,totXola,NA
1447,4,totMete,NA
1447,20,censerTot,NA
1447,25,toTot,NA
1447,4,smoTot,NA
1447,25,ollaTot,NA
1447,1,comalTot,NA
1447,5,nubbinTot,NA
1447,2,foreignTot,NA
1447,10,granTot,NA
1448,21,obsidianTot,NA
1448,6,basaltTot,NA
1448,16,figTot,NA
1448,307,totAll,NA
1448,15,totPatl,NA
1448,90,totTzac,NA
1448,56,totMicc,NA
1448,53,totTlam,NA
1448,20,totXola,NA
1448,3,totMete,NA
1448,1,censerTot,NA
1448,30,toTot,NA
1448,8,smoTot,NA
1448,43,ollaTot,NA
1448,5,comalTot,NA
1448,4,nubbinTot,NA
1448,3,foreignTot,NA
1448,13,granTot,NA
1449,55,obsidianTot,NA
1449,5,basaltTot,NA
1449,6,figTot,NA
1449,299,totAll,NA
1449,34,totPatl,NA
1449,100,totTzac,NA
1449,44,totMicc,NA
1449,54,totTlam,NA
1449,16,totXola,NA
1449,3,censerTot,NA
1449,23,toTot,NA
1449,6,smoTot,NA
1449,38,ollaTot,NA
1449,9,nubbinTot,NA
1449,1,foreignTot,NA
1449,13,granTot,NA
1450,104,obsidianTot,NA
1450,5,basaltTot,NA
1450,18,figTot,NA
1450,7,candTot,NA
1450,409,totAll,NA
1450,12,totPatl,NA
1450,55,totTzac,NA
1450,19,totMicc,NA
1450,61,totTlam,NA
1450,37,totXola,NA
1450,13,totMete,NA
1450,5,censerTot,NA
1450,23,toTot,NA
1450,19,smoTot,NA
1450,31,ollaTot,NA
1450,2,comalTot,NA
1450,5,nubbinTot,NA
1450,1,foreignTot,NA
1450,9,granTot,NA
1451,27,obsidianTot,NA
1451,2,basaltTot,NA
1451,1,figTot,NA
1451,3,candTot,NA
1451,119,totAll,NA
1451,0,totPatl,Missing
1451,24,totTzac,NA
1451,25,totMicc,NA
1451,17,totTlam,NA
1451,7,totXola,NA
1451,2,totMete,NA
1451,3,censerTot,NA
1451,8,toTot,NA
1451,3,smoTot,NA
1451,8,ollaTot,NA
1451,4,nubbinTot,NA
1451,3,granTot,NA
1452,3,obsidianTot,NA
1452,2,figTot,NA
1452,62,totAll,NA
1452,8,totTzac,NA
1452,6,totMicc,NA
1452,4,totTlam,NA
1452,4,totXola,NA
1452,6,toTot,NA
1452,2,smoTot,NA
1452,2,ollaTot,NA
1452,2,comalTot,NA
1452,1,nubbinTot,NA
1452,2,granTot,NA
1453,38,obsidianTot,NA
1453,2,basaltTot,NA
1453,3,figTot,NA
1453,1,candTot,NA
1453,163,totAll,NA
1453,18,totTzac,NA
1453,8,totMicc,NA
1453,20,totTlam,NA
1453,13,totXola,NA
1453,23,totMete,NA
1453,1,censerTot,NA
1453,25,toTot,NA
1453,8,smoTot,NA
1453,4,ollaTot,NA
1453,1,granTot,NA
1454,21,obsidianTot,NA
1454,1,basaltTot,NA
1454,4,figTot,NA
1454,142,totAll,NA
1454,13,totPatl,NA
1454,44,totTzac,NA
1454,17,totMicc,NA
1454,18,totTlam,NA
1454,11,totXola,NA
1454,1,censerTot,NA
1454,19,toTot,NA
1454,18,ollaTot,NA
1454,1,comalTot,NA
1454,3,nubbinTot,NA
1454,6,granTot,NA
1455,8,obsidianTot,NA
1455,6,figTot,NA
1455,97,totAll,NA
1455,9,totPatl,NA
1455,15,totTzac,NA
1455,15,totMicc,NA
1455,21,totTlam,NA
1455,7,totXola,NA
1455,4,censerTot,NA
1455,9,toTot,NA
1455,3,smoTot,NA
1455,6,ollaTot,NA
1455,1,comalTot,NA
1456,5,obsidianTot,NA
1456,4,figTot,NA
1456,51,totAll,NA
1456,5,totTzac,NA
1456,8,totMicc,NA
1456,12,totTlam,NA
1456,4,totXola,NA
1456,4,toTot,NA
1456,1,smoTot,NA
1456,7,ollaTot,NA
1457,8,obsidianTot,NA
1457,0,figTot,Missing
1457,155,totAll,NA
1457,2,totPatl,NA
1457,36,totTzac,NA
1457,12,totMicc,NA
1457,21,totTlam,NA
1457,8,totXola,NA
1457,14,totMete,NA
1457,3,censerTot,NA
1457,21,toTot,NA
1457,2,smoTot,NA
1457,4,ollaTot,NA
1457,1,comalTot,NA
1457,1,nubbinTot,NA
1457,1,granTot,NA
1458,13,obsidianTot,NA
1458,1,figTot,NA
1458,56,totAll,NA
1458,12,totTzac,NA
1458,4,totMicc,NA
1458,5,totTlam,NA
1458,2,totXola,NA
1458,6,toTot,NA
1458,4,ollaTot,NA
1458,1,nubbinTot,NA
1459,67,obsidianTot,NA
1459,7,basaltTot,NA
1459,6,figTot,NA
1459,182,totAll,NA
1459,23,totPatl,NA
1459,60,totTzac,NA
1459,7,totMicc,NA
1459,32,totTlam,NA
1459,16,totXola,NA
1459,1,censerTot,NA
1459,15,toTot,NA
1459,3,smoTot,NA
1459,15,ollaTot,NA
1459,1,comalTot,NA
1459,3,granTot,NA
1460,67,obsidianTot,NA
1460,7,basaltTot,NA
1460,20,figTot,NA
1460,402,totAll,NA
1460,42,totPatl,NA
1460,145,totTzac,NA
1460,67,totMicc,NA
1460,66,totTlam,NA
1460,15,totXola,NA
1460,7,censerTot,NA
1460,25,toTot,NA
1460,2,smoTot,NA
1460,44,ollaTot,NA
1460,2,comalTot,NA
1460,6,nubbinTot,NA
1460,2,foreignTot,NA
1460,2,granTot,NA
1461,97,obsidianTot,NA
1461,2,basaltTot,NA
1461,32,figTot,NA
1461,1,candTot,NA
1461,398,totAll,NA
1461,75,totPatl,NA
1461,90,totTzac,NA
1461,31,totMicc,NA
1461,39,totTlam,NA
1461,33,totXola,NA
1461,4,totMete,NA
1461,8,censerTot,NA
1461,29,toTot,NA
1461,10,smoTot,NA
1461,14,ollaTot,NA
1461,5,comalTot,NA
1461,5,nubbinTot,NA
1461,1,foreignTot,NA
1461,7,granTot,NA
1462,39,obsidianTot,NA
1462,7,figTot,NA
1462,1,candTot,NA
1462,86,totAll,NA
1462,7,totPatl,NA
1462,21,totTzac,NA
1462,10,totMicc,NA
1462,23,totTlam,NA
1462,3,totXola,NA
1462,1,censerTot,NA
1462,7,toTot,NA
1462,2,smoTot,NA
1462,11,ollaTot,NA
1462,2,nubbinTot,NA
1462,1,foreignTot,NA
1462,4,granTot,NA
1463,65,obsidianTot,NA
1463,13,figTot,NA
1463,121,totAll,NA
1463,10,totPatl,NA
1463,28,totTzac,NA
1463,8,totMicc,NA
1463,11,totTlam,NA
1463,10,totXola,NA
1463,2,totMete,NA
1463,2,censerTot,NA
1463,18,toTot,NA
1463,10,ollaTot,NA
1463,1,comalTot,NA
1463,1,nubbinTot,NA
1463,1,granTot,NA
1464,31,obsidianTot,NA
1464,7,figTot,NA
1464,2,candTot,NA
1464,121,totAll,NA
1464,6,totPatl,NA
1464,15,totTzac,NA
1464,13,totMicc,NA
1464,30,totTlam,NA
1464,13,totXola,NA
1464,1,censerTot,NA
1464,11,toTot,NA
1464,1,smoTot,NA
1464,12,ollaTot,NA
1464,2,comalTot,NA
1464,3,nubbinTot,NA
1464,9,granTot,NA
1465,43,obsidianTot,NA
1465,1,basaltTot,NA
1465,19,figTot,NA
1465,1,candTot,NA
1465,169,totAll,NA
1465,6,totPatl,NA
1465,29,totTzac,NA
1465,15,totMicc,NA
1465,30,totTlam,NA
1465,18,totXola,NA
1465,8,totMete,NA
1465,1,censerTot,NA
1465,33,toTot,NA
1465,2,smoTot,NA
1465,10,ollaTot,NA
1465,3,comalTot,NA
1465,3,nubbinTot,NA
1465,1,foreignTot,NA
1465,3,granTot,NA
1466,23,obsidianTot,NA
1466,2,basaltTot,NA
1466,12,figTot,NA
1466,130,totAll,NA
1466,9,totPatl,NA
1466,19,totTzac,NA
1466,14,totMicc,NA
1466,20,totTlam,NA
1466,4,totXola,NA
1466,3,censerTot,NA
1466,19,toTot,NA
1466,6,ollaTot,NA
1466,3,comalTot,NA
1466,4,nubbinTot,NA
1466,2,granTot,NA
1467,14,obsidianTot,NA
1467,7,figTot,NA
1467,84,totAll,NA
1467,11,totPatl,NA
1467,20,totTzac,NA
1467,4,totMicc,NA
1467,20,totTlam,NA
1467,7,totXola,NA
1467,2,censerTot,NA
1467,7,toTot,NA
1467,1,smoTot,NA
1467,3,ollaTot,NA
1467,2,comalTot,NA
1467,2,nubbinTot,NA
1467,6,granTot,NA
1468,106,obsidianTot,NA
1468,3,basaltTot,NA
1468,1,slateTot,NA
1468,29,figTot,NA
1468,1,candTot,NA
1468,299,totAll,NA
1468,34,totPatl,NA
1468,69,totTzac,NA
1468,14,totMicc,NA
1468,30,totTlam,NA
1468,8,totXola,NA
1468,5,censerTot,NA
1468,20,toTot,NA
1468,2,smoTot,NA
1468,34,ollaTot,NA
1468,5,comalTot,NA
1468,3,nubbinTot,NA
1468,12,granTot,NA
1469,92,obsidianTot,NA
1469,2,basaltTot,NA
1469,18,figTot,NA
1469,237,totAll,NA
1469,15,totPatl,NA
1469,68,totTzac,NA
1469,34,totMicc,NA
1469,42,totTlam,NA
1469,8,totXola,NA
1469,2,totMete,NA
1469,4,censerTot,NA
1469,29,toTot,NA
1469,1,smoTot,NA
1469,41,ollaTot,NA
1469,6,comalTot,NA
1469,3,nubbinTot,NA
1469,1,foreignTot,NA
1469,7,granTot,NA
1470,12,obsidianTot,NA
1470,8,figTot,NA
1470,183,totAll,NA
1470,9,totPatl,NA
1470,7,totTzac,NA
1470,9,totMicc,NA
1470,27,totTlam,NA
1470,9,totXola,NA
1470,3,totMete,NA
1470,16,toTot,NA
1470,3,smoTot,NA
1470,2,ollaTot,NA
1470,1,comalTot,NA
1470,2,nubbinTot,NA
1470,6,granTot,NA
1471,29,obsidianTot,NA
1471,4,basaltTot,NA
1471,20,figTot,NA
1471,4,candTot,NA
1471,182,totAll,NA
1471,9,totPatl,NA
1471,7,totTzac,NA
1471,8,totMicc,NA
1471,13,totTlam,NA
1471,3,totXola,NA
1471,9,toTot,NA
1471,7,ollaTot,NA
1471,1,comalTot,NA
1471,4,nubbinTot,NA
1471,2,foreignTot,NA
1471,4,granTot,NA
1472,23,obsidianTot,NA
1472,1,basaltTot,NA
1472,9,figTot,NA
1472,103,totAll,NA
1472,9,totPatl,NA
1472,9,totTzac,NA
1472,5,totTlam,NA
1472,6,totXola,NA
1472,8,toTot,NA
1472,7,ollaTot,NA
1472,1,granTot,NA
1473,43,obsidianTot,NA
1473,28,figTot,NA
1473,2,candTot,NA
1473,283,totAll,NA
1473,11,totPatl,NA
1473,46,totTzac,NA
1473,17,totTlam,NA
1473,12,totXola,NA
1473,4,totMete,NA
1473,2,censerTot,NA
1473,7,toTot,NA
1473,2,smoTot,NA
1473,17,ollaTot,NA
1473,2,comalTot,NA
1473,3,nubbinTot,NA
1473,1,granTot,NA
1474,18,obsidianTot,NA
1474,4,figTot,NA
1474,1,candTot,NA
1474,133,totAll,NA
1474,7,totPatl,NA
1474,23,totTzac,NA
1474,10,toTot,NA
1474,5,ollaTot,NA
1474,1,foreignTot,NA
1475,5,obsidianTot,NA
1475,1,candTot,NA
1475,125,totAll,NA
1475,4,totTzac,NA
1475,4,totTlam,NA
1475,1,censerTot,NA
1475,1,toTot,NA
1476,43,obsidianTot,NA
1476,2,figTot,NA
1476,80,totAll,NA
1476,4,totPatl,NA
1476,22,totTzac,NA
1476,10,totMicc,NA
1476,10,totTlam,NA
1476,7,toTot,NA
1476,1,ollaTot,NA
1476,1,comalTot,NA
1477,261,obsidianTot,NA
1477,2,basaltTot,NA
1477,1,shellTot,NA
1477,37,figTot,NA
1477,537,totAll,NA
1477,31,totPatl,NA
1477,164,totTzac,NA
1477,57,totMicc,NA
1477,56,totTlam,NA
1477,29,totXola,NA
1477,11,totMete,NA
1477,12,censerTot,NA
1477,47,toTot,NA
1477,3,smoTot,NA
1477,49,ollaTot,NA
1477,3,comalTot,NA
1477,5,nubbinTot,NA
1477,2,foreignTot,NA
1477,22,granTot,NA
1478,495,obsidianTot,NA
1478,13,basaltTot,NA
1478,23,figTot,NA
1478,371,totAll,NA
1478,30,totPatl,NA
1478,120,totTzac,NA
1478,70,totMicc,NA
1478,58,totTlam,NA
1478,15,totXola,NA
1478,7,totMete,NA
1478,6,censerTot,NA
1478,40,toTot,NA
1478,2,smoTot,NA
1478,44,ollaTot,NA
1478,7,comalTot,NA
1478,9,nubbinTot,NA
1478,1,foreignTot,NA
1478,13,granTot,NA
1479,107,obsidianTot,NA
1479,15,figTot,NA
1479,2,candTot,NA
1479,324,totAll,NA
1479,53,totPatl,NA
1479,143,totTzac,NA
1479,19,totMicc,NA
1479,29,totTlam,NA
1479,9,totXola,NA
1479,11,censerTot,NA
1479,22,toTot,NA
1479,39,ollaTot,NA
1479,7,comalTot,NA
1479,2,nubbinTot,NA
1479,7,granTot,NA
1480,123,obsidianTot,NA
1480,3,basaltTot,NA
1480,14,figTot,NA
1480,186,totAll,NA
1480,36,totPatl,NA
1480,92,totTzac,NA
1480,13,totMicc,NA
1480,11,totTlam,NA
1480,5,totXola,NA
1480,3,censerTot,NA
1480,13,toTot,NA
1480,11,ollaTot,NA
1480,2,comalTot,NA
1480,2,nubbinTot,NA
1480,6,granTot,NA
1481,737,obsidianTot,NA
1481,22,basaltTot,NA
1481,40,figTot,NA
1481,421,totAll,NA
1481,28,totPatl,NA
1481,165,totTzac,NA
1481,116,totMicc,NA
1481,40,totTlam,NA
1481,18,totXola,NA
1481,2,totMete,NA
1481,3,censerTot,NA
1481,38,toTot,NA
1481,1,smoTot,NA
1481,64,ollaTot,NA
1481,12,comalTot,NA
1481,3,nubbinTot,NA
1481,1,foreignTot,NA
1481,14,granTot,NA
1482,190,obsidianTot,NA
1482,15,basaltTot,NA
1482,39,figTot,NA
1482,1,candTot,NA
1482,356,totAll,NA
1482,37,totPatl,NA
1482,148,totTzac,NA
1482,58,totMicc,NA
1482,41,totTlam,NA
1482,11,totXola,NA
1482,11,censerTot,NA
1482,28,toTot,NA
1482,2,smoTot,NA
1482,47,ollaTot,NA
1482,14,comalTot,NA
1482,6,nubbinTot,NA
1482,1,foreignTot,NA
1482,15,granTot,NA
1483,24,obsidianTot,NA
1483,5,basaltTot,NA
1483,15,figTot,NA
1483,1,candTot,NA
