ArtCode1,ArtCode2,ArtCode3,SSN,Count,Where
1,19,116,1781,11,NA
1,19,120,1781,1,NA
1,17,111,1781,9,NA
1,1,26,1781,1,NA
1,12,74,1781,1,NA
1,12,75,1781,0,Missing
1,12,76,1781,1,NA
1,12,77,1781,0,Missing
1,12,78,1781,0,Missing
1,12,79,1781,1,NA
1,12,80,1781,0,Missing
1,12,81,1781,0,Missing
1,12,84,1781,3,NA
2,7,27,1781,1,NA
2,9,52,1781,1,NA
2,9,42,1781,4,NA
2,9,45,1781,27,NA
2,9,46,1781,10,NA
2,8,37,1781,1,NA
2,8,38,1781,1,NA
2,8,40,1781,0,Missing
1,16,106,1781,1,NA
1,16,107,1781,1,NA
1,16,108,1781,1,NA
1,15,100,1781,3,NA
1,15,101,1781,19,NA
1,15,102,1781,8,NA
1,15,103,1781,4,NA
1,11,69,1781,1,NA
1,11,70,1781,1,NA
1,14,95,1781,2,NA
1,14,96,1781,1,NA
1,13,92,1781,3,NA
2,9,62,1781,12,NA
2,9,63,1781,2,NA
1,10,65,1781,20,NA
2,9,44,1781,56,NA
0,0,146,1781,6050,NA
0,0,147,1781,9,NA
0,0,148,1781,4940,NA
6,22,136,1782,0,Missing
1,19,112,1782,60,NA
1,19,113,1782,77,NA
1,19,114,1782,4,NA
1,19,115,1782,6,NA
1,19,116,1782,10,NA
1,17,111,1782,3,NA
1,12,74,1782,0,Missing
1,12,75,1782,0,Missing
1,12,76,1782,0,Missing
1,12,77,1782,0,Missing
1,12,78,1782,0,Missing
1,12,79,1782,0,Missing
1,12,80,1782,0,Missing
1,12,81,1782,0,Missing
2,9,45,1782,35,NA
2,9,46,1782,5,NA
2,8,36,1782,2,NA
1,16,107,1782,1,NA
1,15,100,1782,5,NA
1,15,101,1782,15,NA
1,11,69,1782,1,NA
1,14,95,1782,4,NA
1,13,92,1782,1,NA
2,9,61,1782,1,NA
2,9,62,1782,4,NA
2,9,63,1782,1,NA
1,10,65,1782,19,NA
2,9,44,1782,4,NA
0,0,146,1782,4440,NA
0,0,147,1782,23,NA
0,0,148,1782,1256,NA
6,22,124,1783,1,NA
6,22,125,1783,1,NA
6,22,126,1783,1,NA
6,22,136,1783,0,Missing
6,22,141,1783,2,NA
1,19,112,1783,14,NA
1,19,113,1783,16,NA
1,19,114,1783,1,NA
1,19,115,1783,4,NA
1,19,116,1783,5,NA
1,17,111,1783,1,NA
1,12,74,1783,0,Missing
1,12,75,1783,0,Missing
1,12,76,1783,0,Missing
1,12,77,1783,2,NA
1,12,78,1783,0,Missing
1,12,79,1783,0,Missing
1,12,80,1783,0,Missing
1,12,81,1783,0,Missing
2,9,53,1783,1,NA
2,9,42,1783,1,NA
2,9,45,1783,10,NA
2,9,46,1783,4,NA
2,8,37,1783,1,NA
1,16,106,1783,1,NA
1,16,107,1783,2,NA
1,15,100,1783,5,NA
1,15,101,1783,27,NA
1,15,102,1783,8,NA
1,15,103,1783,7,NA
1,15,104,1783,1,NA
1,15,105,1783,1,NA
1,11,68,1783,2,NA
1,14,95,1783,6,NA
1,14,96,1783,1,NA
2,9,62,1783,13,NA
1,10,65,1783,5,NA
2,9,44,1783,4,NA
0,0,146,1783,4900,NA
0,0,148,1783,4096,NA
6,22,136,1784,0,Missing
1,19,112,1784,8,NA
1,19,113,1784,14,NA
1,19,114,1784,6,NA
1,19,116,1784,2,NA
1,12,75,1784,0,Missing
1,12,76,1784,1,NA
1,12,77,1784,0,Missing
1,12,78,1784,0,Missing
1,12,79,1784,1,NA
1,12,80,1784,0,Missing
1,12,81,1784,0,Missing
2,9,47,1784,1,NA
2,9,53,1784,1,NA
2,9,45,1784,7,NA
2,9,46,1784,3,NA
1,15,101,1784,4,NA
1,11,69,1784,1,NA
1,14,95,1784,1,NA
1,14,96,1784,3,NA
2,9,62,1784,3,NA
1,10,65,1784,2,NA
2,9,44,1784,4,NA
0,0,146,1784,2100,NA
0,0,148,1784,0,Missing
6,22,136,1785,0,Missing
1,19,113,1785,2,NA
1,19,114,1785,1,NA
2,8,35,1785,1,NA
1,15,101,1785,2,NA
1,10,65,1785,3,NA
2,9,44,1785,4,NA
0,0,146,1785,8260,NA
0,0,148,1785,0,Missing
6,22,124,1786,1,NA
6,22,125,1786,1,NA
6,22,136,1786,0,Missing
1,19,112,1786,27,NA
1,19,113,1786,129,NA
1,19,114,1786,60,NA
1,19,115,1786,26,NA
1,19,116,1786,4,NA
1,17,111,1786,2,NA
1,12,74,1786,0,Missing
1,12,75,1786,0,Missing
1,12,76,1786,0,Missing
1,12,77,1786,0,Missing
1,12,78,1786,0,Missing
1,12,79,1786,0,Missing
1,12,80,1786,0,Missing
1,12,81,1786,0,Missing
2,7,31,1786,1,NA
2,7,32,1786,1,NA
2,9,53,1786,1,NA
2,9,45,1786,9,NA
2,9,46,1786,10,NA
2,8,36,1786,1,NA
1,15,100,1786,1,NA
1,15,101,1786,8,NA
1,15,102,1786,4,NA
1,15,103,1786,2,NA
1,14,95,1786,1,NA
2,9,58,1786,1,NA
2,9,62,1786,2,NA
1,10,65,1786,21,NA
2,9,44,1786,1,NA
0,0,146,1786,3000,NA
0,0,147,1786,0,Missing
6,22,124,1787,1,NA
6,22,136,1787,0,Missing
1,19,112,1787,17,NA
1,19,113,1787,55,NA
1,19,114,1787,30,NA
1,19,115,1787,9,NA
1,19,116,1787,4,NA
1,12,74,1787,0,Missing
1,12,75,1787,0,Missing
1,12,76,1787,0,Missing
1,12,77,1787,0,Missing
1,12,78,1787,0,Missing
1,12,79,1787,0,Missing
1,12,80,1787,0,Missing
1,12,81,1787,0,Missing
2,7,27,1787,0,Missing
2,7,28,1787,0,Missing
2,7,29,1787,0,Missing
2,7,30,1787,0,Missing
2,9,45,1787,8,NA
2,9,46,1787,4,NA
1,15,100,1787,4,NA
1,15,101,1787,16,NA
1,15,102,1787,6,NA
1,15,103,1787,2,NA
1,15,104,1787,1,NA
1,11,68,1787,3,NA
1,11,70,1787,1,NA
1,14,95,1787,1,NA
1,14,96,1787,1,NA
2,9,57,1787,2,NA
2,9,62,1787,10,NA
1,10,65,1787,37,NA
2,9,44,1787,14,NA
0,0,146,1787,5180,NA
0,0,147,1787,9,NA
0,0,148,1787,2500,NA
6,22,124,1788,2,NA
6,22,125,1788,2,NA
6,22,136,1788,0,Missing
1,19,112,1788,37,NA
1,19,113,1788,153,NA
1,19,114,1788,57,NA
1,19,115,1788,18,NA
1,19,116,1788,9,NA
1,17,111,1788,5,NA
1,12,74,1788,0,Missing
1,12,75,1788,0,Missing
1,12,76,1788,0,Missing
1,12,77,1788,0,Missing
1,12,78,1788,2,NA
1,12,79,1788,0,Missing
1,12,80,1788,0,Missing
1,12,81,1788,0,Missing
1,12,84,1788,2,NA
2,9,45,1788,5,NA
2,9,46,1788,12,NA
2,8,37,1788,2,NA
1,15,100,1788,9,NA
1,15,101,1788,37,NA
1,15,102,1788,10,NA
1,15,103,1788,3,NA
1,15,104,1788,4,NA
1,11,68,1788,0,Missing
1,11,69,1788,3,NA
1,14,95,1788,3,NA
1,14,96,1788,4,NA
2,9,57,1788,1,NA
2,9,59,1788,1,NA
2,9,62,1788,11,NA
1,10,65,1788,44,NA
2,9,145,1788,1,NA
0,0,146,1788,4320,NA
0,0,147,1788,0,Missing
0,0,148,1788,2500,NA
6,22,124,1789,1,NA
6,22,136,1789,0,Missing
1,19,112,1789,41,NA
1,19,113,1789,140,NA
1,19,114,1789,39,NA
1,19,115,1789,11,NA
1,19,116,1789,6,NA
1,17,111,1789,3,NA
1,12,74,1789,0,Missing
1,12,75,1789,0,Missing
1,12,76,1789,1,NA
1,12,77,1789,0,Missing
1,12,78,1789,4,NA
1,12,79,1789,0,Missing
1,12,80,1789,0,Missing
1,12,81,1789,0,Missing
2,9,45,1789,22,NA
2,9,46,1789,19,NA
1,15,100,1789,9,NA
1,15,101,1789,37,NA
1,15,102,1789,8,NA
1,15,103,1789,2,NA
1,11,68,1789,1,NA
1,11,69,1789,6,NA
1,14,96,1789,3,NA
2,9,62,1789,9,NA
2,9,63,1789,1,NA
1,10,65,1789,16,NA
2,9,44,1789,48,NA
0,0,146,1789,3000,NA
0,0,147,1789,0,Missing
0,0,148,1789,1296,NA
6,22,136,179,0,Missing
1,19,112,179,13,NA
1,19,114,179,1,NA
1,19,115,179,2,NA
1,17,111,179,0,Missing
1,12,74,179,1,NA
1,12,75,179,0,Missing
1,12,76,179,1,NA
1,12,77,179,2,NA
1,12,79,179,1,NA
1,12,81,179,2,NA
2,7,32,179,10,NA
2,9,53,179,1,NA
2,9,42,179,8,NA
2,9,45,179,14,NA
2,9,46,179,1,NA
2,8,36,179,1,NA
2,8,38,179,1,NA
2,8,40,179,0,Missing
1,10,64,179,1,NA
1,15,101,179,4,NA
1,15,102,179,3,NA
1,15,103,179,3,NA
1,14,94,179,0,Missing
1,14,96,179,2,NA
1,14,97,179,0,Missing
2,9,59,179,1,NA
1,10,65,179,10,NA
2,9,44,179,9,NA
0,0,146,179,1150,NA
0,0,147,179,10,NA
0,0,148,179,432,NA
6,22,124,1790,1,NA
6,22,136,1790,0,Missing
1,19,112,1790,9,NA
1,19,113,1790,5,NA
1,19,114,1790,5,NA
1,19,116,1790,1,NA
1,12,74,1790,0,Missing
1,12,75,1790,0,Missing
1,12,76,1790,0,Missing
1,12,77,1790,0,Missing
1,12,78,1790,0,Missing
1,12,79,1790,0,Missing
1,12,80,1790,0,Missing
1,12,81,1790,0,Missing
2,9,52,1790,1,NA
2,9,45,1790,5,NA
2,9,46,1790,1,NA
2,8,34,1790,1,NA
1,15,100,1790,1,NA
1,15,101,1790,5,NA
1,10,65,1790,6,NA
0,0,146,1790,1870,NA
0,0,147,1790,0,Missing
0,0,148,1790,0,Missing
6,22,124,1791,1,NA
6,22,131,1791,1,NA
1,16,133,1791,1,NA
6,22,136,1791,0,Missing
1,19,112,1791,8,NA
1,19,113,1791,50,NA
1,19,114,1791,40,NA
1,19,115,1791,7,NA
1,19,116,1791,8,NA
1,17,111,1791,5,NA
1,12,74,1791,0,Missing
1,12,75,1791,0,Missing
1,12,76,1791,0,Missing
1,12,77,1791,0,Missing
1,12,78,1791,2,NA
1,12,79,1791,0,Missing
1,12,80,1791,0,Missing
1,12,81,1791,0,Missing
2,9,47,1791,1,NA
2,9,45,1791,6,NA
2,9,46,1791,6,NA
2,8,36,1791,1,NA
2,8,38,1791,1,NA
1,15,100,1791,5,NA
1,15,101,1791,11,NA
1,15,102,1791,11,NA
1,15,103,1791,3,NA
1,15,104,1791,2,NA
1,11,69,1791,2,NA
1,11,70,1791,1,NA
1,14,94,1791,0,Missing
1,14,96,1791,2,NA
1,14,97,1791,0,Missing
2,9,62,1791,6,NA
2,9,63,1791,2,NA
1,10,65,1791,14,NA
2,9,44,1791,7,NA
0,0,146,1791,4800,NA
0,0,147,1791,5,NA
0,0,148,1791,3876,NA
6,22,131,1792,1,NA
6,22,136,1792,0,Missing
1,19,112,1792,12,NA
1,19,113,1792,54,NA
1,19,114,1792,44,NA
1,19,115,1792,5,NA
1,19,116,1792,3,NA
1,17,111,1792,2,NA
1,12,74,1792,0,Missing
1,12,75,1792,0,Missing
1,12,76,1792,2,NA
1,12,77,1792,0,Missing
1,12,78,1792,0,Missing
1,12,79,1792,0,Missing
1,12,80,1792,0,Missing
1,12,81,1792,0,Missing
1,12,84,1792,1,NA
2,9,45,1792,3,NA
2,9,46,1792,6,NA
2,8,37,1792,2,NA
1,10,64,1792,1,NA
1,15,100,1792,3,NA
1,15,101,1792,5,NA
1,15,102,1792,11,NA
1,15,103,1792,1,NA
1,14,96,1792,2,NA
2,9,62,1792,1,NA
1,10,65,1792,11,NA
2,9,44,1792,146,NA
0,0,146,1792,5080,NA
0,0,147,1792,3,NA
0,0,148,1792,2500,NA
6,22,136,1793,0,Missing
1,19,112,1793,4,NA
1,19,113,1793,12,NA
1,19,114,1793,9,NA
1,19,115,1793,1,NA
1,19,116,1793,4,NA
1,17,111,1793,2,NA
1,12,74,1793,1,NA
1,12,75,1793,0,Missing
1,12,76,1793,0,Missing
1,12,77,1793,0,Missing
1,12,78,1793,1,NA
1,12,79,1793,0,Missing
1,12,80,1793,0,Missing
1,12,81,1793,0,Missing
2,9,45,1793,1,NA
2,9,46,1793,3,NA
1,15,100,1793,1,NA
1,15,101,1793,8,NA
1,15,102,1793,3,NA
1,11,70,1793,1,NA
1,10,65,1793,2,NA
2,9,44,1793,0,Missing
0,0,146,1793,1360,NA
0,0,148,1793,0,Missing
6,22,124,1794,2,NA
6,22,125,1794,1,NA
6,22,136,1794,0,Missing
1,19,112,1794,10,NA
1,19,113,1794,26,NA
1,19,114,1794,7,NA
1,19,115,1794,2,NA
1,19,116,1794,1,NA
1,1,26,1794,5,NA
1,12,75,1794,0,Missing
1,12,76,1794,0,Missing
1,12,77,1794,0,Missing
1,12,78,1794,0,Missing
1,12,79,1794,0,Missing
1,12,80,1794,0,Missing
1,12,81,1794,0,Missing
1,12,84,1794,1,NA
2,9,45,1794,3,NA
2,9,46,1794,2,NA
2,8,37,1794,1,NA
1,16,107,1794,5,NA
1,15,101,1794,9,NA
1,15,102,1794,1,NA
1,15,103,1794,4,NA
1,15,104,1794,1,NA
1,11,68,1794,1,NA
1,11,69,1794,1,NA
1,14,95,1794,1,NA
2,9,62,1794,6,NA
2,9,63,1794,3,NA
1,10,65,1794,8,NA
2,9,44,1794,1,NA
0,0,146,1794,3720,NA
0,0,147,1794,4,NA
0,0,148,1794,2450,NA
6,22,131,1795,2,NA
6,22,136,1795,0,Missing
1,19,112,1795,18,NA
1,19,113,1795,12,NA
1,19,114,1795,5,NA
1,19,115,1795,1,NA
6,21,122,1795,1,NA
1,12,74,1795,0,Missing
1,12,75,1795,0,Missing
1,12,76,1795,0,Missing
1,12,77,1795,1,NA
1,12,78,1795,0,Missing
1,12,79,1795,0,Missing
1,12,80,1795,0,Missing
1,12,81,1795,0,Missing
1,12,84,1795,1,NA
2,9,45,1795,3,NA
2,9,46,1795,12,NA
1,15,102,1795,4,NA
1,14,95,1795,2,NA
1,14,96,1795,1,NA
1,13,92,1795,1,NA
1,10,65,1795,9,NA
2,9,44,1795,0,Missing
0,0,146,1795,3080,NA
0,0,148,1795,1410,NA
6,22,125,1796,1,NA
6,22,136,1796,0,Missing
1,19,112,1796,6,NA
1,19,113,1796,33,NA
1,19,114,1796,13,NA
1,12,74,1796,0,Missing
1,12,75,1796,0,Missing
1,12,76,1796,0,Missing
1,12,77,1796,0,Missing
1,12,78,1796,1,NA
1,12,79,1796,1,NA
1,12,80,1796,0,Missing
1,12,81,1796,0,Missing
2,9,45,1796,2,NA
2,9,46,1796,5,NA
2,8,36,1796,1,NA
1,15,100,1796,1,NA
1,15,101,1796,9,NA
1,15,102,1796,2,NA
1,14,96,1796,2,NA
2,9,62,1796,2,NA
2,9,63,1796,1,NA
1,10,65,1796,5,NA
0,0,146,1796,4740,NA
0,0,148,1796,0,Missing
6,22,128,1797,1,NA
6,22,136,1797,0,Missing
1,19,112,1797,9,NA
1,19,113,1797,17,NA
1,19,114,1797,1,NA
1,12,74,1797,1,NA
1,12,75,1797,0,Missing
1,12,76,1797,0,Missing
1,12,77,1797,0,Missing
1,12,78,1797,1,NA
1,12,79,1797,0,Missing
1,12,80,1797,0,Missing
1,12,81,1797,0,Missing
1,12,84,1797,1,NA
2,7,30,1797,1,NA
2,9,46,1797,7,NA
2,8,36,1797,3,NA
1,15,100,1797,2,NA
1,15,101,1797,9,NA
1,15,102,1797,4,NA
1,15,103,1797,7,NA
1,11,69,1797,2,NA
1,14,96,1797,2,NA
2,9,62,1797,1,NA
1,10,65,1797,12,NA
2,9,44,1797,1,NA
0,0,146,1797,4200,NA
0,0,148,1797,1296,NA
6,22,124,1798,1,NA
6,22,125,1798,3,NA
6,22,128,1798,2,NA
6,22,130,1798,1,NA
6,22,136,1798,0,Missing
1,19,112,1798,27,NA
1,19,113,1798,14,NA
1,19,114,1798,10,NA
1,19,115,1798,4,NA
1,19,116,1798,6,NA
1,17,111,1798,1,NA
1,12,76,1798,1,NA
1,12,77,1798,0,Missing
1,12,78,1798,0,Missing
1,12,79,1798,0,Missing
1,12,80,1798,0,Missing
1,12,81,1798,1,NA
1,12,84,1798,2,NA
2,7,27,1798,0,Missing
2,7,28,1798,0,Missing
2,7,29,1798,0,Missing
2,7,30,1798,0,Missing
2,7,31,1798,3,NA
2,7,32,1798,3,NA
2,9,52,1798,4,NA
2,9,45,1798,11,NA
2,9,46,1798,29,NA
2,8,36,1798,1,NA
2,8,37,1798,3,NA
2,8,38,1798,2,NA
1,10,64,1798,3,NA
1,16,107,1798,10,NA
1,15,100,1798,1,NA
1,15,101,1798,10,NA
1,15,102,1798,9,NA
1,15,103,1798,1,NA
1,15,104,1798,7,NA
1,15,105,1798,1,NA
1,11,68,1798,3,NA
1,14,96,1798,2,NA
2,9,62,1798,13,NA
1,10,65,1798,35,NA
2,9,44,1798,10,NA
0,0,146,1798,4080,NA
0,0,147,1798,16,NA
0,0,148,1798,3886,NA
6,22,124,1799,1,NA
6,22,125,1799,1,NA
6,22,128,1799,1,NA
6,22,136,1799,0,Missing
1,19,112,1799,10,NA
1,19,113,1799,19,NA
1,19,114,1799,18,NA
1,19,115,1799,5,NA
1,19,116,1799,5,NA
1,17,111,1799,1,NA
1,12,74,1799,2,NA
1,12,75,1799,0,Missing
1,12,76,1799,0,Missing
1,12,77,1799,2,NA
1,12,78,1799,0,Missing
1,12,79,1799,0,Missing
1,12,80,1799,0,Missing
1,12,81,1799,0,Missing
1,12,84,1799,2,NA
2,9,45,1799,7,NA
2,9,46,1799,8,NA
2,8,38,1799,1,NA
1,10,64,1799,2,NA
1,16,107,1799,6,NA
1,15,100,1799,1,NA
1,15,101,1799,5,NA
1,15,102,1799,7,NA
1,15,103,1799,1,NA
1,15,104,1799,9,NA
1,11,70,1799,1,NA
1,14,96,1799,3,NA
2,9,60,1799,1,NA
2,9,62,1799,4,NA
1,10,65,1799,46,NA
2,9,44,1799,15,NA
0,0,146,1799,3900,NA
0,0,147,1799,0,Missing
0,0,148,1799,3337,NA
6,22,124,18,3,NA
6,22,125,18,1,NA
1,16,133,18,1,NA
6,22,136,18,0,Missing
1,19,112,18,2,NA
1,19,114,18,7,NA
1,19,115,18,2,NA
1,18,18,18,2,NA
1,12,74,18,2,NA
1,12,77,18,2,NA
1,12,78,18,3,NA
1,12,79,18,4,NA
1,12,80,18,1,NA
1,12,46,18,3,NA
2,9,47,18,2,NA
2,9,52,18,1,NA
2,9,53,18,1,NA
2,9,45,18,6,NA
2,9,46,18,79,NA
2,8,36,18,1,NA
2,8,37,18,2,NA
1,16,107,18,3,NA
1,16,108,18,1,NA
1,15,100,18,3,NA
1,15,101,18,11,NA
1,15,102,18,1,NA
1,15,103,18,19,NA
1,11,67,18,1,NA
1,11,69,18,1,NA
1,11,70,18,1,NA
1,11,71,18,1,NA
2,9,61,18,1,NA
1,10,65,18,16,NA
2,9,44,18,11,NA
0,0,146,18,4000,NA
0,0,147,18,11,NA
0,0,148,18,1512,NA
6,22,128,180,1,NA
1,16,133,180,1,NA
6,22,136,180,0,Missing
1,19,112,180,8,NA
1,19,114,180,3,NA
1,19,115,180,2,NA
1,19,116,180,1,NA
1,12,78,180,2,NA
1,12,79,180,2,NA
1,12,80,180,2,NA
1,12,46,180,1,NA
2,7,31,180,1,NA
2,7,32,180,1,NA
2,9,42,180,1,NA
2,9,45,180,5,NA
2,9,46,180,16,NA
2,8,37,180,1,NA
2,8,39,180,0,Missing
2,8,40,180,0,Missing
1,16,108,180,2,NA
1,15,101,180,2,NA
2,9,59,180,1,NA
1,10,65,180,11,NA
2,9,44,180,7,NA
0,0,146,180,790,NA
0,0,147,180,10,NA
6,22,136,1800,0,Missing
1,12,74,1800,0,Missing
1,12,75,1800,0,Missing
1,12,76,1800,0,Missing
1,12,77,1800,0,Missing
1,12,78,1800,0,Missing
1,12,79,1800,0,Missing
1,12,80,1800,0,Missing
1,12,81,1800,0,Missing
1,12,82,1800,0,Missing
1,12,46,1800,0,Missing
2,7,27,1800,0,Missing
2,7,28,1800,0,Missing
2,7,29,1800,0,Missing
2,7,30,1800,0,Missing
2,7,31,1800,2,NA
2,7,32,1800,2,NA
2,9,52,1800,1,NA
2,9,45,1800,30,NA
2,9,46,1800,37,NA
2,8,36,1800,1,NA
2,8,37,1800,2,NA
1,16,106,1800,1,NA
1,16,107,1800,4,NA
1,15,101,1800,2,NA
1,15,102,1800,8,NA
1,15,103,1800,4,NA
1,11,70,1800,3,NA
1,14,95,1800,4,NA
1,14,96,1800,3,NA
1,14,97,1800,0,Missing
2,9,58,1800,1,NA
2,9,62,1800,2,NA
2,9,44,1800,1,NA
0,0,146,1800,4880,NA
0,0,148,1800,2976,NA
6,22,124,1801,4,NA
6,22,125,1801,1,NA
6,22,131,1801,2,NA
6,22,136,1801,0,Missing
1,19,112,1801,6,NA
1,19,113,1801,16,NA
1,19,114,1801,21,NA
1,19,115,1801,5,NA
1,19,116,1801,1,NA
1,17,111,1801,1,NA
1,12,75,1801,0,Missing
1,12,76,1801,0,Missing
1,12,77,1801,0,Missing
1,12,78,1801,0,Missing
1,12,79,1801,0,Missing
1,12,80,1801,0,Missing
1,12,81,1801,0,Missing
1,12,84,1801,2,NA
2,7,27,1801,0,Missing
2,7,28,1801,0,Missing
2,7,29,1801,0,Missing
2,7,30,1801,0,Missing
2,7,31,1801,2,NA
2,7,32,1801,2,NA
2,9,52,1801,1,NA
2,9,46,1801,9,NA
2,8,38,1801,1,NA
1,16,107,1801,16,NA
1,15,100,1801,3,NA
1,15,101,1801,22,NA
1,15,102,1801,11,NA
1,15,103,1801,3,NA
1,15,104,1801,3,NA
1,14,95,1801,2,NA
1,14,96,1801,2,NA
2,9,62,1801,20,NA
2,9,63,1801,1,NA
1,10,65,1801,16,NA
2,9,44,1801,5,NA
0,0,146,1801,4440,NA
6,22,124,1802,3,NA
6,22,128,1802,1,NA
6,22,136,1802,0,Missing
1,19,112,1802,4,NA
1,19,113,1802,10,NA
1,19,114,1802,10,NA
1,19,115,1802,1,NA
1,19,116,1802,2,NA
1,17,111,1802,2,NA
1,12,74,1802,0,Missing
1,12,75,1802,0,Missing
1,12,76,1802,0,Missing
1,12,77,1802,0,Missing
1,12,78,1802,1,NA
1,12,79,1802,0,Missing
1,12,80,1802,0,Missing
1,12,81,1802,0,Missing
2,7,31,1802,1,NA
2,7,32,1802,1,NA
2,9,52,1802,2,NA
2,9,45,1802,4,NA
2,8,38,1802,1,NA
1,16,107,1802,4,NA
1,15,100,1802,2,NA
1,15,101,1802,18,NA
1,15,102,1802,1,NA
1,15,103,1802,2,NA
1,15,104,1802,3,NA
1,11,68,1802,1,NA
1,11,69,1802,1,NA
1,11,70,1802,1,NA
1,14,96,1802,1,NA
2,9,62,1802,7,NA
2,9,63,1802,3,NA
1,10,65,1802,12,NA
2,9,44,1802,1,NA
0,0,146,1802,3080,NA
6,22,136,1803,0,Missing
1,19,112,1803,10,NA
1,19,113,1803,28,NA
1,19,114,1803,22,NA
1,19,115,1803,4,NA
1,19,116,1803,3,NA
1,12,77,1803,1,NA
2,7,31,1803,1,NA
2,7,32,1803,1,NA
2,9,45,1803,1,NA
2,9,46,1803,12,NA
2,8,38,1803,1,NA
1,15,101,1803,3,NA
1,15,102,1803,3,NA
2,9,62,1803,1,NA
1,10,65,1803,3,NA
2,9,44,1803,1,NA
0,0,146,1803,4000,NA
0,0,148,1803,0,Missing
6,22,124,1804,2,NA
6,22,125,1804,1,NA
6,22,126,1804,1,NA
6,22,136,1804,0,Missing
1,19,112,1804,11,NA
1,19,113,1804,39,NA
1,19,114,1804,42,NA
1,19,115,1804,5,NA
1,19,116,1804,3,NA
1,17,111,1804,1,NA
1,12,74,1804,0,Missing
1,12,75,1804,0,Missing
1,12,76,1804,0,Missing
1,12,77,1804,1,NA
1,12,78,1804,1,NA
1,12,79,1804,0,Missing
1,12,80,1804,0,Missing
1,12,81,1804,0,Missing
1,12,84,1804,1,NA
2,9,46,1804,5,NA
2,8,36,1804,2,NA
2,8,37,1804,1,NA
1,10,64,1804,2,NA
1,16,107,1804,3,NA
1,15,100,1804,4,NA
1,15,101,1804,22,NA
1,15,102,1804,17,NA
1,15,103,1804,1,NA
1,15,104,1804,11,NA
1,14,95,1804,2,NA
1,14,96,1804,2,NA
2,9,62,1804,4,NA
1,10,65,1804,26,NA
2,9,44,1804,9,NA
0,0,146,1804,4200,NA
0,0,148,1804,3800,NA
6,22,124,1805,2,NA
6,22,136,1805,0,Missing
1,19,112,1805,4,NA
1,19,115,1805,2,NA
1,19,116,1805,1,NA
1,12,74,1805,0,Missing
1,12,75,1805,0,Missing
1,12,76,1805,0,Missing
1,12,77,1805,0,Missing
1,12,78,1805,0,Missing
1,12,79,1805,0,Missing
1,12,80,1805,0,Missing
1,12,81,1805,0,Missing
2,9,45,1805,6,NA
2,9,46,1805,2,NA
1,15,101,1805,2,NA
1,14,95,1805,1,NA
1,14,96,1805,1,NA
2,9,62,1805,1,NA
2,9,63,1805,1,NA
1,10,65,1805,7,NA
2,9,44,1805,5,NA
0,0,146,1805,1080,NA
0,0,148,1805,0,Missing
6,22,136,1806,0,Missing
1,19,112,1806,7,NA
1,19,113,1806,14,NA
1,19,114,1806,10,NA
1,12,74,1806,0,Missing
1,12,75,1806,0,Missing
1,12,76,1806,0,Missing
1,12,77,1806,0,Missing
1,12,78,1806,0,Missing
1,12,79,1806,0,Missing
1,12,80,1806,0,Missing
1,12,81,1806,0,Missing
2,9,53,1806,1,NA
2,9,45,1806,5,NA
2,9,46,1806,4,NA
2,8,37,1806,1,NA
1,10,64,1806,1,NA
1,15,101,1806,4,NA
1,15,102,1806,4,NA
1,15,104,1806,1,NA
1,14,95,1806,2,NA
1,13,85,1806,0,Missing
1,13,86,1806,0,Missing
2,9,62,1806,3,NA
2,9,63,1806,1,NA
1,10,65,1806,9,NA
2,9,44,1806,23,NA
0,0,146,1806,3750,NA
0,0,148,1806,0,Missing
6,22,124,1807,1,NA
6,22,136,1807,0,Missing
1,19,113,1807,3,NA
1,19,114,1807,4,NA
1,19,115,1807,1,NA
1,17,111,1807,1,NA
1,12,74,1807,0,Missing
1,12,75,1807,0,Missing
1,12,76,1807,0,Missing
1,12,77,1807,0,Missing
1,12,78,1807,0,Missing
1,12,79,1807,0,Missing
1,12,80,1807,0,Missing
1,12,81,1807,0,Missing
2,7,27,1807,0,Missing
2,7,28,1807,0,Missing
2,7,29,1807,0,Missing
2,7,30,1807,0,Missing
2,7,31,1807,2,NA
2,7,32,1807,2,NA
2,9,46,1807,1,NA
2,8,37,1807,1,NA
1,15,101,1807,1,NA
1,15,102,1807,7,NA
1,15,103,1807,1,NA
1,10,65,1807,6,NA
2,9,44,1807,0,Missing
0,0,146,1807,12720,NA
0,0,148,1807,0,Missing
6,22,136,1808,0,Missing
1,12,75,1808,0,Missing
1,12,76,1808,0,Missing
1,12,77,1808,0,Missing
1,12,78,1808,0,Missing
1,12,79,1808,0,Missing
1,12,80,1808,0,Missing
1,12,81,1808,0,Missing
1,12,82,1808,0,Missing
1,12,46,1808,0,Missing
2,9,46,1808,7,NA
1,10,65,1808,1,NA
2,9,44,1808,9,NA
0,0,146,1808,7240,NA
0,0,148,1808,0,Missing
6,22,124,1809,1,NA
6,22,136,1809,0,Missing
1,19,112,1809,5,NA
1,19,114,1809,2,NA
1,19,115,1809,2,NA
1,12,74,1809,0,Missing
1,12,75,1809,0,Missing
1,12,76,1809,0,Missing
1,12,77,1809,0,Missing
1,12,78,1809,0,Missing
1,12,79,1809,0,Missing
1,12,80,1809,0,Missing
1,12,81,1809,0,Missing
1,12,84,1809,1,NA
2,7,27,1809,0,Missing
