"","SSN","site","subsite","unit","northing","easting","fieldWorker1","fieldWorker2","fieldWorker3","fieldWorker4","fieldWorker5","collectionYear","collectionQuarter","lastBuildPhase","burials","midden","stoneQuant","stoneDist","stoneCut","lajas","tepetate","adobe","xalnene","cascajo","concrete","plasterUnpaint","plasterPaint","burntClay","almena","burnedStruct","floors","walls","drainSitu","wallFixSitu","murals","columns","taludes","tableros","floorMaterial","wallCoreStone","wallCoreOthMat","wallFacing","intrusiveSherd","height","arch1PMic","arch1McTl","arch1XlMe","arch1Oxto","arch2PMic","arch2McTl","arch2XlMe","arch2Oxto","constructQual","func1PMic","func1McTl","func1XlMe","func1Oxto","func2PMic","func2McTl","func2XlMe","func2Oxto","Cmplx_archInt1PaTz","Cmplx_archInt1McTl","Cmplx_archInt1XlMt","Cmplx_archInt2PaTz","Cmplx_archInt2McTl","Cmplx_archInt2XlMt","Cmplx_funcIntPaTz","Cmplx_funcIntMcTl","Cmplx_funcIntXlMt","Cmplx_funcResPaTz","Cmplx_funcResMcTl","Cmplx_funcResXlMt","Cmplx_funcTmpPaTz","Cmplx_funcTmpMcTl","Cmplx_funcTmpXlMt","Cmplx_funcCivPaTz","Cmplx_funcCivMcTl","Cmplx_funcCivXlMt","Cmplx_funcOthXlMt","Cmplx_Num","Cmplx_Unit","MCmplx_Num","MCmplx_Unit","MCmplx_presPaTz","MCmplx_presMcTl","MCmplx_presXlMt","MCmplx_funcIntPaTz","MCmplx_funcIntMcTl","MCmplx_funcIntXlMt","neighborhoodChar","freeStandWall","wells","jagueyArch","puestos","milpa","barley","beans","alfalfaCut","alfalfaUncut","nopales","magueys","fallow","uncultivate","cropWater","plowing","pitCultivate","pitLoot","archaeoExcRest","pitMisc","quarrying","stoneClearing","landLeveling","terracing","ditching","roadOrRail","recentWall","stoneRows","recentBuild","dam","jagueyMod","erosion","silting","siteAlteration","slope","groundstoneField","obsidianField","manos","metates","mortars","pestles","plasterSmoothers","plumbBobs","wallFixSurf","fireGods","sculptureFrags","hammerStones","slingStones","smoothStones","whetStones","palettes","celts","lajasReworked","anvils","drainSurf","drainCovers","groundstoneOther","obsidianTot","obsidianBlades","obsidianWaste","obsidianScrapers","obsidianPoints","obsidianCores","obsidianKnives","obsidianEccentrics","obsidianMagueyS","obsidianUtFlake","obsidianNodules","basaltTot","basaltTools","chert","quartz","slateTot","slatePainted","alabaster","serpentine","jade","workedBone","shellTot","shellWorked","figTot","figHead","figPPat","figPatl","figTzac","figMicc","figTlam","figXola","figMete","figTolt","figAzte","figPupp","spindleWhorl","sealStamp","earSpool","whistle","flute","labAnalyst1","labAnalyst2","labAnalyst3","analysisYear","analysisQuarter","ceramicField","ceramicAbundance","candTot","candCoat","candAtoy","candEXol","candLXol","candMete","candComm","burner3P","coverHandled","areaSite","totAll","totPrec","totCuan","totTezo","totPatl","totTzac","totMicc","totTlam","totXola","totMete","totOxto","totXome","totMaza","totAzte","censerTot","censerPPat","censerPatl","censerTzac","censerMicc","censerTlam","censerXola","censerMete","censerOxto","censerXome","censerMaza","censerAzte","toTot","toRegular","toCoarse","smoTot","smoTlam","smoXola","smoMete","ollaTot","ollaPatl","ollaWedge","ollaMicc","ollaTlam","ollaXola","ollaMete","comalTot","comalPatl","comalTzac","comalMicc","comalTlam","comalXola","comalMete","comalOxto","comalPOxt","nubbinTot","nubbinPatl","nubbinApet","nubbinInset","nubbinFlush","nubbinAtoy","nubbinXola","nubbinMete","shrdStamped","shrdPlanoR","shrdStucco","shrdIncised","foreignTot","mayaLow","mayaHigh","huastec","tajin","gulfCoast","monteAlban","oaxaca","foreignOther","adornos","minatures","copas","matteWare","granTot","granPMic","granMicc","granTlam","granXola","granMete","ceramicDisk","obsidianSpencePhase1","obsidianSpencePhase2","ceramicKrotser","figurineConcBarbour","areaStruct","insubstantialCount","boundInfoQual"
"2837",2837,"67","NONE","N2E1",90,22,NA,NA,NA,NA,NA,65,3,0,0,0,3,1,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,1,-1,20,12,12,20,77,77,77,77,1,41,28,28,41,77,77,77,77,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"XXXX",-1,"XXXX",0,0,0,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,65,3,0,5,1,-1,-1,-1,-1,-1,1,1,2,19,47,0,0,0,0,0,9,9,14,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,1,7,0,7,0,6,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1
"2838",2838,"68","NONE","N2E1",90,20,NA,NA,NA,NA,NA,65,3,4,0,0,7,1,0,4,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,1,-1,2,2,2,20,77,77,77,77,2,3,2,2,41,77,77,77,77,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"XXXX",-1,"XXXX",0,0,0,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,-1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,1,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,-1,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,NA,NA,NA,65,3,0,7,0,0,0,0,0,0,0,0,2,50,99,0,0,0,0,17,8,28,18,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,0,9,0,9,0,12,0,7,1,4,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,2,0,0,0,0,0,0,0,384,0,1
"2839",2839,"69","&70","N2E1",95,20,NA,NA,NA,NA,NA,65,3,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,17,12,12,12,20,-1,-1,-1,-1,-1,28,28,28,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"XXXX",-1,"XXXX",0,0,0,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,270,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,-1
"2840",2840,"74","NONE","N2E1",73,22,NA,NA,NA,NA,NA,65,3,5,0,0,5,1,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,1,-1,2,4,4,20,77,77,77,77,2,3,2,2,41,77,77,77,77,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"XXXX",-1,"XXXX",0,0,0,-1,-1,-1,1,8,0,0,0,0,0,0,0,0,0,0,0,4,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,22,11,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,0,NA,NA,NA,65,3,0,7,3,-1,-1,-1,-1,-1,3,0,1,97,123,0,0,0,0,9,10,21,65,8,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,7,6,1,42,0,42,0,15,0,3,2,4,6,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,2,0,0,0,0,0,0,728,0,0
"2841",2841,"75","NONE","N2E1",72,20,NA,NA,NA,NA,NA,65,3,0,0,0,7,1,0,2,2,0,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,1,-1,20,12,12,20,77,77,77,77,1,41,28,28,41,77,77,77,77,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"XXXX",-1,"XXXX",0,0,0,-1,-1,-1,1,8,-1,-1,-1,0,0,0,0,0,0,0,0,4,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,NA,NA,NA,65,3,0,3,4,-1,-1,-1,-1,-1,3,0,0,130,22,0,0,0,0,0,6,6,7,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,4,0,4,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1
"2842",2842,"76","NONE","N2E1",70,21,NA,NA,NA,NA,NA,65,3,0,0,0,4,1,0,0,1,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,1,-1,2,2,2,20,77,77,77,77,2,1,2,2,41,77,77,77,77,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"XXXX",-1,"XXXX",0,0,0,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,NA,NA,NA,65,3,0,5,0,0,0,0,0,0,0,1,1,21,27,0,0,0,0,2,2,2,11,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,5,4,1,5,0,5,0,5,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,130,0,0
"2843",2843,"77","NONE","N2E1",68,20,NA,NA,NA,NA,NA,65,3,0,0,0,4,3,0,2,0,0,0,3,0,0,0,3,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,1,-1,2,4,4,20,77,77,77,77,2,3,2,2,41,77,77,77,77,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"XXXX",-1,"XXXX",0,0,0,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,NA,NA,NA,65,3,0,5,1,-1,-1,-1,-1,-1,1,0,2,84,54,0,0,0,0,4,4,7,18,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,13,12,1,15,0,15,0,8,0,2,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,484,0,0
"2844",2844,"78","NONE","N2E1",68,22,NA,NA,NA,NA,NA,65,3,0,0,0,7,1,0,2,2,0,0,5,3,3,0,3,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,1,-1,2,4,4,20,77,77,77,77,2,3,2,2,41,77,77,77,77,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"XXXX",-1,"XXXX",0,0,0,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,5,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,NA,NA,NA,65,3,0,5,1,-1,-1,-1,-1,-1,1,2,0,64,59,0,0,0,0,5,2,4,13,7,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,22,19,3,9,0,9,0,5,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,352,0,0
"2845",2845,"79","NONE","N2E1",70,23,NA,NA,NA,NA,NA,65,3,0,0,0,8,1,0,4,2,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,1,-1,2,2,2,20,77,77,77,77,2,3,2,2,41,77,77,77,77,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"XXXX",-1,"XXXX",0,0,0,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,65,3,0,7,1,-1,-1,-1,-1,-1,1,0,2,17,43,0,0,0,0,4,3,3,13,8,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,7,7,0,8,0,8,0,6,0,2,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0
"2846",2846,"80","NONE","N2E1",69,25,NA,NA,NA,NA,NA,65,3,5,0,0,6,1,0,2,1,0,0,3,3,0,0,3,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,1,-1,2,4,4,20,77,77,77,77,2,3,2,2,41,77,77,77,77,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"XXXX",-1,"XXXX",0,0,0,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,-1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,4,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,65,3,0,7,6,-1,-1,-1,-1,-1,4,1,3,123,163,0,0,0,0,11,20,18,43,11,0,4,7,3,0,0,0,0,0,0,0,0,0,0,0,0,41,39,2,36,1,35,0,21,0,8,4,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1268,0,0
"2847",2847,"81","NONE","N2E1",66,21,NA,NA,NA,NA,NA,65,3,0,-1,0,6,1,0,4,2,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,1,-1,11,12,12,20,77,77,77,77,1,28,28,28,41,77,77,77,77,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"XXXX",-1,"XXXX",0,0,0,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,-1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,NA,NA,NA,65,3,0,1,1,-1,-1,-1,-1,-1,1,0,1,47,13,0,0,0,0,1,2,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,-1,-1
"2848",2848,"82","NONE","N2E1",65,18,NA,NA,NA,NA,NA,65,3,0,0,0,-1,3,0,2,2,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,1,-1,2,4,4,20,77,77,77,77,2,3,2,2,41,77,77,77,77,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"XXXX",-1,"XXXX",0,0,0,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,4,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,NA,NA,NA,65,3,0,7,4,-1,-1,-1,-1,-1,2,0,1,151,52,0,0,0,0,7,5,6,7,7,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,11,10,1,16,0,16,0,7,0,1,0,1,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1960,0,1
"2849",2849,"83","NONE","N2E1",64,15,NA,NA,NA,NA,NA,65,3,0,0,0,3,1,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,1,-1,2,4,4,20,77,77,77,77,1,3,2,2,41,77,77,77,77,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"XXXX",-1,"XXXX",0,0,0,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,9,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,65,3,0,7,3,-1,-1,-1,-1,-1,3,0,0,50,42,0,0,0,0,3,6,2,17,8,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,6,5,1,11,0,11,0,5,0,1,0,0,2,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,546,0,0
"2850",2850,"84","NONE","N2E1",65,13,NA,NA,NA,NA,NA,65,3,0,0,0,5,1,0,4,1,0,0,3,3,0,0,3,0,3,0,4,0,0,0,0,0,0,-1,3,-1,1,1,-1,2,4,4,20,77,77,77,77,2,3,4,4,41,77,77,77,77,2,2,2,0,0,0,8,8,8,4,5,5,5,5,5,0,0,0,0,10,"N2E1",-1,"XXXX",0,0,0,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,NA,NA,NA,65,3,0,7,4,-1,-1,-1,-1,-1,4,0,3,70,59,0,0,0,0,3,6,7,22,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,1,16,2,14,0,7,0,0,2,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,448,0,0
"2851",2851,"85","NONE","N2E1",62,13,NA,NA,NA,NA,NA,65,3,0,0,0,3,1,0,2,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,1,-1,2,4,4,20,-1,-1,-1,77,2,3,4,4,41,-1,-1,-1,77,2,2,2,0,0,0,8,8,8,4,5,5,5,5,5,0,0,0,0,10,"N2E1",-1,"XXXX",0,0,0,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,NA,NA,NA,65,3,0,5,0,0,0,0,0,0,0,0,0,127,32,0,0,0,0,5,6,5,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,7,0,7,0,5,0,2,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1188,0,1
"2852",2852,"86","NONE","N2E1",65,10,NA,NA,NA,NA,NA,65,3,0,-1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,12,12,12,12,20,-1,-1,-1,-1,-1,-1,28,28,-1,-1,-1,-1,-1,-1,2,2,-1,-1,-1,8,8,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,"N2E1",-1,"XXXX",0,0,0,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,NA,NA,NA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,48,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,-1
"2853",2853,"87","NONE","N2E1",61,10,NA,NA,NA,NA,NA,65,3,0,0,0,3,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,1,-1,20,12,12,20,-1,77,77,77,2,41,28,28,41,-1,77,77,77,2,2,2,-1,-1,-1,8,8,8,4,5,5,5,5,5,0,0,0,0,10,"N2E1",-1,"XXXX",0,0,0,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,NA,NA,NA,65,3,0,5,0,0,0,0,0,0,0,0,0,21,8,0,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,1,-1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1
"2854",2854,"88","NONE","N2E1",65,8,NA,NA,NA,NA,NA,65,3,0,0,0,5,1,0,2,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,1,-1,7,5,5,20,77,77,77,77,2,43,7,7,-1,77,77,77,77,2,2,2,-1,-1,-1,8,8,8,4,5,5,5,5,5,0,0,0,0,10,"N2E1",-1,"XXXX",0,0,0,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,5,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,NA,NA,NA,65,3,0,7,0,0,0,0,0,0,0,0,0,78,34,0,0,0,0,5,6,6,4,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,2,0,2,0,3,0,1,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,484,-1,-1
